AFFHOUSING,Affordable Housing Office,510A,Contribution To Reserves/Reserve Funds,4.64307,,,
AFFHOUSING,Affordable Housing Office,650A,Other Expenditures,,,,
AFFHOUSING,Affordable Housing Office,700A,Inter-Divisional Charges,326.386,,,
ARENAS,Arena Boards of Management,100A,Salaries And Benefits,3956.706,,,
ARENAS,Arena Boards of Management,200A,Materials & Supplies,1812.314,,,
ARENAS,Arena Boards of Management,300A,Equipment,47.2,,,
ARENAS,Arena Boards of Management,400A,Service And Rent,723.662,,,
ARENAS,Arena Boards of Management,505A,Contribution To Capital,22.046,,,
ARENAS,Arena Boards of Management,510A,Contribution To Reserves/Reserve Funds,168.821,,,
ARENAS,Arena Boards of Management,650A,Other Expenditures,,,,
ARENAS,Arena Boards of Management,700A,Inter-Divisional Charges,,,,
ATMOSPHERE,Toronto Atmospheric Fund,100A,Salaries And Benefits,755,,,
ATMOSPHERE,Toronto Atmospheric Fund,200A,Materials & Supplies,109,,,
ATMOSPHERE,Toronto Atmospheric Fund,300A,Equipment,,,,
ATMOSPHERE,Toronto Atmospheric Fund,400A,Service And Rent,54,,,
ATMOSPHERE,Toronto Atmospheric Fund,505A,Contribution To Capital,,,,
ATMOSPHERE,Toronto Atmospheric Fund,510A,Contribution To Reserves/Reserve Funds,,,,
ATMOSPHERE,Toronto Atmospheric Fund,650A,Other Expenditures,1361,,,
ATMOSPHERE,Toronto Atmospheric Fund,700A,Inter-Divisional Charges,,,,
AUDITGEN,Auditor General's Office,100A,Salaries And Benefits,3814,,,
AUDITGEN,Auditor General's Office,200A,Materials & Supplies,15.2,,,
AUDITGEN,Auditor General's Office,300A,Equipment,7.6,,,
AUDITGEN,Auditor General's Office,400A,Service And Rent,405.4,,,
AUDITGEN,Auditor General's Office,505A,Contribution To Capital,,,,
AUDITGEN,Auditor General's Office,510A,Contribution To Reserves/Reserve Funds,6.8,,,
AUDITGEN,Auditor General's Office,650A,Other Expenditures,,,,
AUDITGEN,Auditor General's Office,700A,Inter-Divisional Charges,22.3,,,
BUILDINGS,Toronto Building,100A,Salaries And Benefits,41744,,,
BUILDINGS,Toronto Building,200A,Materials & Supplies,271.5,,,
BUILDINGS,Toronto Building,300A,Equipment,186.7,,,
BUILDINGS,Toronto Building,400A,Service And Rent,1243.4,,,
BUILDINGS,Toronto Building,505A,Contribution To Capital,,,,
BUILDINGS,Toronto Building,510A,Contribution To Reserves/Reserve Funds,2527,,,
BUILDINGS,Toronto Building,650A,Other Expenditures,266,,,
BUILDINGS,Toronto Building,700A,Inter-Divisional Charges,480.9,,,
CFO,Office of the Chief Financial Officer,100A,Salaries And Benefits,18330.3,,,
CFO,Office of the Chief Financial Officer,200A,Materials & Supplies,169.2,,,
CFO,Office of the Chief Financial Officer,300A,Equipment,8.5,,,
CFO,Office of the Chief Financial Officer,400A,Service And Rent,2302.4,,,
CFO,Office of the Chief Financial Officer,505A,Contribution To Capital,,,,
CFO,Office of the Chief Financial Officer,510A,Contribution To Reserves/Reserve Funds,1643.7,,,
CFO,Office of the Chief Financial Officer,650A,Other Expenditures,16.2,,,
CFO,Office of the Chief Financial Officer,700A,Inter-Divisional Charges,227,,,
CHILDSERV,Children's Services,100A,Salaries And Benefits,74833.1,,,
CHILDSERV,Children's Services,200A,Materials & Supplies,3249.4,,,
CHILDSERV,Children's Services,300A,Equipment,713.95,,,
CHILDSERV,Children's Services,400A,Service And Rent,308087.6,,,
CHILDSERV,Children's Services,505A,Contribution To Capital,,,,
CHILDSERV,Children's Services,510A,Contribution To Reserves/Reserve Funds,1144.365,,,
CHILDSERV,Children's Services,650A,Other Expenditures,1034.1,,,
CHILDSERV,Children's Services,700A,Inter-Divisional Charges,3429,,,
CITYMANAGER,City Manager's Office,100A,Salaries And Benefits,39660.985,,,
CITYMANAGER,City Manager's Office,200A,Materials & Supplies,200.235,,,
CITYMANAGER,City Manager's Office,300A,Equipment,76.674,,,
CITYMANAGER,City Manager's Office,400A,Service And Rent,3003.854,,,
CITYMANAGER,City Manager's Office,505A,Contribution To Capital,,,,
CITYMANAGER,City Manager's Office,510A,Contribution To Reserves/Reserve Funds,76.157,,,
CITYMANAGER,City Manager's Office,650A,Other Expenditures,,,,
CITYMANAGER,City Manager's Office,700A,Inter-Divisional Charges,489.197,,,
CLERK,City Clerk's Office,100A,Salaries And Benefits,35569,,,
CLERK,City Clerk's Office,200A,Materials & Supplies,1332.2,,,
CLERK,City Clerk's Office,300A,Equipment,151.2,,,
CLERK,City Clerk's Office,400A,Service And Rent,7652.6,,,
CLERK,City Clerk's Office,505A,Contribution To Capital,,,,
CLERK,City Clerk's Office,510A,Contribution To Reserves/Reserve Funds,449.8,,,
CLERK,City Clerk's Office,650A,Other Expenditures,44.5,,,
CLERK,City Clerk's Office,700A,Inter-Divisional Charges,2377.1,,,
COMMCENTRES,Association of Community Centres,100A,Salaries And Benefits,11848.37716,,,
COMMCENTRES,Association of Community Centres,200A,Materials & Supplies,994.587,,,
COMMCENTRES,Association of Community Centres,300A,Equipment,7.99079633,,,
COMMCENTRES,Association of Community Centres,400A,Service And Rent,970.0055600000001,,,
COMMCENTRES,Association of Community Centres,505A,Contribution To Capital,,,,
COMMCENTRES,Association of Community Centres,510A,Contribution To Reserves/Reserve Funds,50.0494,,,
COMMCENTRES,Association of Community Centres,650A,Other Expenditures,31.6,,,
COMMCENTRES,Association of Community Centres,700A,Inter-Divisional Charges,,,,
CORPFINANCING,Capital & Corporate Financing,100A,Salaries And Benefits,49305.852,,,
CORPFINANCING,Capital & Corporate Financing,200A,Materials & Supplies,170,,,
CORPFINANCING,Capital & Corporate Financing,300A,Equipment,,,,
CORPFINANCING,Capital & Corporate Financing,400A,Service And Rent,414725.646,,,
CORPFINANCING,Capital & Corporate Financing,505A,Contribution To Capital,199035,,,
CORPFINANCING,Capital & Corporate Financing,510A,Contribution To Reserves/Reserve Funds,101179.238,,,
CORPFINANCING,Capital & Corporate Financing,650A,Other Expenditures,585542.34,,,
CORPFINANCING,Capital & Corporate Financing,700A,Inter-Divisional Charges,22500.694,,,
COUNCIL,City Council,100A,Salaries And Benefits,17401.3,,,
COUNCIL,City Council,200A,Materials & Supplies,1173.1,,,
COUNCIL,City Council,300A,Equipment,8,,,
COUNCIL,City Council,400A,Service And Rent,301.2,,,
COUNCIL,City Council,505A,Contribution To Capital,,,,
COUNCIL,City Council,510A,Contribution To Reserves/Reserve Funds,90.5,,,
COUNCIL,City Council,650A,Other Expenditures,,,,
COUNCIL,City Council,700A,Inter-Divisional Charges,171.3,,,
COURTSERV,Court Services,100A,Salaries And Benefits,21058.6705246923,,,
COURTSERV,Court Services,200A,Materials & Supplies,206.30387,,,
COURTSERV,Court Services,300A,Equipment,91.675,,,
COURTSERV,Court Services,400A,Service And Rent,10115.906,,,
COURTSERV,Court Services,505A,Contribution To Capital,,,,
COURTSERV,Court Services,510A,Contribution To Reserves/Reserve Funds,69.74009,,,
COURTSERV,Court Services,650A,Other Expenditures,1989.5,,,
COURTSERV,Court Services,700A,Inter-Divisional Charges,18730.36976,,,
ECONDEV,Economic Development & Culture,100A,Salaries And Benefits,23762.159,,,
ECONDEV,Economic Development & Culture,200A,Materials & Supplies,1015.501,,,
ECONDEV,Economic Development & Culture,300A,Equipment,132.409,,,
ECONDEV,Economic Development & Culture,400A,Service And Rent,5471.625,,,
ECONDEV,Economic Development & Culture,505A,Contribution To Capital,,,,
ECONDEV,Economic Development & Culture,510A,Contribution To Reserves/Reserve Funds,929,,,
ECONDEV,Economic Development & Culture,650A,Other Expenditures,21464.824,,,
ECONDEV,Economic Development & Culture,700A,Inter-Divisional Charges,436.701,,,
ENGINEERING,Engineering & Construction Services,100A,Salaries And Benefits,61390.733,,,
ENGINEERING,Engineering & Construction Services,200A,Materials & Supplies,455.568,,,
ENGINEERING,Engineering & Construction Services,300A,Equipment,278.297,,,
ENGINEERING,Engineering & Construction Services,400A,Service And Rent,3715.828,,,
ENGINEERING,Engineering & Construction Services,505A,Contribution To Capital,,,,
ENGINEERING,Engineering & Construction Services,510A,Contribution To Reserves/Reserve Funds,759.739,,,
ENGINEERING,Engineering & Construction Services,650A,Other Expenditures,0.204,,,
ENGINEERING,Engineering & Construction Services,700A,Inter-Divisional Charges,3410.416,,,
EXHIBPLACE,Exhibition Place,100A,Salaries And Benefits,37534.1,,,
EXHIBPLACE,Exhibition Place,200A,Materials & Supplies,5476.9,,,
EXHIBPLACE,Exhibition Place,300A,Equipment,176.8,,,
EXHIBPLACE,Exhibition Place,400A,Service And Rent,36233.8,,,
EXHIBPLACE,Exhibition Place,505A,Contribution To Capital,,,,
EXHIBPLACE,Exhibition Place,510A,Contribution To Reserves/Reserve Funds,2144.8,,,
EXHIBPLACE,Exhibition Place,650A,Other Expenditures,-16801.3,Non-normal value,,
EXHIBPLACE,Exhibition Place,700A,Inter-Divisional Charges,,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",100A,Salaries And Benefits,74570.817,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",200A,Materials & Supplies,30894.27,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",300A,Equipment,1261.365,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",400A,Service And Rent,63094.447,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",505A,Contribution To Capital,3278.3,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",510A,Contribution To Reserves/Reserve Funds,1802.125,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",650A,Other Expenditures,10.6,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",700A,Inter-Divisional Charges,1943.353,,,
FIRE,Fire Services,100A,Salaries And Benefits,339981.04,,,
FIRE,Fire Services,200A,Materials & Supplies,7925.44,,,
FIRE,Fire Services,300A,Equipment,770.2,,,
FIRE,Fire Services,400A,Service And Rent,5979.3,,,
FIRE,Fire Services,505A,Contribution To Capital,,,,
FIRE,Fire Services,510A,Contribution To Reserves/Reserve Funds,8747.5,,,
FIRE,Fire Services,650A,Other Expenditures,,,,
FIRE,Fire Services,700A,Inter-Divisional Charges,6352.7,,,
FLEET,Fleet Services,100A,Salaries And Benefits,16337.6,,,
FLEET,Fleet Services,200A,Materials & Supplies,24484.1,,,
FLEET,Fleet Services,300A,Equipment,96.5,,,
FLEET,Fleet Services,400A,Service And Rent,6024.9,,,
FLEET,Fleet Services,505A,Contribution To Capital,,,,
FLEET,Fleet Services,510A,Contribution To Reserves/Reserve Funds,84.5,,,
FLEET,Fleet Services,650A,Other Expenditures,,,,
FLEET,Fleet Services,700A,Inter-Divisional Charges,440.7,,,
HERITAGE,Heritage Toronto,100A,Salaries And Benefits,489,,,
HERITAGE,Heritage Toronto,200A,Materials & Supplies,113.7,,,
HERITAGE,Heritage Toronto,300A,Equipment,,,,
HERITAGE,Heritage Toronto,400A,Service And Rent,272.3,,,
HERITAGE,Heritage Toronto,505A,Contribution To Capital,,,,
HERITAGE,Heritage Toronto,510A,Contribution To Reserves/Reserve Funds,1,,,
HERITAGE,Heritage Toronto,650A,Other Expenditures,4.8,,,
HERITAGE,Heritage Toronto,700A,Inter-Divisional Charges,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,100A,Salaries And Benefits,194,,,
INTEGRITYCOMM,Integrity Commissioner's Office,200A,Materials & Supplies,1.2,,,
INTEGRITYCOMM,Integrity Commissioner's Office,300A,Equipment,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,400A,Service And Rent,11.3,,,
INTEGRITYCOMM,Integrity Commissioner's Office,505A,Contribution To Capital,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,510A,Contribution To Reserves/Reserve Funds,4.1,,,
INTEGRITYCOMM,Integrity Commissioner's Office,650A,Other Expenditures,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,700A,Inter-Divisional Charges,0.4,,,
IT,Information & Technology,100A,Salaries And Benefits,68310.24264,,,
IT,Information & Technology,200A,Materials & Supplies,247.6481,,,
IT,Information & Technology,300A,Equipment,546.1889,,,
IT,Information & Technology,400A,Service And Rent,27391.7887,,,
IT,Information & Technology,505A,Contribution To Capital,,,,
IT,Information & Technology,510A,Contribution To Reserves/Reserve Funds,107.19528,,,
IT,Information & Technology,650A,Other Expenditures,0.3957,,,
IT,Information & Technology,700A,Inter-Divisional Charges,493.7133,,,
LEGAL,Legal Services,100A,Salaries And Benefits,34265.2868,,,
LEGAL,Legal Services,200A,Materials & Supplies,336.65214,,,
LEGAL,Legal Services,300A,Equipment,24.50398,,,
LEGAL,Legal Services,400A,Service And Rent,1297.43891,,,
LEGAL,Legal Services,505A,Contribution To Capital,,,,
LEGAL,Legal Services,510A,Contribution To Reserves/Reserve Funds,58.13089,,,
LEGAL,Legal Services,650A,Other Expenditures,,,,
LEGAL,Legal Services,700A,Inter-Divisional Charges,5689,,,
LIBRARY,Toronto Public Library,100A,Salaries And Benefits,134191.9,,,
LIBRARY,Toronto Public Library,200A,Materials & Supplies,20035,,,
LIBRARY,Toronto Public Library,300A,Equipment,454.3,,,
LIBRARY,Toronto Public Library,400A,Service And Rent,22119.6,,,
LIBRARY,Toronto Public Library,505A,Contribution To Capital,1828,,,
LIBRARY,Toronto Public Library,510A,Contribution To Reserves/Reserve Funds,775.8,,,
LIBRARY,Toronto Public Library,650A,Other Expenditures,4,,,
LIBRARY,Toronto Public Library,700A,Inter-Divisional Charges,,,,
LICENCING,Municipal Licensing & Standards,100A,Salaries And Benefits,38590.4,,,
LICENCING,Municipal Licensing & Standards,200A,Materials & Supplies,1220,,,
LICENCING,Municipal Licensing & Standards,300A,Equipment,214.7,,,
LICENCING,Municipal Licensing & Standards,400A,Service And Rent,1775.6,,,
LICENCING,Municipal Licensing & Standards,505A,Contribution To Capital,,,,
LICENCING,Municipal Licensing & Standards,510A,Contribution To Reserves/Reserve Funds,725.7,,,
LICENCING,Municipal Licensing & Standards,650A,Other Expenditures,208,,,
LICENCING,Municipal Licensing & Standards,700A,Inter-Divisional Charges,4599.2,,,
LOBBYREG,Office of the Lobbyist Registrar,100A,Salaries And Benefits,969.5,,,
LOBBYREG,Office of the Lobbyist Registrar,200A,Materials & Supplies,10.1,,,
LOBBYREG,Office of the Lobbyist Registrar,300A,Equipment,2.1,,,
LOBBYREG,Office of the Lobbyist Registrar,400A,Service And Rent,77.6,,,
LOBBYREG,Office of the Lobbyist Registrar,505A,Contribution To Capital,,,,
LOBBYREG,Office of the Lobbyist Registrar,510A,Contribution To Reserves/Reserve Funds,1.4,,,
LOBBYREG,Office of the Lobbyist Registrar,650A,Other Expenditures,,,,
LOBBYREG,Office of the Lobbyist Registrar,700A,Inter-Divisional Charges,0.6,,,
LONGTERMHOME,Long Term Care Homes & Services,100A,Salaries And Benefits,183521.7,,,
LONGTERMHOME,Long Term Care Homes & Services,200A,Materials & Supplies,18771.9,,,
LONGTERMHOME,Long Term Care Homes & Services,300A,Equipment,2459.9,,,
LONGTERMHOME,Long Term Care Homes & Services,400A,Service And Rent,17314.9,,,
LONGTERMHOME,Long Term Care Homes & Services,505A,Contribution To Capital,,,,
LONGTERMHOME,Long Term Care Homes & Services,510A,Contribution To Reserves/Reserve Funds,1791.6,,,
LONGTERMHOME,Long Term Care Homes & Services,650A,Other Expenditures,129.5,,,
LONGTERMHOME,Long Term Care Homes & Services,700A,Inter-Divisional Charges,775.8,,,
MAYOR,Mayor's Office,100A,Salaries And Benefits,1813.6,,,
MAYOR,Mayor's Office,200A,Materials & Supplies,12.5,,,
MAYOR,Mayor's Office,300A,Equipment,3,,,
MAYOR,Mayor's Office,400A,Service And Rent,67.1,,,
MAYOR,Mayor's Office,505A,Contribution To Capital,,,,
MAYOR,Mayor's Office,510A,Contribution To Reserves/Reserve Funds,,,,
MAYOR,Mayor's Office,650A,Other Expenditures,,,,
MAYOR,Mayor's Office,700A,Inter-Divisional Charges,12.1,,,
PARAMEDIC,Toronto Paramedic Services,100A,Salaries And Benefits,137477,,,
PARAMEDIC,Toronto Paramedic Services,200A,Materials & Supplies,5547.7,,,
PARAMEDIC,Toronto Paramedic Services,300A,Equipment,988.1,,,
PARAMEDIC,Toronto Paramedic Services,400A,Service And Rent,9887.38,,,
PARAMEDIC,Toronto Paramedic Services,505A,Contribution To Capital,472,,,
PARAMEDIC,Toronto Paramedic Services,510A,Contribution To Reserves/Reserve Funds,4997.13,,,
PARAMEDIC,Toronto Paramedic Services,650A,Other Expenditures,31.2,,,
PARAMEDIC,Toronto Paramedic Services,700A,Inter-Divisional Charges,10135,,,
PARKING,Toronto Parking Authority,100A,Salaries And Benefits,21563.6,,,
PARKING,Toronto Parking Authority,200A,Materials & Supplies,6895.5,,,
PARKING,Toronto Parking Authority,300A,Equipment,8670.6,,,
PARKING,Toronto Parking Authority,400A,Service And Rent,16299.6,,,
PARKING,Toronto Parking Authority,505A,Contribution To Capital,,,,
PARKING,Toronto Parking Authority,510A,Contribution To Reserves/Reserve Funds,,,,
PARKING,Toronto Parking Authority,650A,Other Expenditures,18897.6,,,
PARKING,Toronto Parking Authority,700A,Inter-Divisional Charges,,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,100A,Salaries And Benefits,36334.4,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,200A,Materials & Supplies,1594,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,300A,Equipment,94.2,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,400A,Service And Rent,7375.6,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,505A,Contribution To Capital,534,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,510A,Contribution To Reserves/Reserve Funds,169,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,650A,Other Expenditures,265,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,700A,Inter-Divisional Charges,11451.3,,,
PARKS,"Parks, Forestry & Recreation",100A,Salaries And Benefits,258774.8,,,
PARKS,"Parks, Forestry & Recreation",200A,Materials & Supplies,32467.7,,,
PARKS,"Parks, Forestry & Recreation",300A,Equipment,2364.9,,,
PARKS,"Parks, Forestry & Recreation",400A,Service And Rent,49773,,,
PARKS,"Parks, Forestry & Recreation",505A,Contribution To Capital,,,,
PARKS,"Parks, Forestry & Recreation",510A,Contribution To Reserves/Reserve Funds,8644.8,,,
PARKS,"Parks, Forestry & Recreation",650A,Other Expenditures,11274,,,
PARKS,"Parks, Forestry & Recreation",700A,Inter-Divisional Charges,19336.4,,,
PLANNING,City Planning,100A,Salaries And Benefits,35741.431,,,
PLANNING,City Planning,200A,Materials & Supplies,187.331,,,
PLANNING,City Planning,300A,Equipment,163.944,,,
PLANNING,City Planning,400A,Service And Rent,1595.39,,,
PLANNING,City Planning,505A,Contribution To Capital,,,,
PLANNING,City Planning,510A,Contribution To Reserves/Reserve Funds,63.3,,,
PLANNING,City Planning,650A,Other Expenditures,343.7,,,
PLANNING,City Planning,700A,Inter-Divisional Charges,583.1,,,
POLICE,Toronto Police Service,100A,Salaries And Benefits,898099.2,,,
POLICE,Toronto Police Service,200A,Materials & Supplies,21271.1,,,
POLICE,Toronto Police Service,300A,Equipment,1430.5,,,
POLICE,Toronto Police Service,400A,Service And Rent,35573.8,,,
POLICE,Toronto Police Service,505A,Contribution To Capital,,,,
POLICE,Toronto Police Service,510A,Contribution To Reserves/Reserve Funds,32644,,,
POLICE,Toronto Police Service,650A,Other Expenditures,,,,
POLICE,Toronto Police Service,700A,Inter-Divisional Charges,21131.8,,,
POLICEBOARD,Toronto Police Services Board,100A,Salaries And Benefits,929.2,,,
POLICEBOARD,Toronto Police Services Board,200A,Materials & Supplies,7.3,,,
POLICEBOARD,Toronto Police Services Board,300A,Equipment,,,,
POLICEBOARD,Toronto Police Services Board,400A,Service And Rent,549.6,,,
POLICEBOARD,Toronto Police Services Board,505A,Contribution To Capital,,,,
POLICEBOARD,Toronto Police Services Board,510A,Contribution To Reserves/Reserve Funds,610.6,,,
POLICEBOARD,Toronto Police Services Board,650A,Other Expenditures,,,,
POLICEBOARD,Toronto Police Services Board,700A,Inter-Divisional Charges,612,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",100A,Salaries And Benefits,18647.9,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",200A,Materials & Supplies,1271.8,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",300A,Equipment,204.1,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",400A,Service And Rent,765.6,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",505A,Contribution To Capital,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",510A,Contribution To Reserves/Reserve Funds,121.5,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",650A,Other Expenditures,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",700A,Inter-Divisional Charges,1093.1,,,
PUBLICHEALTH,Toronto Public Health,100A,Salaries And Benefits,170352,,,
PUBLICHEALTH,Toronto Public Health,200A,Materials & Supplies,5962.3,,,
PUBLICHEALTH,Toronto Public Health,300A,Equipment,899.9,,,
PUBLICHEALTH,Toronto Public Health,400A,Service And Rent,37844.9,,,
PUBLICHEALTH,Toronto Public Health,505A,Contribution To Capital,1446.5,,,
PUBLICHEALTH,Toronto Public Health,510A,Contribution To Reserves/Reserve Funds,,,,
PUBLICHEALTH,Toronto Public Health,650A,Other Expenditures,6348.9,,,
PUBLICHEALTH,Toronto Public Health,700A,Inter-Divisional Charges,15933.2,,,
REGIONCONSERV,Toronto & Region Conservation Authority,100A,Salaries And Benefits,29102.1,,,
REGIONCONSERV,Toronto & Region Conservation Authority,200A,Materials & Supplies,4283.9,,,
REGIONCONSERV,Toronto & Region Conservation Authority,300A,Equipment,732.8,,,
REGIONCONSERV,Toronto & Region Conservation Authority,400A,Service And Rent,3445.3,,,
REGIONCONSERV,Toronto & Region Conservation Authority,505A,Contribution To Capital,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,510A,Contribution To Reserves/Reserve Funds,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,650A,Other Expenditures,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,700A,Inter-Divisional Charges,,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",100A,Salaries And Benefits,63731.1,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",200A,Materials & Supplies,4835,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",300A,Equipment,300,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",400A,Service And Rent,65187.1,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",505A,Contribution To Capital,,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",510A,Contribution To Reserves/Reserve Funds,1156.1385,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",650A,Other Expenditures,654893.768,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",700A,Inter-Divisional Charges,1133.5,,,
SOCIALDEV,"Social Development, Finance & Administration",100A,Salaries And Benefits,13150.9,,,
SOCIALDEV,"Social Development, Finance & Administration",200A,Materials & Supplies,123.4,,,
SOCIALDEV,"Social Development, Finance & Administration",300A,Equipment,21.7,,,
SOCIALDEV,"Social Development, Finance & Administration",400A,Service And Rent,3067.55,,,
SOCIALDEV,"Social Development, Finance & Administration",505A,Contribution To Capital,,,,
SOCIALDEV,"Social Development, Finance & Administration",510A,Contribution To Reserves/Reserve Funds,111.52977,,,
SOCIALDEV,"Social Development, Finance & Administration",650A,Other Expenditures,17208.5,,,
SOCIALDEV,"Social Development, Finance & Administration",700A,Inter-Divisional Charges,6103.1,,,
SOCIALSERV,Toronto Employment & Social Services,100A,Salaries And Benefits,186332.63,,,
SOCIALSERV,Toronto Employment & Social Services,200A,Materials & Supplies,15816.633,,,
SOCIALSERV,Toronto Employment & Social Services,300A,Equipment,500.818,,,
SOCIALSERV,Toronto Employment & Social Services,400A,Service And Rent,51890.554,,,
SOCIALSERV,Toronto Employment & Social Services,505A,Contribution To Capital,923,,,
SOCIALSERV,Toronto Employment & Social Services,510A,Contribution To Reserves/Reserve Funds,15729.54,,,
SOCIALSERV,Toronto Employment & Social Services,650A,Other Expenditures,925328.6,,,
SOCIALSERV,Toronto Employment & Social Services,700A,Inter-Divisional Charges,28599.045,,,
SOLIDWASTE,Solid Waste Management Services,100A,Salaries And Benefits,100712,,,
SOLIDWASTE,Solid Waste Management Services,200A,Materials & Supplies,7663,,,
SOLIDWASTE,Solid Waste Management Services,300A,Equipment,854.3,,,
SOLIDWASTE,Solid Waste Management Services,400A,Service And Rent,99292.7,,,
SOLIDWASTE,Solid Waste Management Services,505A,Contribution To Capital,,,,
SOLIDWASTE,Solid Waste Management Services,510A,Contribution To Reserves/Reserve Funds,38455,,,
SOLIDWASTE,Solid Waste Management Services,650A,Other Expenditures,68355,,,
SOLIDWASTE,Solid Waste Management Services,700A,Inter-Divisional Charges,30533,,,
THEATRES,Theatres,100A,Salaries And Benefits,12007.8,,,
THEATRES,Theatres,200A,Materials & Supplies,2350.1,,,
THEATRES,Theatres,300A,Equipment,322.1,,,
THEATRES,Theatres,400A,Service And Rent,9319.000000000002,,,
THEATRES,Theatres,505A,Contribution To Capital,,,,
THEATRES,Theatres,510A,Contribution To Reserves/Reserve Funds,1874.3000000000002,,,
