AFFHOUSING,Affordable Housing Office,510A,Contribution To Reserves/Reserve Funds,4.5,,,
AFFHOUSING,Affordable Housing Office,650A,Other Expenditures,,,,
AFFHOUSING,Affordable Housing Office,700A,Inter-Divisional Charges,294.3,,,
ARENAS,Arena Boards of Management,100A,Salaries And Benefits,3761.66,,,
ARENAS,Arena Boards of Management,200A,Materials & Supplies,1826.681,,,
ARENAS,Arena Boards of Management,300A,Equipment,35.5,,,
ARENAS,Arena Boards of Management,400A,Service And Rent,718.842,,,
ARENAS,Arena Boards of Management,505A,Contribution To Capital,22.046,,,
ARENAS,Arena Boards of Management,510A,Contribution To Reserves/Reserve Funds,172.017,,,
ARENAS,Arena Boards of Management,650A,Other Expenditures,,,,
ARENAS,Arena Boards of Management,700A,Inter-Divisional Charges,,,,
ATMOSPHERE,Toronto Atmospheric Fund,100A,Salaries And Benefits,712.6,,,
ATMOSPHERE,Toronto Atmospheric Fund,200A,Materials & Supplies,,,,
ATMOSPHERE,Toronto Atmospheric Fund,300A,Equipment,,,,
ATMOSPHERE,Toronto Atmospheric Fund,400A,Service And Rent,,,,
ATMOSPHERE,Toronto Atmospheric Fund,505A,Contribution To Capital,,,,
ATMOSPHERE,Toronto Atmospheric Fund,510A,Contribution To Reserves/Reserve Funds,,,,
ATMOSPHERE,Toronto Atmospheric Fund,650A,Other Expenditures,1523.6,,,
ATMOSPHERE,Toronto Atmospheric Fund,700A,Inter-Divisional Charges,,,,
AUDITGEN,Auditor General's Office,100A,Salaries And Benefits,3826.1,,,
AUDITGEN,Auditor General's Office,200A,Materials & Supplies,6.1,,,
AUDITGEN,Auditor General's Office,300A,Equipment,5.4,,,
AUDITGEN,Auditor General's Office,400A,Service And Rent,332.2,,,
AUDITGEN,Auditor General's Office,505A,Contribution To Capital,,,,
AUDITGEN,Auditor General's Office,510A,Contribution To Reserves/Reserve Funds,6.5,,,
AUDITGEN,Auditor General's Office,650A,Other Expenditures,,,,
AUDITGEN,Auditor General's Office,700A,Inter-Divisional Charges,21.4,,,
BUILDINGS,Toronto Building,100A,Salaries And Benefits,40689,,,
BUILDINGS,Toronto Building,200A,Materials & Supplies,226.9,,,
BUILDINGS,Toronto Building,300A,Equipment,240.2,,,
BUILDINGS,Toronto Building,400A,Service And Rent,1520.3,,,
BUILDINGS,Toronto Building,505A,Contribution To Capital,280,,,
BUILDINGS,Toronto Building,510A,Contribution To Reserves/Reserve Funds,3191.6,,,
BUILDINGS,Toronto Building,650A,Other Expenditures,191,,,
BUILDINGS,Toronto Building,700A,Inter-Divisional Charges,371.3,,,
CFO,Office of the Chief Financial Officer,100A,Salaries And Benefits,17023.7,,,
CFO,Office of the Chief Financial Officer,200A,Materials & Supplies,248.9,,,
CFO,Office of the Chief Financial Officer,300A,Equipment,11.6,,,
CFO,Office of the Chief Financial Officer,400A,Service And Rent,4041.4,,,
CFO,Office of the Chief Financial Officer,505A,Contribution To Capital,5188,,,
CFO,Office of the Chief Financial Officer,510A,Contribution To Reserves/Reserve Funds,82.7,,,
CFO,Office of the Chief Financial Officer,650A,Other Expenditures,2,,,
CFO,Office of the Chief Financial Officer,700A,Inter-Divisional Charges,239.1,,,
CHILDSERV,Children's Services,100A,Salaries And Benefits,73926.8,,,
CHILDSERV,Children's Services,200A,Materials & Supplies,3783.5,,,
CHILDSERV,Children's Services,300A,Equipment,1012.1,,,
CHILDSERV,Children's Services,400A,Service And Rent,303345.1,,,
CHILDSERV,Children's Services,505A,Contribution To Capital,,,,
CHILDSERV,Children's Services,510A,Contribution To Reserves/Reserve Funds,1147.4,,,
CHILDSERV,Children's Services,650A,Other Expenditures,1028.7,,,
CHILDSERV,Children's Services,700A,Inter-Divisional Charges,3294.8,,,
CITYMANAGER,City Manager's Office,100A,Salaries And Benefits,39044,,,
CITYMANAGER,City Manager's Office,200A,Materials & Supplies,229,,,
CITYMANAGER,City Manager's Office,300A,Equipment,96,,,
CITYMANAGER,City Manager's Office,400A,Service And Rent,3991.1,,,
CITYMANAGER,City Manager's Office,505A,Contribution To Capital,,,,
CITYMANAGER,City Manager's Office,510A,Contribution To Reserves/Reserve Funds,75.60000000000001,,,
CITYMANAGER,City Manager's Office,650A,Other Expenditures,,,,
CITYMANAGER,City Manager's Office,700A,Inter-Divisional Charges,546.3000000000001,,,
CLERK,City Clerk's Office,100A,Salaries And Benefits,37485.6,,,
CLERK,City Clerk's Office,200A,Materials & Supplies,1584.2,,,
CLERK,City Clerk's Office,300A,Equipment,147.6,,,
CLERK,City Clerk's Office,400A,Service And Rent,7956.4,,,
CLERK,City Clerk's Office,505A,Contribution To Capital,,,,
CLERK,City Clerk's Office,510A,Contribution To Reserves/Reserve Funds,443.4,,,
CLERK,City Clerk's Office,650A,Other Expenditures,44.5,,,
CLERK,City Clerk's Office,700A,Inter-Divisional Charges,1812.9,,,
COMMCENTRES,Association of Community Centres,100A,Salaries And Benefits,6324.4,,,
COMMCENTRES,Association of Community Centres,200A,Materials & Supplies,506.6,,,
COMMCENTRES,Association of Community Centres,300A,Equipment,4,,,
COMMCENTRES,Association of Community Centres,400A,Service And Rent,560.9,,,
COMMCENTRES,Association of Community Centres,505A,Contribution To Capital,,,,
COMMCENTRES,Association of Community Centres,510A,Contribution To Reserves/Reserve Funds,24.4,,,
COMMCENTRES,Association of Community Centres,650A,Other Expenditures,7.1,,,
COMMCENTRES,Association of Community Centres,700A,Inter-Divisional Charges,,,,
CORPEXPENDITURES,Non-Program Expenditures,100A,Salaries And Benefits,,,,
CORPEXPENDITURES,Non-Program Expenditures,200A,Materials & Supplies,,,,
CORPEXPENDITURES,Non-Program Expenditures,300A,Equipment,,,,
CORPEXPENDITURES,Non-Program Expenditures,400A,Service And Rent,,,,
CORPEXPENDITURES,Non-Program Expenditures,505A,Contribution To Capital,,,,
CORPEXPENDITURES,Non-Program Expenditures,510A,Contribution To Reserves/Reserve Funds,,,,
CORPEXPENDITURES,Non-Program Expenditures,650A,Other Expenditures,47277.1,,,
CORPEXPENDITURES,Non-Program Expenditures,700A,Inter-Divisional Charges,,,,
CORPFINANCING,Capital & Corporate Financing,100A,Salaries And Benefits,48330.2,,,
CORPFINANCING,Capital & Corporate Financing,200A,Materials & Supplies,29000.45,,,
CORPFINANCING,Capital & Corporate Financing,300A,Equipment,,,,
CORPFINANCING,Capital & Corporate Financing,400A,Service And Rent,382742.55304,,,
CORPFINANCING,Capital & Corporate Financing,505A,Contribution To Capital,180885,,,
CORPFINANCING,Capital & Corporate Financing,510A,Contribution To Reserves/Reserve Funds,78314.238,,,
CORPFINANCING,Capital & Corporate Financing,650A,Other Expenditures,596909.87275,,,
CORPFINANCING,Capital & Corporate Financing,700A,Inter-Divisional Charges,21992.563,,,
COUNCIL,City Council,100A,Salaries And Benefits,16811.2,,,
COUNCIL,City Council,200A,Materials & Supplies,1198.1,,,
COUNCIL,City Council,300A,Equipment,17,,,
COUNCIL,City Council,400A,Service And Rent,392.1,,,
COUNCIL,City Council,505A,Contribution To Capital,,,,
COUNCIL,City Council,510A,Contribution To Reserves/Reserve Funds,294.2,,,
COUNCIL,City Council,650A,Other Expenditures,,,,
COUNCIL,City Council,700A,Inter-Divisional Charges,171.3,,,
COURTSERV,Court Services,100A,Salaries And Benefits,21347.83783,,,
COURTSERV,Court Services,200A,Materials & Supplies,253.29974,,,
COURTSERV,Court Services,300A,Equipment,151.97472,,,
COURTSERV,Court Services,400A,Service And Rent,12109.16968,,,
COURTSERV,Court Services,505A,Contribution To Capital,,,,
COURTSERV,Court Services,510A,Contribution To Reserves/Reserve Funds,67.13652,,,
COURTSERV,Court Services,650A,Other Expenditures,2255.50009,,,
COURTSERV,Court Services,700A,Inter-Divisional Charges,18082.42598,,,
ECONDEV,Economic Development & Culture,100A,Salaries And Benefits,23453.67,,,
ECONDEV,Economic Development & Culture,200A,Materials & Supplies,1159.1,,,
ECONDEV,Economic Development & Culture,300A,Equipment,144.3,,,
ECONDEV,Economic Development & Culture,400A,Service And Rent,7291.2,,,
ECONDEV,Economic Development & Culture,505A,Contribution To Capital,1884.7,,,
ECONDEV,Economic Development & Culture,510A,Contribution To Reserves/Reserve Funds,925.7,,,
ECONDEV,Economic Development & Culture,650A,Other Expenditures,4.3,,,
ECONDEV,Economic Development & Culture,700A,Inter-Divisional Charges,472.7,,,
ENGINEERING,Engineering & Construction Services,100A,Salaries And Benefits,59610,,,
ENGINEERING,Engineering & Construction Services,200A,Materials & Supplies,417.2,,,
ENGINEERING,Engineering & Construction Services,300A,Equipment,297.2,,,
ENGINEERING,Engineering & Construction Services,400A,Service And Rent,3310.8,,,
ENGINEERING,Engineering & Construction Services,505A,Contribution To Capital,,,,
ENGINEERING,Engineering & Construction Services,510A,Contribution To Reserves/Reserve Funds,735.8,,,
ENGINEERING,Engineering & Construction Services,650A,Other Expenditures,,,,
ENGINEERING,Engineering & Construction Services,700A,Inter-Divisional Charges,3188.6,,,
EXHIBPLACE,Exhibition Place,100A,Salaries And Benefits,36671.2,,,
EXHIBPLACE,Exhibition Place,200A,Materials & Supplies,5520.7,,,
EXHIBPLACE,Exhibition Place,300A,Equipment,177.2,,,
EXHIBPLACE,Exhibition Place,400A,Service And Rent,36284.5,,,
EXHIBPLACE,Exhibition Place,505A,Contribution To Capital,,,,
EXHIBPLACE,Exhibition Place,510A,Contribution To Reserves/Reserve Funds,2122.7,,,
EXHIBPLACE,Exhibition Place,650A,Other Expenditures,-16526.6,Non-normal value,,
EXHIBPLACE,Exhibition Place,700A,Inter-Divisional Charges,,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",100A,Salaries And Benefits,77515.7405862716,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",200A,Materials & Supplies,31456.4987145245,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",300A,Equipment,1242.3601763098,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",400A,Service And Rent,52161.5423817013,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",505A,Contribution To Capital,3998.12834,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",510A,Contribution To Reserves/Reserve Funds,1511.097,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",650A,Other Expenditures,10.64,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",700A,Inter-Divisional Charges,1806.644,,,
FIRE,Fire Services,100A,Salaries And Benefits,341460.141688711,,,
FIRE,Fire Services,200A,Materials & Supplies,8247.702099312,,,
FIRE,Fire Services,300A,Equipment,800.5449965,,,
FIRE,Fire Services,400A,Service And Rent,6291.732123762,,,
FIRE,Fire Services,505A,Contribution To Capital,,,,
FIRE,Fire Services,510A,Contribution To Reserves/Reserve Funds,8703.8943,,,
FIRE,Fire Services,650A,Other Expenditures,,,,
FIRE,Fire Services,700A,Inter-Divisional Charges,5962.30981,,,
FLEET,Fleet Services,100A,Salaries And Benefits,18062,,,
FLEET,Fleet Services,200A,Materials & Supplies,22715,,,
FLEET,Fleet Services,300A,Equipment,94.5,,,
FLEET,Fleet Services,400A,Service And Rent,6627.3,,,
FLEET,Fleet Services,505A,Contribution To Capital,,,,
FLEET,Fleet Services,510A,Contribution To Reserves/Reserve Funds,81.3,,,
FLEET,Fleet Services,650A,Other Expenditures,,,,
FLEET,Fleet Services,700A,Inter-Divisional Charges,430.2,,,
HERITAGE,Heritage Toronto,100A,Salaries And Benefits,489,,,
HERITAGE,Heritage Toronto,200A,Materials & Supplies,113.7,,,
HERITAGE,Heritage Toronto,300A,Equipment,,,,
HERITAGE,Heritage Toronto,400A,Service And Rent,236.8,,,
HERITAGE,Heritage Toronto,505A,Contribution To Capital,,,,
HERITAGE,Heritage Toronto,510A,Contribution To Reserves/Reserve Funds,1,,,
HERITAGE,Heritage Toronto,650A,Other Expenditures,4.8,,,
HERITAGE,Heritage Toronto,700A,Inter-Divisional Charges,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,100A,Salaries And Benefits,186.75,,,
INTEGRITYCOMM,Integrity Commissioner's Office,200A,Materials & Supplies,0.97,,,
INTEGRITYCOMM,Integrity Commissioner's Office,300A,Equipment,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,400A,Service And Rent,9.59,,,
INTEGRITYCOMM,Integrity Commissioner's Office,505A,Contribution To Capital,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,510A,Contribution To Reserves/Reserve Funds,3.98,,,
INTEGRITYCOMM,Integrity Commissioner's Office,650A,Other Expenditures,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,700A,Inter-Divisional Charges,1,,,
IT,Information & Technology,100A,Salaries And Benefits,71210.1,,,
IT,Information & Technology,200A,Materials & Supplies,274.1,,,
IT,Information & Technology,300A,Equipment,668.8,,,
IT,Information & Technology,400A,Service And Rent,18337.2,,,
IT,Information & Technology,505A,Contribution To Capital,,,,
IT,Information & Technology,510A,Contribution To Reserves/Reserve Funds,101.2,,,
IT,Information & Technology,650A,Other Expenditures,,,,
IT,Information & Technology,700A,Inter-Divisional Charges,479,,,
LEGAL,Legal Services,100A,Salaries And Benefits,33509.4,,,
LEGAL,Legal Services,200A,Materials & Supplies,336.6,,,
LEGAL,Legal Services,300A,Equipment,23.5,,,
LEGAL,Legal Services,400A,Service And Rent,1489.6,,,
LEGAL,Legal Services,505A,Contribution To Capital,,,,
LEGAL,Legal Services,510A,Contribution To Reserves/Reserve Funds,56,,,
LEGAL,Legal Services,650A,Other Expenditures,,,,
LEGAL,Legal Services,700A,Inter-Divisional Charges,5696,,,
LIBRARY,Toronto Public Library,100A,Salaries And Benefits,138747.5,,,
LIBRARY,Toronto Public Library,200A,Materials & Supplies,20043.6,,,
LIBRARY,Toronto Public Library,300A,Equipment,323.2,,,
LIBRARY,Toronto Public Library,400A,Service And Rent,22269,,,
LIBRARY,Toronto Public Library,505A,Contribution To Capital,1768,,,
LIBRARY,Toronto Public Library,510A,Contribution To Reserves/Reserve Funds,719.2,,,
LIBRARY,Toronto Public Library,650A,Other Expenditures,4,,,
LIBRARY,Toronto Public Library,700A,Inter-Divisional Charges,,,,
LICENCING,Municipal Licensing & Standards,100A,Salaries And Benefits,40096.1,,,
LICENCING,Municipal Licensing & Standards,200A,Materials & Supplies,1525.8,,,
LICENCING,Municipal Licensing & Standards,300A,Equipment,259.6,,,
LICENCING,Municipal Licensing & Standards,400A,Service And Rent,2231.3,,,
LICENCING,Municipal Licensing & Standards,505A,Contribution To Capital,,,,
LICENCING,Municipal Licensing & Standards,510A,Contribution To Reserves/Reserve Funds,716.2,,,
LICENCING,Municipal Licensing & Standards,650A,Other Expenditures,213,,,
LICENCING,Municipal Licensing & Standards,700A,Inter-Divisional Charges,4585.2,,,
LOBBYREG,Office of the Lobbyist Registrar,100A,Salaries And Benefits,936.9,,,
LOBBYREG,Office of the Lobbyist Registrar,200A,Materials & Supplies,9.9,,,
LOBBYREG,Office of the Lobbyist Registrar,300A,Equipment,6.1,,,
LOBBYREG,Office of the Lobbyist Registrar,400A,Service And Rent,67.99,,,
LOBBYREG,Office of the Lobbyist Registrar,505A,Contribution To Capital,,,,
LOBBYREG,Office of the Lobbyist Registrar,510A,Contribution To Reserves/Reserve Funds,1.3,,,
LOBBYREG,Office of the Lobbyist Registrar,650A,Other Expenditures,,,,
LOBBYREG,Office of the Lobbyist Registrar,700A,Inter-Divisional Charges,1.1,,,
LONGTERMHOME,Long Term Care Homes & Services,100A,Salaries And Benefits,183284.011,,,
LONGTERMHOME,Long Term Care Homes & Services,200A,Materials & Supplies,18882.8,,,
LONGTERMHOME,Long Term Care Homes & Services,300A,Equipment,2417.7,,,
LONGTERMHOME,Long Term Care Homes & Services,400A,Service And Rent,16938.059,,,
LONGTERMHOME,Long Term Care Homes & Services,505A,Contribution To Capital,93.5,,,
LONGTERMHOME,Long Term Care Homes & Services,510A,Contribution To Reserves/Reserve Funds,1740.1971,,,
LONGTERMHOME,Long Term Care Homes & Services,650A,Other Expenditures,36,,,
LONGTERMHOME,Long Term Care Homes & Services,700A,Inter-Divisional Charges,437.5,,,
MAYOR,Mayor's Office,100A,Salaries And Benefits,1745.1,,,
MAYOR,Mayor's Office,200A,Materials & Supplies,20,,,
MAYOR,Mayor's Office,300A,Equipment,3,,,
MAYOR,Mayor's Office,400A,Service And Rent,210.675,,,
MAYOR,Mayor's Office,505A,Contribution To Capital,,,,
MAYOR,Mayor's Office,510A,Contribution To Reserves/Reserve Funds,4.9,,,
MAYOR,Mayor's Office,650A,Other Expenditures,,,,
MAYOR,Mayor's Office,700A,Inter-Divisional Charges,12.35,,,
OMBUDSMAN,Office of the Ombudsman,100A,Salaries And Benefits,1152.27,,,
OMBUDSMAN,Office of the Ombudsman,200A,Materials & Supplies,11.89,,,
OMBUDSMAN,Office of the Ombudsman,300A,Equipment,6.49,,,
OMBUDSMAN,Office of the Ombudsman,400A,Service And Rent,207,,,
OMBUDSMAN,Office of the Ombudsman,505A,Contribution To Capital,,,,
OMBUDSMAN,Office of the Ombudsman,510A,Contribution To Reserves/Reserve Funds,1.7,,,
OMBUDSMAN,Office of the Ombudsman,650A,Other Expenditures,,,,
OMBUDSMAN,Office of the Ombudsman,700A,Inter-Divisional Charges,11.8,,,
PARAMEDIC,Toronto Paramedic Services,100A,Salaries And Benefits,139583.32,,,
PARAMEDIC,Toronto Paramedic Services,200A,Materials & Supplies,5614.262,,,
PARAMEDIC,Toronto Paramedic Services,300A,Equipment,1061.466,,,
PARAMEDIC,Toronto Paramedic Services,400A,Service And Rent,9533.365,,,
PARAMEDIC,Toronto Paramedic Services,505A,Contribution To Capital,472,,,
PARAMEDIC,Toronto Paramedic Services,510A,Contribution To Reserves/Reserve Funds,5147.12649,,,
PARAMEDIC,Toronto Paramedic Services,650A,Other Expenditures,31.677,,,
PARAMEDIC,Toronto Paramedic Services,700A,Inter-Divisional Charges,9331.107,,,
PARKING,Toronto Parking Authority,100A,Salaries And Benefits,20900.9,,,
PARKING,Toronto Parking Authority,200A,Materials & Supplies,6966.1,,,
PARKING,Toronto Parking Authority,300A,Equipment,8492.3,,,
PARKING,Toronto Parking Authority,400A,Service And Rent,16026.4,,,
PARKING,Toronto Parking Authority,505A,Contribution To Capital,,,,
PARKING,Toronto Parking Authority,510A,Contribution To Reserves/Reserve Funds,,,,
PARKING,Toronto Parking Authority,650A,Other Expenditures,18508.9,,,
PARKING,Toronto Parking Authority,700A,Inter-Divisional Charges,,,,
PARKS,"Parks, Forestry & Recreation",100A,Salaries And Benefits,259049.914178998,,,
PARKS,"Parks, Forestry & Recreation",200A,Materials & Supplies,34554.5691743719,,,
PARKS,"Parks, Forestry & Recreation",300A,Equipment,2482.5822256,,,
PARKS,"Parks, Forestry & Recreation",400A,Service And Rent,45405.8999489054,,,
PARKS,"Parks, Forestry & Recreation",505A,Contribution To Capital,,,,
PARKS,"Parks, Forestry & Recreation",510A,Contribution To Reserves/Reserve Funds,8172.71037,,,
PARKS,"Parks, Forestry & Recreation",650A,Other Expenditures,9560.174,,,
PARKS,"Parks, Forestry & Recreation",700A,Inter-Divisional Charges,16933.45267,,,
PLANNING,City Planning,100A,Salaries And Benefits,33739.9,,,
PLANNING,City Planning,200A,Materials & Supplies,186.8,,,
PLANNING,City Planning,300A,Equipment,162.9,,,
PLANNING,City Planning,400A,Service And Rent,1846.1,,,
PLANNING,City Planning,505A,Contribution To Capital,,,,
PLANNING,City Planning,510A,Contribution To Reserves/Reserve Funds,58.7,,,
PLANNING,City Planning,650A,Other Expenditures,83.7,,,
PLANNING,City Planning,700A,Inter-Divisional Charges,439,,,
POLICE,Toronto Police Service,100A,Salaries And Benefits,863484.4,,,
POLICE,Toronto Police Service,200A,Materials & Supplies,19138.6,,,
POLICE,Toronto Police Service,300A,Equipment,2213.4,,,
POLICE,Toronto Police Service,400A,Service And Rent,38526.9,,,
POLICE,Toronto Police Service,505A,Contribution To Capital,,,,
POLICE,Toronto Police Service,510A,Contribution To Reserves/Reserve Funds,29913.7,,,
POLICE,Toronto Police Service,650A,Other Expenditures,,,,
POLICE,Toronto Police Service,700A,Inter-Divisional Charges,20975.8,,,
POLICEBOARD,Toronto Police Services Board,100A,Salaries And Benefits,921.1,,,
POLICEBOARD,Toronto Police Services Board,200A,Materials & Supplies,9.8,,,
POLICEBOARD,Toronto Police Services Board,300A,Equipment,,,,
POLICEBOARD,Toronto Police Services Board,400A,Service And Rent,736.9,,,
POLICEBOARD,Toronto Police Services Board,505A,Contribution To Capital,,,,
POLICEBOARD,Toronto Police Services Board,510A,Contribution To Reserves/Reserve Funds,610.6,,,
POLICEBOARD,Toronto Police Services Board,650A,Other Expenditures,,,,
POLICEBOARD,Toronto Police Services Board,700A,Inter-Divisional Charges,680,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",100A,Salaries And Benefits,20002.2,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",200A,Materials & Supplies,1338.9,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",300A,Equipment,268.1,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",400A,Service And Rent,1330.3,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",505A,Contribution To Capital,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",510A,Contribution To Reserves/Reserve Funds,198,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",650A,Other Expenditures,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",700A,Inter-Divisional Charges,1101.3,,,
PUBLICHEALTH,Toronto Public Health,100A,Salaries And Benefits,170694.5,,,
PUBLICHEALTH,Toronto Public Health,200A,Materials & Supplies,6071.8,,,
PUBLICHEALTH,Toronto Public Health,300A,Equipment,829.04768,,,
PUBLICHEALTH,Toronto Public Health,400A,Service And Rent,38793.1,,,
PUBLICHEALTH,Toronto Public Health,505A,Contribution To Capital,1833.5,,,
PUBLICHEALTH,Toronto Public Health,510A,Contribution To Reserves/Reserve Funds,,,,
PUBLICHEALTH,Toronto Public Health,650A,Other Expenditures,6,,,
PUBLICHEALTH,Toronto Public Health,700A,Inter-Divisional Charges,15439.8,,,
REGIONCONSERV,Toronto & Region Conservation Authority,100A,Salaries And Benefits,27877.6,,,
REGIONCONSERV,Toronto & Region Conservation Authority,200A,Materials & Supplies,4108.9,,,
REGIONCONSERV,Toronto & Region Conservation Authority,300A,Equipment,716.6,,,
REGIONCONSERV,Toronto & Region Conservation Authority,400A,Service And Rent,3466.9,,,
REGIONCONSERV,Toronto & Region Conservation Authority,505A,Contribution To Capital,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,510A,Contribution To Reserves/Reserve Funds,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,650A,Other Expenditures,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,700A,Inter-Divisional Charges,,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",100A,Salaries And Benefits,64235.2,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",200A,Materials & Supplies,4975.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",300A,Equipment,385,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",400A,Service And Rent,65543.1,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",505A,Contribution To Capital,,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",510A,Contribution To Reserves/Reserve Funds,1115.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",650A,Other Expenditures,779640.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",700A,Inter-Divisional Charges,908.2,,,
SOCIALDEV,"Social Development, Finance & Administration",100A,Salaries And Benefits,15732.187,,,
SOCIALDEV,"Social Development, Finance & Administration",200A,Materials & Supplies,124.9078,,,
SOCIALDEV,"Social Development, Finance & Administration",300A,Equipment,24.8,,,
SOCIALDEV,"Social Development, Finance & Administration",400A,Service And Rent,4059.0326,,,
SOCIALDEV,"Social Development, Finance & Administration",505A,Contribution To Capital,,,,
SOCIALDEV,"Social Development, Finance & Administration",510A,Contribution To Reserves/Reserve Funds,109.8711,,,
SOCIALDEV,"Social Development, Finance & Administration",650A,Other Expenditures,,,,
SOCIALDEV,"Social Development, Finance & Administration",700A,Inter-Divisional Charges,5298.95,,,
SOCIALSERV,Toronto Employment & Social Services,100A,Salaries And Benefits,189832.5,,,
SOCIALSERV,Toronto Employment & Social Services,200A,Materials & Supplies,14618.9,,,
SOCIALSERV,Toronto Employment & Social Services,300A,Equipment,505.9,,,
SOCIALSERV,Toronto Employment & Social Services,400A,Service And Rent,66885.7,,,
SOCIALSERV,Toronto Employment & Social Services,505A,Contribution To Capital,60,,,
SOCIALSERV,Toronto Employment & Social Services,510A,Contribution To Reserves/Reserve Funds,20498.4,,,
SOCIALSERV,Toronto Employment & Social Services,650A,Other Expenditures,888422.4,,,
SOCIALSERV,Toronto Employment & Social Services,700A,Inter-Divisional Charges,26660.4,,,
SOLIDWASTE,Solid Waste Management Services,100A,Salaries And Benefits,99290.8,,,
SOLIDWASTE,Solid Waste Management Services,200A,Materials & Supplies,8366.6,,,
SOLIDWASTE,Solid Waste Management Services,300A,Equipment,3718.4,,,
SOLIDWASTE,Solid Waste Management Services,400A,Service And Rent,101196.5,,,
SOLIDWASTE,Solid Waste Management Services,505A,Contribution To Capital,,,,
