AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,930A,Contribution From Reserves/Reserve Funds,166333
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,805A,Provincial Subsidies,557452
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,930A,Contribution From Reserves/Reserve Funds,166333
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,750A,Inter-Divisional Recoveries,131782
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,850A,User Fees & Donations,7970786
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,940A,Sundry and Other Revenues,1062023
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,850A,User Fees & Donations,294930
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,940A,Sundry and Other Revenues,1500
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,930A,Contribution From Reserves/Reserve Funds,16273000
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,805A,Provincial Subsidies,3612676
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,750A,Inter-Divisional Recoveries,2532192
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,940A,Sundry and Other Revenues,1762045
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,805A,Provincial Subsidies,262292875
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,850A,User Fees & Donations,30569600
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,750A,Inter-Divisional Recoveries,10200000
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,920A,Transfers From Capital,984195
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,930A,Contribution From Reserves/Reserve Funds,360000
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,805A,Provincial Subsidies,94590330
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,930A,Contribution From Reserves/Reserve Funds,1400001
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,920A,Transfers From Capital,296435
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,930A,Contribution From Reserves/Reserve Funds,5513202
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,920A,Transfers From Capital,428200
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,940A,Sundry and Other Revenues,75
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,920A,Transfers From Capital,1084300
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,750A,Inter-Divisional Recoveries,230061
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,850A,User Fees & Donations,243319
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,940A,Sundry and Other Revenues,91556
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,750A,Inter-Divisional Recoveries,87500
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,750A,Inter-Divisional Recoveries,8743265
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,940A,Sundry and Other Revenues,511302
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,850A,User Fees & Donations,157400
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,750A,Inter-Divisional Recoveries,490646
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,920A,Transfers From Capital,391300
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,940A,Sundry and Other Revenues,162260
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,850A,User Fees & Donations,15220
COUNCIL,City Council,,,,,930A,Contribution From Reserves/Reserve Funds,272000
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,750A,Inter-Divisional Recoveries,2500
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,820A,Other Subsidies,500000
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,940A,Sundry and Other Revenues,276422
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,920A,Transfers From Capital,431821
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,750A,Inter-Divisional Recoveries,178787
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,940A,Sundry and Other Revenues,167771
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,750A,Inter-Divisional Recoveries,2383209
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,920A,Transfers From Capital,431821
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,920A,Transfers From Capital,930175
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,750A,Inter-Divisional Recoveries,295393
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,920A,Transfers From Capital,431821
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,750A,Inter-Divisional Recoveries,334979
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,750A,Inter-Divisional Recoveries,613030
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,940A,Sundry and Other Revenues,42105
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,920A,Transfers From Capital,399472
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,750A,Inter-Divisional Recoveries,1164670
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,920A,Transfers From Capital,2533893
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,930A,Contribution From Reserves/Reserve Funds,1861012
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,940A,Sundry and Other Revenues,810900
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,810A,Federal Subsidies,175000
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,850A,User Fees & Donations,77040
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,850A,User Fees & Donations,26143708
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,930A,Contribution From Reserves/Reserve Funds,1043479
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,940A,Sundry and Other Revenues,138050
COURTSERV,Court Services,Court Case Management,Court Case Management,,,940A,Sundry and Other Revenues,33749260
COURTSERV,Court Services,Court Case Management,Court Case Management,,,750A,Inter-Divisional Recoveries,5699444
COURTSERV,Court Services,Court Case Management,Court Case Management,,,850A,User Fees & Donations,217875
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,750A,Inter-Divisional Recoveries,1758889
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,940A,Sundry and Other Revenues,192100
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,850A,User Fees & Donations,23715
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,750A,Inter-Divisional Recoveries,137336
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,940A,Sundry and Other Revenues,37840
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,850A,User Fees & Donations,5250
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,750A,Inter-Divisional Recoveries,686680
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,940A,Sundry and Other Revenues,189200
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,850A,User Fees & Donations,26250
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",850A,User Fees & Donations,242049
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",860A,Licences & Permits Revenue,148640
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",940A,Sundry and Other Revenues,62350
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,810A,Federal Subsidies,75000
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,City-Produced Festivals & Events,City-Produced Festivals & Events,940A,Sundry and Other Revenues,2443231
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,City-Produced Festivals & Events,City-Produced Festivals & Events,930A,Contribution From Reserves/Reserve Funds,1921737
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,City-Produced Festivals & Events,City-Produced Festivals & Events,810A,Federal Subsidies,1508125
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,City-Produced Festivals & Events,City-Produced Festivals & Events,805A,Provincial Subsidies,1000000
ECONDEV,Economic Development & Culture,Business Services,Business Services,BIA Support & Governance,BIA Support & Governance,920A,Transfers From Capital,493000
ECONDEV,Economic Development & Culture,Business Services,Business Services,BIA Support & Governance,BIA Support & Governance,940A,Sundry and Other Revenues,11284
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business & Industry Advice,Business & Industry Advice,750A,Inter-Divisional Recoveries,990412
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business & Industry Advice,Business & Industry Advice,850A,User Fees & Donations,408176
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business & Industry Advice,Business & Industry Advice,940A,Sundry and Other Revenues,377600
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business & Industry Advice,Business & Industry Advice,930A,Contribution From Reserves/Reserve Funds,240000
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business Incentives,Business Incentives,750A,Inter-Divisional Recoveries,1390293
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business Training & Events,Business Training & Events,750A,Inter-Divisional Recoveries,555000
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business Training & Events,Business Training & Events,940A,Sundry and Other Revenues,300250
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business Training & Events,Business Training & Events,930A,Contribution From Reserves/Reserve Funds,153720
ECONDEV,Economic Development & Culture,Business Services,Business Services,Business Training & Events,Business Training & Events,810A,Federal Subsidies,8125
ECONDEV,Economic Development & Culture,Business Services,Business Services,International Alliances,International Alliances,750A,Inter-Divisional Recoveries,1245000
ECONDEV,Economic Development & Culture,Business Services,Business Services,International Alliances,International Alliances,940A,Sundry and Other Revenues,50000
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,"Entertainment Ind. Training, Engagement & Other Initiatives","Entertainment Ind. Training, Engagement & Other Initiatives",930A,Contribution From Reserves/Reserve Funds,153720
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,"Entertainment Ind. Training, Engagement & Other Initiatives","Entertainment Ind. Training, Engagement & Other Initiatives",940A,Sundry and Other Revenues,100250
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,"Entertainment Ind. Training, Engagement & Other Initiatives","Entertainment Ind. Training, Engagement & Other Initiatives",810A,Federal Subsidies,8125
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,Entertainment Industry Consultancy,Entertainment Industry Consultancy,930A,Contribution From Reserves/Reserve Funds,850000
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,Entertainment Industry Consultancy,Entertainment Industry Consultancy,940A,Sundry and Other Revenues,264600
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,Film Permitting,Film Permitting,860A,Licences & Permits Revenue,647000
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,Visitor Information Services,Visitor Information Services,940A,Sundry and Other Revenues,508597
ECONDEV,Economic Development & Culture,Entertainment Industries Services,Entertainment Industries Services,Visitor Information Services,Visitor Information Services,805A,Provincial Subsidies,20000
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,920A,Transfers From Capital,657000
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,820A,Other Subsidies,37000
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,850A,User Fees & Donations,30000
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,940A,Sundry and Other Revenues,21200
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,930A,Contribution From Reserves/Reserve Funds,20000
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,810A,Federal Subsidies,8125
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,Collections & Heritage Properties Conservation,Collections & Heritage Properties Conservation,860A,Licences & Permits Revenue,1500
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Historical Museums, Collections & Heritage Properties","Historical Museums, Collections & Heritage Properties",930A,Contribution From Reserves/Reserve Funds,490750
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Historical Museums, Collections & Heritage Properties","Historical Museums, Collections & Heritage Properties",860A,Licences & Permits Revenue,358640
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Historical Museums, Collections & Heritage Properties","Historical Museums, Collections & Heritage Properties",940A,Sundry and Other Revenues,211100
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Historical Museums, Collections & Heritage Properties","Historical Museums, Collections & Heritage Properties",810A,Federal Subsidies,144772
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Historical Museums, Collections & Heritage Properties","Historical Museums, Collections & Heritage Properties",850A,User Fees & Donations,107400
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",850A,User Fees & Donations,584336
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",940A,Sundry and Other Revenues,285200
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",805A,Provincial Subsidies,242700
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",930A,Contribution From Reserves/Reserve Funds,153720
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",810A,Federal Subsidies,19400
ECONDEV,Economic Development & Culture,Museums & Heritage Services,Museums & Heritage Services,"Museums Classes, Exhibits & Events","Museums Classes, Exhibits & Events",860A,Licences & Permits Revenue,4626
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Bridge Condition Assessment,Bridge Condition Assessment,920A,Transfers From Capital,934975
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Bridge Condition Assessment,Bridge Condition Assessment,940A,Sundry and Other Revenues,84260
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Bridge Condition Assessment,Bridge Condition Assessment,850A,User Fees & Donations,10000
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,920A,Transfers From Capital,5294022
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,850A,User Fees & Donations,549280
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,940A,Sundry and Other Revenues,510126
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,750A,Inter-Divisional Recoveries,482475
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,920A,Transfers From Capital,2610473
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,850A,User Fees & Donations,2428397
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,940A,Sundry and Other Revenues,1275531
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,860A,Licences & Permits Revenue,338215
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,850A,User Fees & Donations,4820224
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,860A,Licences & Permits Revenue,813195
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,920A,Transfers From Capital,791206
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,940A,Sundry and Other Revenues,165030
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,920A,Transfers From Capital,24986214
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,850A,User Fees & Donations,1776358
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,860A,Licences & Permits Revenue,578340
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,940A,Sundry and Other Revenues,486522
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,920A,Transfers From Capital,19754178
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,850A,User Fees & Donations,326243
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,940A,Sundry and Other Revenues,175879
EXHIBPLACE,Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",,,850A,User Fees & Donations,3268012
EXHIBPLACE,Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",,,930A,Contribution From Reserves/Reserve Funds,1370425
EXHIBPLACE,Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,,,850A,User Fees & Donations,1116177
EXHIBPLACE,Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,,,930A,Contribution From Reserves/Reserve Funds,600000
EXHIBPLACE,Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,,,940A,Sundry and Other Revenues,519511
EXHIBPLACE,Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,,,850A,User Fees & Donations,7746725
EXHIBPLACE,Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,,,940A,Sundry and Other Revenues,40880
EXHIBPLACE,Exhibition Place,Exhibitions & Events,Exhibitions & Events,,,850A,User Fees & Donations,23243676
EXHIBPLACE,Exhibition Place,Exhibitions & Events,Exhibitions & Events,,,940A,Sundry and Other Revenues,12230969
EXHIBPLACE,Exhibition Place,Exhibitions & Events,Exhibitions & Events,,,930A,Contribution From Reserves/Reserve Funds,100000
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,750A,Inter-Divisional Recoveries,9113327
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,930A,Contribution From Reserves/Reserve Funds,6127307
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,940A,Sundry and Other Revenues,780398
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,850A,User Fees & Donations,239544
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,805A,Provincial Subsidies,250000
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,850A,User Fees & Donations,224451
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,940A,Sundry and Other Revenues,53804
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Renewable Energy,Renewable Energy,940A,Sundry and Other Revenues,863907
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Renewable Energy,Renewable Energy,920A,Transfers From Capital,217617
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Renewable Energy,Renewable Energy,930A,Contribution From Reserves/Reserve Funds,200000
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Research & Policy Development,Research & Policy Development,930A,Contribution From Reserves/Reserve Funds,459642
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Corporate Security,Corporate Security,750A,Inter-Divisional Recoveries,6013481
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Corporate Security,Corporate Security,920A,Transfers From Capital,800000
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Corporate Security,Corporate Security,940A,Sundry and Other Revenues,250350
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Corporate Security,Corporate Security,850A,User Fees & Donations,43534
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,750A,Inter-Divisional Recoveries,10887668
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,850A,User Fees & Donations,472532
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,940A,Sundry and Other Revenues,278172
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,810A,Federal Subsidies,160256
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,750A,Inter-Divisional Recoveries,18214035
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,920A,Transfers From Capital,8539708
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,940A,Sundry and Other Revenues,1437503
