LICENCING,Municipal Licensing & Standards,PERM,Permanent,472,,,
LOBBYREG,Lobbyist Registrar,TEMP,Temporary,0.3,,,
LOBBYREG,Lobbyist Registrar,PERM,Permanent,8,,,
LONGTERMHOME,Long Term Care Homes & Services,TEMP,Temporary,,,,
LONGTERMHOME,Long Term Care Homes & Services,PERM,Permanent,2373.9,,,
MAYOR,Mayor's Office,TEMP,Temporary,19,,,
MAYOR,Mayor's Office,PERM,Permanent,1,,,
OMBUDSMAN,Office of the Ombudsman,TEMP,Temporary,,,,
OMBUDSMAN,Office of the Ombudsman,PERM,Permanent,12,,,
PARAMEDIC,Toronto Paramedic Services,TEMP,Temporary,3.19,,,
PARAMEDIC,Toronto Paramedic Services,PERM,Permanent,1442.61,,,
PARKING,Toronto Parking Authority,TEMP,Temporary,53,,,
PARKING,Toronto Parking Authority,PERM,Permanent,256,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,TEMP,Temporary,,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,PERM,Permanent,394,,,
PARKS,"Parks, Forestry & Recreation",TEMP,Temporary,2421.58,,,
PARKS,"Parks, Forestry & Recreation",PERM,Permanent,1862.32,,,
PLANNING,City Planning,TEMP,Temporary,14.18,,,
PLANNING,City Planning,PERM,Permanent,362.32,,,
POLICE,Toronto Police Service,TEMP,Temporary,,,,
POLICE,Toronto Police Service,PERM,Permanent,7881,,,
POLICEBOARD,Toronto Police Services Board,TEMP,Temporary,,,,
POLICEBOARD,Toronto Police Services Board,PERM,Permanent,7,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",TEMP,Temporary,7.4,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",PERM,Permanent,182,,,
PUBLICHEALTH,Toronto Public Health,TEMP,Temporary,22.16,,,
PUBLICHEALTH,Toronto Public Health,PERM,Permanent,1791.14,,,
REGIONCONSERV,Toronto & Region Conservation Authority,TEMP,Temporary,,,,
REGIONCONSERV,Toronto & Region Conservation Authority,PERM,Permanent,426.6,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",TEMP,Temporary,158.96,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",PERM,Permanent,611.14,,,
SOCIALDEV,"Social Development, Finance & Administration",TEMP,Temporary,15,,,
SOCIALDEV,"Social Development, Finance & Administration",PERM,Permanent,133,,,
SOCIALSERV,Toronto Employment & Social Services,TEMP,Temporary,45,,,
SOCIALSERV,Toronto Employment & Social Services,PERM,Permanent,1967,,,
SOLIDWASTE,Solid Waste Management Services,TEMP,Temporary,26,,,
SOLIDWASTE,Solid Waste Management Services,PERM,Permanent,1087.7,,,
THEATRES,Theatres,TEMP,Temporary,94.3,,,
THEATRES,Theatres,PERM,Permanent,93.4,,,
TRANSPORTATION,Transportation Services,TEMP,Temporary,51.09,,,
TRANSPORTATION,Transportation Services,PERM,Permanent,960.01,,,
TREASURER,Office of the Treasurer,TEMP,Temporary,12.52,,,
TREASURER,Office of the Treasurer,PERM,Permanent,633.68,,,
TTCCONV,Toronto Transit Commission - Conventional,TEMP,Temporary,12.58,,,
TTCCONV,Toronto Transit Commission - Conventional,PERM,Permanent,11785.42,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,TEMP,Temporary,3,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,PERM,Permanent,568,,,
WATER,Toronto Water,TEMP,Temporary,96.7,,,
WATER,Toronto Water,PERM,Permanent,1655.95,,,
YONGEDUNDAS,Yonge-Dundas Square,TEMP,Temporary,0.5,,,
YONGEDUNDAS,Yonge-Dundas Square,PERM,Permanent,6,,,
ZOO,Toronto Zoo,TEMP,Temporary,115.2,,,
ZOO,Toronto Zoo,PERM,Permanent,278.8,,,
311SERVICE,311 Toronto,PERM,Permanent,145.78,,,
