LOBBYREG,Lobbyist Registrar,PERM,Permanent,8,,,
LOBBYREG,Lobbyist Registrar,TEMP,Temporary,0.3,,,
LONGTERMHOME,Long Term Care Homes & Services,PERM,Permanent,2372,,,
LONGTERMHOME,Long Term Care Homes & Services,TEMP,Temporary,,,,
MAYOR,Mayor's Office,PERM,Permanent,1,,,
MAYOR,Mayor's Office,TEMP,Temporary,19,,,
OMBUDSMAN,Office of the Ombudsman,PERM,Permanent,12,,,
OMBUDSMAN,Office of the Ombudsman,TEMP,Temporary,,,,
PARAMEDIC,Toronto Paramedic Services,PERM,Permanent,1438.8,,,
PARAMEDIC,Toronto Paramedic Services,TEMP,Temporary,6,,,
PARKING,Toronto Parking Authority,PERM,Permanent,248.5659318637,derived from 2016 gfoa p.936,,
PARKING,Toronto Parking Authority,TEMP,Temporary,53.8340681363,derived from 2016 gfoa p.936,,
PARKINGTAGS,Parking Tag Enforcement & Operations,PERM,Permanent,394,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,TEMP,Temporary,,,,
PARKS,"Parks, Forestry & Recreation",PERM,Permanent,1919.1,,,
PARKS,"Parks, Forestry & Recreation",TEMP,Temporary,2584.4,,,
PLANNING,City Planning,PERM,Permanent,353,,,
PLANNING,City Planning,TEMP,Temporary,15,,,
POLICE,Toronto Police Service,PERM,Permanent,7881,,,
POLICE,Toronto Police Service,TEMP,Temporary,,,,
POLICEBOARD,Toronto Police Services Board,PERM,Permanent,7,,,
POLICEBOARD,Toronto Police Services Board,TEMP,Temporary,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",PERM,Permanent,189,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",TEMP,Temporary,7.4,,,
PUBLICHEALTH,Toronto Public Health,PERM,Permanent,1822,,,
PUBLICHEALTH,Toronto Public Health,TEMP,Temporary,28,,,
REGIONCONSERV,Toronto & Region Conservation Authority,PERM,Permanent,334,,,
REGIONCONSERV,Toronto & Region Conservation Authority,TEMP,Temporary,85.6,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",PERM,Permanent,615.2,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",TEMP,Temporary,141.3,,,
SOCIALDEV,"Social Development, Finance & Administration",PERM,Permanent,127.5,,,
SOCIALDEV,"Social Development, Finance & Administration",TEMP,Temporary,9,,,
SOCIALSERV,Toronto Employment & Social Services,PERM,Permanent,2007,,,
SOCIALSERV,Toronto Employment & Social Services,TEMP,Temporary,113,,,
SOLIDWASTE,Solid Waste Management Services,PERM,Permanent,988.0621244338,derived from 2016 gfoa p.495,,
SOLIDWASTE,Solid Waste Management Services,TEMP,Temporary,120.6378755662,derived from 2016 gfoa p.495,,
THEATRES,Theatres,PERM,Permanent,87.1,,,
THEATRES,Theatres,TEMP,Temporary,84.8,,,
TRANSPORTATION,Transportation Services,PERM,Permanent,991.8,,,
TRANSPORTATION,Transportation Services,TEMP,Temporary,38.7,,,
TREASURER,Office of the Treasurer,PERM,Permanent,656,,,
TREASURER,Office of the Treasurer,TEMP,Temporary,24.2,,,
TTCCONV,Toronto Transit Commission - Conventional,PERM,Permanent,11860,,,
TTCCONV,Toronto Transit Commission - Conventional,TEMP,Temporary,10,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,PERM,Permanent,565,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,TEMP,Temporary,,,,
WATER,Toronto Water,PERM,Permanent,1681.6160907443,derived from 2016 gfoa p.536 ff,,
WATER,Toronto Water,TEMP,Temporary,72.0839092557,derived from 2016 gfoa p.536 ff,,
YONGEDUNDAS,Yonge-Dundas Square,PERM,Permanent,6,,,
YONGEDUNDAS,Yonge-Dundas Square,TEMP,Temporary,0.5,,,
ZOO,Toronto Zoo,PERM,Permanent,277.7,,,
ZOO,Toronto Zoo,TEMP,Temporary,116.3,,,
311SERVICE,311 Toronto,TEMP,Temporary,20,,,
