"Client Support, Advice & Consultation","Client Support, Advice & Consultation",,10
Community Development,Community Development,,13
Community Engagement,Community Engagement,,6
Community Funding Delivery,Community Funding Delivery,,8
Community Healthcare Outreach & Referral,Community Healthcare Outreach & Referral,,12
Community Safety,Community Safety,,6
Complement Management & Reporting,Complement Management & Reporting,,6
Computing Infrastructure,Computing Infrastructure,,12
Construction,Construction,,10
Construction Permits,Construction Permits,,12
Corporate Information Production Services,Corporate Information Production Services,,9
Corporate Issues & Agenda Management,Corporate Issues & Agenda Management,,3
Corporate Partnership Initiatives,Corporate Partnership Initiatives,,3
Critical Care Transport,Critical Care Transport,,13
Cultural Development,Cultural Development,,9
Cultural Grants,Cultural Grants,,3
Custodial Care,Custodial Care,,10
Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,,6
Design,Design,,9
Develop and implement integrated employment strategies,Develop and implement integrated employment strategies,,9
Development & Portfolio Planning,Development & Portfolio Planning,,3
Development Application Review & Acceptance,Development Application Review & Acceptance,,10
Development Review,Development Review,,6
Development Review Applications,Development Review Applications,,11
Diversity & Inclusion,Diversity & Inclusion,,5
Durable Goods (C&T),Durable Goods (C&T),,7
Durable Goods (P&T),Durable Goods (P&T),,8
Elections,Elections,,8
Eligibility determination and case management,Eligibility determination and case management,,9
Emergency Management Program Development & Response,Emergency Management Program Development & Response,,9
Energy Generation,Energy Generation,,9
Energy Management & Programs,Energy Management & Programs,,11
Enterprise Planning & Architecture,Enterprise Planning & Architecture,,10
Entrepreneurship Support,Entrepreneurship Support,,10
Environment & Energy Outreach,Environment & Energy Outreach,,10
Environment Days,Environment Days,,8
Equity & Accessibility,Equity & Accessibility,,4
Event Support,Event Support,,5
Events Programming,Events Programming,,8
Exemptions & Permits,Exemptions & Permits,,8
FPD-Budgeting,FPD-Budgeting,,7
FPD-Financial Advice,FPD-Financial Advice,,7
FPD-Financial Planning & Policy,FPD-Financial Planning & Policy,,7
Facilities Maintenance,Facilities Maintenance,,11
Filming Activity,Filming Activity,,7
Financial Management & Program Support,Financial Management & Program Support,,3
Financial Management & Reporting,Financial Management & Reporting,,6
Financial Planning & Coordination,Financial Planning & Coordination,,6
Financial Transaction & Payment Processing,Financial Transaction & Payment Processing,,5
Financial and employment benefits administration,Financial and employment benefits administration,,11
Fire Code Enforcement,Fire Code Enforcement,,8
Fleet Acquisition,Fleet Acquisition,,10
Fleet Disposal,Fleet Disposal,,2
Fleet Maintenance,Fleet Maintenance,,10
Fuel Acquisition,Fuel Acquisition,,7
Fuel Distribution,Fuel Distribution,,9
Garbage (C&T),Garbage (C&T),,11
Garbage (P&T),Garbage (P&T),,12
General Administration,General Administration,,8
Governance & Organizational Structures,Governance & Organizational Structures,,4
Government & Official Services,Government & Official Services,,8
Government Decision Making Processes,Government Decision Making Processes,,8
Green Bin (C&T),Green Bin (C&T),,7
Green Bin (P&T),Green Bin (P&T),,8
Green Lane Landfill Site,Green Lane Landfill Site,,10
Hearings,Hearings,,10
Heavy Urban Search & Rescue,Heavy Urban Search & Rescue,,6
Heritage Programming,Heritage Programming,,14
Homemakers & Nurses Services,Homemakers & Nurses Services,,5
Housing Stability Policy & Strategic Investments,Housing Stability Policy & Strategic Investments,,12
Human Rights Education & Complaints Management,Human Rights Education & Complaints Management,,5
Human Services System Planning,Human Services System Planning,,7
IT Common Components,IT Common Components,,9
IT Project Management,IT Project Management,,7
"Infrastructure Planning, Programming & Budgeting","Infrastructure Planning, Programming & Budgeting",,10
Instructional Recreation Programs,Instructional Recreation Programs,,12
Intergovernmental & Agency Relations,Intergovernmental & Agency Relations,,4
Internal Communications,Internal Communications,,6
Interventions,Interventions,,10
Investment Funding,Investment Funding,,2
Land Information,Land Information,,10
Leaf & Yard Waste (C&T),Leaf & Yard Waste (C&T),,10
Leaf & Yard Waste (P&T),Leaf & Yard Waste (P&T),,12
Lease Management,Lease Management,,12
Leisure Recreation Programs,Leisure Recreation Programs,,11
License & Permit Enforcement,License & Permit Enforcement,,6
Licensing Tribunal,Licensing Tribunal,,9
Lifecycle Management of City Information,Lifecycle Management of City Information,,11
Litter Pick-up,Litter Pick-up,,7
Manage Centralized Social Housing Waiting List,Manage Centralized Social Housing Waiting List,,7
Manage New Affordable Housing/Other Non Subsidized Programs,Manage New Affordable Housing/Other Non Subsidized Programs,,12
Manage Rent Subsidies & Housing Allowances,Manage Rent Subsidies & Housing Allowances,,14
Manage Social Housing Provider Subsidies,Manage Social Housing Provider Subsidies,,14
Media Relations,Media Relations,,5
Municipal Hazardous & Special Waste (C&T),Municipal Hazardous & Special Waste (C&T),,7
Municipal Hazardous & Special Waste (P&T),Municipal Hazardous & Special Waste (P&T),,10
Network & Telecommunications,Network & Telecommunications,,11
PPEB-3rd  Party Payroll Payments & Compliance,PPEB-3rd  Party Payroll Payments & Compliance,,9
PPEB-3rd Party Payments & Compliance,PPEB-3rd Party Payments & Compliance,,7
PPEB-Benefit & Pension Management Reporting,PPEB-Benefit & Pension Management Reporting,,7
PPEB-City Sponsored Pension Administration,PPEB-City Sponsored Pension Administration,,7
PPEB-Employee Benefits & Pension Administration,PPEB-Employee Benefits & Pension Administration,,9
PPEB-Payroll Administration,PPEB-Payroll Administration,,10
PPEB-Payroll Management Reporting,PPEB-Payroll Management Reporting,,9
PPEB-Pension Deduction & 3rd  Party Compliance,PPEB-Pension Deduction & 3rd  Party Compliance,,7
PPEB-Pension Reporting,PPEB-Pension Reporting,,7
PR-Parks Access,PR-Parks Access,,12
Parking Permits,Parking Permits,,12
Parks Bin,Parks Bin,,7
Parks By-Law Enforcement,Parks By-Law Enforcement,,6
Parks Planning & Development,Parks Planning & Development,,10
Partnership Development,Partnership Development,,3
Partnership Funding,Partnership Funding,,1
Patrols & Investigations,Patrols & Investigations,,10
Pedestrian & Cycling Infrastructure & Programs,Pedestrian & Cycling Infrastructure & Programs,,10
Performance Management & Benchmarking,Performance Management & Benchmarking,,3
Permitted Activities & Recration Facilities,Permitted Activities & Recration Facilities,,12
Perpetual Care,Perpetual Care,,9
Plan and manage employment and career services,Plan and manage employment and career services,,10
"Plant Production, Greenhouses, Comm Gardens & Conservatories","Plant Production, Greenhouses, Comm Gardens & Conservatories",,11
Pre-Hospital Emergency Care,Pre-Hospital Emergency Care,,13
Preliminary Review,Preliminary Review,,13
Program Support,Program Support,,7
Promotion & Education,Promotion & Education,,7
Property Acquisition,Property Acquisition,,7
Property Appraisal,Property Appraisal,,8
Property Disposal,Property Disposal,,6
Property Maintenance,Property Maintenance,,8
"Property Standards, Inspection & Enforcement","Property Standards, Inspection & Enforcement",,8
Provide Emergency Shelter & Related Support,Provide Emergency Shelter & Related Support,,12
Provide Individualized Employment Service Planning,Provide Individualized Employment Service Planning,,9
Public Communications,Public Communications,,7
Public Consultation,Public Consultation,,7
Public Realm Improvements & Programs,Public Realm Improvements & Programs,,10
RS-Appeals Processing,RS-Appeals Processing,,5
RS-Apportionments of Property Tax,RS-Apportionments of Property Tax,,6
RS-Arrears Collections,RS-Arrears Collections,,8
RS-Meter Reading Operations,RS-Meter Reading Operations,,6
RS-Municipal Land Transfer Tax,RS-Municipal Land Transfer Tax,,6
RS-Parking Ticket Processing,RS-Parking Ticket Processing,,7
RS-Payment Processing & Collection,RS-Payment Processing & Collection,,7
RS-Property Assessment Reviews,RS-Property Assessment Reviews,,6
RS-Property Tax & Payment in Lieu of Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,,6
RS-Rebate & Deferral Programs,RS-Rebate & Deferral Programs,,5
RS-Refund Processing,RS-Refund Processing,,7
RS-Revenue Accounting,RS-Revenue Accounting,,7
RS-Revenue Services Contact Centre,RS-Revenue Services Contact Centre,,7
RS-Revenue Services Counter Operations,RS-Revenue Services Counter Operations,,7
RS-Solid Waste Billings,RS-Solid Waste Billings,,6
RS-Tax / Utility Account Administration,RS-Tax / Utility Account Administration,,9
RS-Water Billings,RS-Water Billings,,7
Ravines & Watercourses,Ravines & Watercourses,,7
Recreation & Facilities Planning & Development,Recreation & Facilities Planning & Development,,11
Recyclables (C&T),Recyclables (C&T),,9
Renewable Energy,Renewable Energy,,8
Resales of Recyclables (P&T),Resales of Recyclables (P&T),,12
Research & Policy Development,Research & Policy Development,,6
Research & Policy on Toronto,Research & Policy on Toronto,,5
Revenue & Cash Management,Revenue & Cash Management,,7
Revenue Generation and Management,Revenue Generation and Management,,4
Road & Sidewalk Repairs & Cleaning,Road & Sidewalk Repairs & Cleaning,,12
School Based Fire Education,School Based Fire Education,,7
Sectors Development,Sectors Development,,9
Security & Safety,Security & Safety,,10
Sign Tax Billing & Collection,Sign Tax Billing & Collection,,13
Social Policy & Analysis,Social Policy & Analysis,,5
Social Research & Evaluation,Social Research & Evaluation,,6
Solution Implementation,Solution Implementation,,9
Solution Sustainment,Solution Sustainment,,9
Special Events,Special Events,,7
Strategic Alliances,Strategic Alliances,,8
Strategic Planning & Policy Development,Strategic Planning & Policy Development,,5
Street Events,Street Events,,12
Street Litter Bins,Street Litter Bins,,8
Supportive Housing Services,Supportive Housing Services,,7
TW-Stormwater Collection,TW-Stormwater Collection,,10
TW-Stormwater Treatment,TW-Stormwater Treatment,,11
TW-Wastewater Collection,TW-Wastewater Collection,,10
TW-Wastewater Treatment,TW-Wastewater Treatment,,11
TW-Water Distribution,TW-Water Distribution,,10
Taxi & Livery Licensing,Taxi & Livery Licensing,,10
Time & Attendance Data Entry & Reporting,Time & Attendance Data Entry & Reporting,,7
Toronto Island Ferry Operations,Toronto Island Ferry Operations,,9
Tower & Neighbourhood Revitalization,Tower & Neighbourhood Revitalization,,8
Traffic Signal Installation & Maintenance,Traffic Signal Installation & Maintenance,,9
Traffic Signs & Pavement Markings,Traffic Signs & Pavement Markings,,9
Transportation Information & Monitoring Systems,Transportation Information & Monitoring Systems,,10
Transportation Studies & Investigations,Transportation Studies & Investigations,,11
Tree Care & Maintenance,Tree Care & Maintenance,,11
Tree Planting,Tree Planting,,11
Tree Protection,Tree Protection,,8
Urban Forestry Planning & Development,Urban Forestry Planning & Development,,10
Vehicle Safety,Vehicle Safety,,6
Veterinary Care,Veterinary Care,,11
Visitor Information Services,Visitor Information Services,,7
Waste By-Law Enforcement,Waste By-Law Enforcement,,7
Water Treatment,Water Treatment,,10
Winter Operations,Winter Operations,,12
Youth Development,Youth Development,,7
Zoning Investigation & Enforcement,Zoning Investigation & Enforcement,,8
Zoo & Farm Attractions,Zoo & Farm Attractions,,9
