"Client Support, Advice & Consultation","Client Support, Advice & Consultation",,6
Community Development,Community Development,,7
Community Engagement,Community Engagement,,4
Community Funding Delivery,Community Funding Delivery,,5
Community Healthcare Outreach & Referral,Community Healthcare Outreach & Referral,,7
Community Safety,Community Safety,,4
Complement Management & Reporting,Complement Management & Reporting,,4
Computing Infrastructure,Computing Infrastructure,,7
Construction,Construction,,6
Construction Permits,Construction Permits,,7
Corporate Information Production Services,Corporate Information Production Services,,6
Corporate Issues & Agenda Management,Corporate Issues & Agenda Management,,3
Corporate Partnership Initiatives,Corporate Partnership Initiatives,,3
Critical Care Transport,Critical Care Transport,,8
Cultural Development,Cultural Development,,6
Cultural Grants,Cultural Grants,,2
Custodial Care,Custodial Care,,6
Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,,6
Design,Design,,6
Develop and implement integrated employment strategies,Develop and implement integrated employment strategies,,6
Development & Portfolio Planning,Development & Portfolio Planning,,3
Development Application Review & Acceptance,Development Application Review & Acceptance,,6
Development Review,Development Review,,5
Development Review Applications,Development Review Applications,,7
Diversity & Inclusion,Diversity & Inclusion,,5
Durable Goods (C&T),Durable Goods (C&T),,7
Durable Goods (P&T),Durable Goods (P&T),,7
Elections,Elections,,6
Eligibility determination and case management,Eligibility determination and case management,,6
Emergency Management Program Development & Response,Emergency Management Program Development & Response,,6
Energy Generation,Energy Generation,,7
Energy Management & Programs,Energy Management & Programs,,7
Enterprise Planning & Architecture,Enterprise Planning & Architecture,,6
Entrepreneurship Support,Entrepreneurship Support,,6
Environment & Energy Outreach,Environment & Energy Outreach,,6
Environment Days,Environment Days,,7
Equity & Accessibility,Equity & Accessibility,,4
Event Support,Event Support,,4
Events Programming,Events Programming,,7
Exemptions & Permits,Exemptions & Permits,,6
FPD-Budgeting,FPD-Budgeting,,4
FPD-Financial Advice,FPD-Financial Advice,,4
FPD-Financial Planning & Policy,FPD-Financial Planning & Policy,,4
Facilities Maintenance,Facilities Maintenance,,6
Filming Activity,Filming Activity,,6
Financial Management & Program Support,Financial Management & Program Support,,3
Financial Management & Reporting,Financial Management & Reporting,,5
Financial Planning & Coordination,Financial Planning & Coordination,,5
Financial Transaction & Payment Processing,Financial Transaction & Payment Processing,,4
Financial and employment benefits administration,Financial and employment benefits administration,,7
Fire Code Enforcement,Fire Code Enforcement,,6
Fleet Acquisition,Fleet Acquisition,,6
Fleet Disposal,Fleet Disposal,,1
Fleet Maintenance,Fleet Maintenance,,6
Fuel Acquisition,Fuel Acquisition,,5
Fuel Distribution,Fuel Distribution,,6
Garbage (C&T),Garbage (C&T),,7
Garbage (P&T),Garbage (P&T),,7
General Administration,General Administration,,6
Governance & Organizational Structures,Governance & Organizational Structures,,3
Government & Official Services,Government & Official Services,,6
Government Decision Making Processes,Government Decision Making Processes,,5
Green Bin (C&T),Green Bin (C&T),,7
Green Bin (P&T),Green Bin (P&T),,7
Green Lane Landfill Site,Green Lane Landfill Site,,7
Hearings,Hearings,,7
Heavy Urban Search & Rescue,Heavy Urban Search & Rescue,,5
Heritage Programming,Heritage Programming,,7
Homemakers & Nurses Services,Homemakers & Nurses Services,,4
Housing Stability Policy & Strategic Investments,Housing Stability Policy & Strategic Investments,,7
Human Rights Education & Complaints Management,Human Rights Education & Complaints Management,,4
Human Services System Planning,Human Services System Planning,,4
IT Common Components,IT Common Components,,5
IT Project Management,IT Project Management,,5
"Infrastructure Planning, Programming & Budgeting","Infrastructure Planning, Programming & Budgeting",,7
Instructional Recreation Programs,Instructional Recreation Programs,,7
Intergovernmental & Agency Relations,Intergovernmental & Agency Relations,,3
Internal Communications,Internal Communications,,5
Interventions,Interventions,,7
Investment Funding,Investment Funding,,1
Land Information,Land Information,,6
Leaf & Yard Waste (C&T),Leaf & Yard Waste (C&T),,7
Leaf & Yard Waste (P&T),Leaf & Yard Waste (P&T),,7
Lease Management,Lease Management,,7
Leisure Recreation Programs,Leisure Recreation Programs,,7
License & Permit Enforcement,License & Permit Enforcement,,6
Licensing Tribunal,Licensing Tribunal,,6
Lifecycle Management of City Information,Lifecycle Management of City Information,,7
Litter Pick-up,Litter Pick-up,,7
Manage Centralized Social Housing Waiting List,Manage Centralized Social Housing Waiting List,,7
Manage New Affordable Housing/Other Non Subsidized Programs,Manage New Affordable Housing/Other Non Subsidized Programs,,7
Manage Rent Subsidies & Housing Allowances,Manage Rent Subsidies & Housing Allowances,,7
Manage Social Housing Provider Subsidies,Manage Social Housing Provider Subsidies,,7
Media Relations,Media Relations,,4
Municipal Hazardous & Special Waste (C&T),Municipal Hazardous & Special Waste (C&T),,7
Municipal Hazardous & Special Waste (P&T),Municipal Hazardous & Special Waste (P&T),,7
Network & Telecommunications,Network & Telecommunications,,7
PPEB-3rd  Party Payroll Payments & Compliance,PPEB-3rd  Party Payroll Payments & Compliance,,7
PPEB-3rd Party Payments & Compliance,PPEB-3rd Party Payments & Compliance,,7
PPEB-Benefit & Pension Management Reporting,PPEB-Benefit & Pension Management Reporting,,7
PPEB-City Sponsored Pension Administration,PPEB-City Sponsored Pension Administration,,7
PPEB-Employee Benefits & Pension Administration,PPEB-Employee Benefits & Pension Administration,,7
PPEB-Payroll Administration,PPEB-Payroll Administration,,7
PPEB-Payroll Management Reporting,PPEB-Payroll Management Reporting,,7
PPEB-Pension Deduction & 3rd  Party Compliance,PPEB-Pension Deduction & 3rd  Party Compliance,,7
PPEB-Pension Reporting,PPEB-Pension Reporting,,7
PR-Parks Access,PR-Parks Access,,7
Parking Permits,Parking Permits,,7
Parks Bin,Parks Bin,,7
Parks By-Law Enforcement,Parks By-Law Enforcement,,6
Parks Planning & Development,Parks Planning & Development,,7
Partnership Development,Partnership Development,,3
Partnership Funding,Partnership Funding,,1
Patrols & Investigations,Patrols & Investigations,,7
Pedestrian & Cycling Infrastructure & Programs,Pedestrian & Cycling Infrastructure & Programs,,6
Performance Management & Benchmarking,Performance Management & Benchmarking,,3
Permitted Activities & Recration Facilities,Permitted Activities & Recration Facilities,,7
Perpetual Care,Perpetual Care,,7
Plan and manage employment and career services,Plan and manage employment and career services,,7
"Plant Production, Greenhouses, Comm Gardens & Conservatories","Plant Production, Greenhouses, Comm Gardens & Conservatories",,7
Pre-Hospital Emergency Care,Pre-Hospital Emergency Care,,8
Preliminary Review,Preliminary Review,,7
Program Support,Program Support,,6
Promotion & Education,Promotion & Education,,7
Property Acquisition,Property Acquisition,,6
Property Appraisal,Property Appraisal,,5
Property Disposal,Property Disposal,,4
Property Maintenance,Property Maintenance,,6
"Property Standards, Inspection & Enforcement","Property Standards, Inspection & Enforcement",,6
Provide Emergency Shelter & Related Support,Provide Emergency Shelter & Related Support,,7
Provide Individualized Employment Service Planning,Provide Individualized Employment Service Planning,,6
Public Communications,Public Communications,,5
Public Consultation,Public Consultation,,4
Public Realm Improvements & Programs,Public Realm Improvements & Programs,,7
RS-Appeals Processing,RS-Appeals Processing,,5
RS-Apportionments of Property Tax,RS-Apportionments of Property Tax,,5
RS-Arrears Collections,RS-Arrears Collections,,6
RS-Meter Reading Operations,RS-Meter Reading Operations,,5
RS-Municipal Land Transfer Tax,RS-Municipal Land Transfer Tax,,5
RS-Parking Ticket Processing,RS-Parking Ticket Processing,,6
RS-Payment Processing & Collection,RS-Payment Processing & Collection,,6
RS-Property Assessment Reviews,RS-Property Assessment Reviews,,5
RS-Property Tax & Payment in Lieu of Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,,5
RS-Rebate & Deferral Programs,RS-Rebate & Deferral Programs,,5
RS-Refund Processing,RS-Refund Processing,,5
RS-Revenue Accounting,RS-Revenue Accounting,,5
RS-Revenue Services Contact Centre,RS-Revenue Services Contact Centre,,5
RS-Revenue Services Counter Operations,RS-Revenue Services Counter Operations,,5
RS-Solid Waste Billings,RS-Solid Waste Billings,,5
RS-Tax / Utility Account Administration,RS-Tax / Utility Account Administration,,5
RS-Water Billings,RS-Water Billings,,5
Ravines & Watercourses,Ravines & Watercourses,,5
Recreation & Facilities Planning & Development,Recreation & Facilities Planning & Development,,7
Recyclables (C&T),Recyclables (C&T),,7
Renewable Energy,Renewable Energy,,6
Resales of Recyclables (P&T),Resales of Recyclables (P&T),,7
Research & Policy Development,Research & Policy Development,,5
Research & Policy on Toronto,Research & Policy on Toronto,,4
Revenue & Cash Management,Revenue & Cash Management,,6
Revenue Generation and Management,Revenue Generation and Management,,3
Road & Sidewalk Repairs & Cleaning,Road & Sidewalk Repairs & Cleaning,,7
School Based Fire Education,School Based Fire Education,,5
Sectors Development,Sectors Development,,6
Security & Safety,Security & Safety,,6
Sign Tax Billing & Collection,Sign Tax Billing & Collection,,7
Social Policy & Analysis,Social Policy & Analysis,,4
Social Research & Evaluation,Social Research & Evaluation,,5
Solution Implementation,Solution Implementation,,6
Solution Sustainment,Solution Sustainment,,6
Special Events,Special Events,,7
Strategic Alliances,Strategic Alliances,,5
Strategic Planning & Policy Development,Strategic Planning & Policy Development,,4
Street Events,Street Events,,7
Street Litter Bins,Street Litter Bins,,7
Supportive Housing Services,Supportive Housing Services,,6
TW-Stormwater Collection,TW-Stormwater Collection,,7
TW-Stormwater Treatment,TW-Stormwater Treatment,,7
TW-Wastewater Collection,TW-Wastewater Collection,,7
TW-Wastewater Treatment,TW-Wastewater Treatment,,7
TW-Water Distribution,TW-Water Distribution,,7
Taxi & Livery Licensing,Taxi & Livery Licensing,,7
Time & Attendance Data Entry & Reporting,Time & Attendance Data Entry & Reporting,,5
Toronto Island Ferry Operations,Toronto Island Ferry Operations,,7
Tower & Neighbourhood Revitalization,Tower & Neighbourhood Revitalization,,5
Traffic Signal Installation & Maintenance,Traffic Signal Installation & Maintenance,,7
Traffic Signs & Pavement Markings,Traffic Signs & Pavement Markings,,7
Transportation Information & Monitoring Systems,Transportation Information & Monitoring Systems,,7
Transportation Studies & Investigations,Transportation Studies & Investigations,,7
Tree Care & Maintenance,Tree Care & Maintenance,,7
Tree Planting,Tree Planting,,7
Tree Protection,Tree Protection,,7
Urban Forestry Planning & Development,Urban Forestry Planning & Development,,7
Vehicle Safety,Vehicle Safety,,5
Veterinary Care,Veterinary Care,,7
Visitor Information Services,Visitor Information Services,,4
Waste By-Law Enforcement,Waste By-Law Enforcement,,6
Water Treatment,Water Treatment,,7
Winter Operations,Winter Operations,,7
Youth Development,Youth Development,,4
Zoning Investigation & Enforcement,Zoning Investigation & Enforcement,,6
Zoo & Farm Attractions,Zoo & Farm Attractions,,7
