Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,,
Design,Design,,
Develop and implement integrated employment strategies,Develop and implement integrated employment strategies,,
Development & Portfolio Planning,Development & Portfolio Planning,,
Development Application Review & Acceptance,Development Application Review & Acceptance,,
Development Review,Development Review,,
Development Review Applications,Development Review Applications,,
Diversity & Inclusion,Diversity & Inclusion,,
Durable Goods (C&T),Durable Goods (C&T),,
Durable Goods (P&T),Durable Goods (P&T),,
Elections,Elections,,
Eligibility determination and case management,Eligibility determination and case management,,
Emergency Management Program Development & Response,Emergency Management Program Development & Response,,
Energy Generation,Energy Generation,,
Energy Management & Programs,Energy Management & Programs,,
Enterprise Planning & Architecture,Enterprise Planning & Architecture,,
Entrepreneurship Support,Entrepreneurship Support,,
Environment & Energy Outreach,Environment & Energy Outreach,,
Environment Days,Environment Days,,
Equity & Accessibility,Equity & Accessibility,,
Event Support,Event Support,,
Events Programming,Events Programming,,
Exemptions & Permits,Exemptions & Permits,,
FPD-Budgeting,FPD-Budgeting,,
FPD-Financial Advice,FPD-Financial Advice,,
FPD-Financial Planning & Policy,FPD-Financial Planning & Policy,,
Facilities Maintenance,Facilities Maintenance,,
Filming Activity,Filming Activity,,
Financial Management & Program Support,Financial Management & Program Support,,
Financial Management & Reporting,Financial Management & Reporting,,
Financial Planning & Coordination,Financial Planning & Coordination,,
Financial Transaction & Payment Processing,Financial Transaction & Payment Processing,,
Financial and employment benefits administration,Financial and employment benefits administration,,
Fire Code Enforcement,Fire Code Enforcement,,
Fleet Acquisition,Fleet Acquisition,,
Fleet Disposal,Fleet Disposal,,
Fleet Maintenance,Fleet Maintenance,,
Fuel Acquisition,Fuel Acquisition,,
Fuel Distribution,Fuel Distribution,,
Garbage (C&T),Garbage (C&T),,
Garbage (P&T),Garbage (P&T),,
General Administration,General Administration,,
Governance & Organizational Structures,Governance & Organizational Structures,,
Government & Official Services,Government & Official Services,,
Government Decision Making Processes,Government Decision Making Processes,,
Green Bin (C&T),Green Bin (C&T),,
Green Bin (P&T),Green Bin (P&T),,
Green Lane Landfill Site,Green Lane Landfill Site,,
Hearings,Hearings,,
Heavy Urban Search & Rescue,Heavy Urban Search & Rescue,,
Heritage Programming,Heritage Programming,,
Homemakers & Nurses Services,Homemakers & Nurses Services,,
Housing Stability Policy & Strategic Investments,Housing Stability Policy & Strategic Investments,,
Human Rights Education & Complaints Management,Human Rights Education & Complaints Management,,
Human Services System Planning,Human Services System Planning,,
IT Common Components,IT Common Components,,
IT Project Management,IT Project Management,,
"Infrastructure Planning, Programming & Budgeting","Infrastructure Planning, Programming & Budgeting",,
Instructional Recreation Programs,Instructional Recreation Programs,,
Intergovernmental & Agency Relations,Intergovernmental & Agency Relations,,
Internal Communications,Internal Communications,,
Interventions,Interventions,,
Investment Funding,Investment Funding,,
Land Information,Land Information,,
Leaf & Yard Waste (C&T),Leaf & Yard Waste (C&T),,
Leaf & Yard Waste (P&T),Leaf & Yard Waste (P&T),,
Lease Management,Lease Management,,
Leisure Recreation Programs,Leisure Recreation Programs,,
License & Permit Enforcement,License & Permit Enforcement,,
Licensing Tribunal,Licensing Tribunal,,
Lifecycle Management of City Information,Lifecycle Management of City Information,,
Litter Pick-up,Litter Pick-up,,
Manage Centralized Social Housing Waiting List,Manage Centralized Social Housing Waiting List,,
Manage New Affordable Housing/Other Non Subsidized Programs,Manage New Affordable Housing/Other Non Subsidized Programs,,
Manage Rent Subsidies & Housing Allowances,Manage Rent Subsidies & Housing Allowances,,
Manage Social Housing Provider Subsidies,Manage Social Housing Provider Subsidies,,
Media Relations,Media Relations,,
Municipal Hazardous & Special Waste (C&T),Municipal Hazardous & Special Waste (C&T),,
Municipal Hazardous & Special Waste (P&T),Municipal Hazardous & Special Waste (P&T),,
Network & Telecommunications,Network & Telecommunications,,
PPEB-3rd  Party Payroll Payments & Compliance,PPEB-3rd  Party Payroll Payments & Compliance,,
PPEB-3rd Party Payments & Compliance,PPEB-3rd Party Payments & Compliance,,
PPEB-Benefit & Pension Management Reporting,PPEB-Benefit & Pension Management Reporting,,
PPEB-City Sponsored Pension Administration,PPEB-City Sponsored Pension Administration,,
PPEB-Employee Benefits & Pension Administration,PPEB-Employee Benefits & Pension Administration,,
PPEB-Payroll Administration,PPEB-Payroll Administration,,
PPEB-Payroll Management Reporting,PPEB-Payroll Management Reporting,,
PPEB-Pension Deduction & 3rd  Party Compliance,PPEB-Pension Deduction & 3rd  Party Compliance,,
PPEB-Pension Reporting,PPEB-Pension Reporting,,
PR-Parks Access,PR-Parks Access,,
Parking Permits,Parking Permits,,
Parks Bin,Parks Bin,,
Parks By-Law Enforcement,Parks By-Law Enforcement,,
Parks Planning & Development,Parks Planning & Development,,
Partnership Development,Partnership Development,,
Partnership Funding,Partnership Funding,,
Patrols & Investigations,Patrols & Investigations,,
Pedestrian & Cycling Infrastructure & Programs,Pedestrian & Cycling Infrastructure & Programs,,
Performance Management & Benchmarking,Performance Management & Benchmarking,,
Permitted Activities & Recration Facilities,Permitted Activities & Recration Facilities,,
Perpetual Care,Perpetual Care,,
Plan and manage employment and career services,Plan and manage employment and career services,,
"Plant Production, Greenhouses, Comm Gardens & Conservatories","Plant Production, Greenhouses, Comm Gardens & Conservatories",,
Pre-Hospital Emergency Care,Pre-Hospital Emergency Care,,
Preliminary Review,Preliminary Review,,
Program Support,Program Support,,
Promotion & Education,Promotion & Education,,
Property Acquisition,Property Acquisition,,
Property Appraisal,Property Appraisal,,
Property Disposal,Property Disposal,,
Property Maintenance,Property Maintenance,,
"Property Standards, Inspection & Enforcement","Property Standards, Inspection & Enforcement",,
Provide Emergency Shelter & Related Support,Provide Emergency Shelter & Related Support,,
Provide Individualized Employment Service Planning,Provide Individualized Employment Service Planning,,
Public Communications,Public Communications,,
Public Consultation,Public Consultation,,
Public Realm Improvements & Programs,Public Realm Improvements & Programs,,
RS-Appeals Processing,RS-Appeals Processing,,
RS-Apportionments of Property Tax,RS-Apportionments of Property Tax,,
RS-Arrears Collections,RS-Arrears Collections,,
RS-Meter Reading Operations,RS-Meter Reading Operations,,
RS-Municipal Land Transfer Tax,RS-Municipal Land Transfer Tax,,
RS-Parking Ticket Processing,RS-Parking Ticket Processing,,
RS-Payment Processing & Collection,RS-Payment Processing & Collection,,
RS-Property Assessment Reviews,RS-Property Assessment Reviews,,
RS-Property Tax & Payment in Lieu of Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,,
RS-Rebate & Deferral Programs,RS-Rebate & Deferral Programs,,
RS-Refund Processing,RS-Refund Processing,,
RS-Revenue Accounting,RS-Revenue Accounting,,
RS-Revenue Services Contact Centre,RS-Revenue Services Contact Centre,,
RS-Revenue Services Counter Operations,RS-Revenue Services Counter Operations,,
RS-Solid Waste Billings,RS-Solid Waste Billings,,
RS-Tax / Utility Account Administration,RS-Tax / Utility Account Administration,,
RS-Water Billings,RS-Water Billings,,
Ravines & Watercourses,Ravines & Watercourses,,
Recreation & Facilities Planning & Development,Recreation & Facilities Planning & Development,,
Recyclables (C&T),Recyclables (C&T),,
Renewable Energy,Renewable Energy,,
Resales of Recyclables (P&T),Resales of Recyclables (P&T),,
Research & Policy Development,Research & Policy Development,,
Research & Policy on Toronto,Research & Policy on Toronto,,
Revenue & Cash Management,Revenue & Cash Management,,
Revenue Generation and Management,Revenue Generation and Management,,
Road & Sidewalk Repairs & Cleaning,Road & Sidewalk Repairs & Cleaning,,
School Based Fire Education,School Based Fire Education,,
Sectors Development,Sectors Development,,
Security & Safety,Security & Safety,,
Sign Tax Billing & Collection,Sign Tax Billing & Collection,,
Social Policy & Analysis,Social Policy & Analysis,,
Social Research & Evaluation,Social Research & Evaluation,,
Solution Implementation,Solution Implementation,,
Solution Sustainment,Solution Sustainment,,
Special Events,Special Events,,
Strategic Alliances,Strategic Alliances,,
Strategic Planning & Policy Development,Strategic Planning & Policy Development,,
Street Events,Street Events,,
Street Litter Bins,Street Litter Bins,,
Supportive Housing Services,Supportive Housing Services,,
TW-Stormwater Collection,TW-Stormwater Collection,,
TW-Stormwater Treatment,TW-Stormwater Treatment,,
TW-Wastewater Collection,TW-Wastewater Collection,,
TW-Wastewater Treatment,TW-Wastewater Treatment,,
TW-Water Distribution,TW-Water Distribution,,
Taxi & Livery Licensing,Taxi & Livery Licensing,,
Time & Attendance Data Entry & Reporting,Time & Attendance Data Entry & Reporting,,
Toronto Island Ferry Operations,Toronto Island Ferry Operations,,
Tower & Neighbourhood Revitalization,Tower & Neighbourhood Revitalization,,
Traffic Signal Installation & Maintenance,Traffic Signal Installation & Maintenance,,
Traffic Signs & Pavement Markings,Traffic Signs & Pavement Markings,,
Transportation Information & Monitoring Systems,Transportation Information & Monitoring Systems,,
Transportation Studies & Investigations,Transportation Studies & Investigations,,
Tree Care & Maintenance,Tree Care & Maintenance,,
Tree Planting,Tree Planting,,
Tree Protection,Tree Protection,,
Urban Forestry Planning & Development,Urban Forestry Planning & Development,,
Vehicle Safety,Vehicle Safety,,
Veterinary Care,Veterinary Care,,
Visitor Information Services,Visitor Information Services,,
Waste By-Law Enforcement,Waste By-Law Enforcement,,
Water Treatment,Water Treatment,,
Winter Operations,Winter Operations,,
Youth Development,Youth Development,,
Zoning Investigation & Enforcement,Zoning Investigation & Enforcement,,
Zoo & Farm Attractions,Zoo & Farm Attractions,,
