LICENCING,Municipal Licensing & Standards,TEMP,Temporary,1,,,
LOBBYREG,Office of the Lobbyist Registrar,PERM,Permanent,8,,,
LOBBYREG,Office of the Lobbyist Registrar,TEMP,Temporary,0.3,,,
LONGTERMHOME,Long Term Care Homes & Services,PERM,Permanent,2188.4,,,
LONGTERMHOME,Long Term Care Homes & Services,TEMP,Temporary,,,,
MAYOR,Mayor's Office,PERM,Permanent,1,,,
MAYOR,Mayor's Office,TEMP,Temporary,16,,,
OMBUDSMAN,Office of the Ombudsman,PERM,Permanent,10,,,
OMBUDSMAN,Office of the Ombudsman,TEMP,Temporary,,,,
PARAMEDIC,Toronto Paramedic Services,PERM,Permanent,1210.5,,,
PARAMEDIC,Toronto Paramedic Services,TEMP,Temporary,7.5,,,
PARKING,Toronto Parking Authority,PERM,Permanent,244,,,
PARKING,Toronto Parking Authority,TEMP,Temporary,54.7,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,PERM,Permanent,395,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,TEMP,Temporary,,,,
PARKS,"Parks, Forestry & Recreation",PERM,Permanent,1861,,,
PARKS,"Parks, Forestry & Recreation",TEMP,Temporary,2419.6,,,
PLANNING,City Planning,PERM,Permanent,324,,,
PLANNING,City Planning,TEMP,Temporary,18,,,
POLICE,Toronto Police Service,PERM,Permanent,7881,,,
POLICE,Toronto Police Service,TEMP,Temporary,7,,,
POLICEBOARD,Toronto Police Services Board,PERM,Permanent,8,,,
POLICEBOARD,Toronto Police Services Board,TEMP,Temporary,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",PERM,Permanent,222.3,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",TEMP,Temporary,6.8,,,
PUBLICHEALTH,Toronto Public Health,PERM,Permanent,1840.5,,,
PUBLICHEALTH,Toronto Public Health,TEMP,Temporary,61.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",PERM,Permanent,557.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",TEMP,Temporary,195,,,
SOCIALDEV,"Social Development, Finance & Administration",PERM,Permanent,138,,,
SOCIALDEV,"Social Development, Finance & Administration",TEMP,Temporary,7.3,,,
SOCIALSERV,Toronto Employment & Social Services,PERM,Permanent,1967,,,
SOCIALSERV,Toronto Employment & Social Services,TEMP,Temporary,322,,,
SOLIDWASTE,Solid Waste Management Services,PERM,Permanent,1158,,,
SOLIDWASTE,Solid Waste Management Services,TEMP,Temporary,169.7,,,
THEATRES,Theatres,PERM,Permanent,96.1,,,
THEATRES,Theatres,TEMP,Temporary,114.9,,,
TRANSPORTATION,Transportation Services,PERM,Permanent,1195,,,
TRANSPORTATION,Transportation Services,TEMP,Temporary,70,,,
TREASURER,Office of the Treasurer,PERM,Permanent,711,,,
TREASURER,Office of the Treasurer,TEMP,Temporary,42,,,
TTCCONV,Toronto Transit Commission - Conventional,PERM,Permanent,10704,,,
TTCCONV,Toronto Transit Commission - Conventional,TEMP,Temporary,2,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,PERM,Permanent,532,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,TEMP,Temporary,,,,
WATER,Toronto Water,PERM,Permanent,1629,,,
WATER,Toronto Water,TEMP,Temporary,77.3,,,
YONGEDUNDAS,Yonge-Dundas Square,PERM,Permanent,5,,,
YONGEDUNDAS,Yonge-Dundas Square,TEMP,Temporary,,,,
ZOO,Toronto Zoo,PERM,Permanent,279,,,
ZOO,Toronto Zoo,TEMP,Temporary,110,,,
311SERVICE,311 Toronto,TEMP,Temporary,,,,
