Durable Goods (P&T),Durable Goods (P&T),2015,,,
Elections,Elections,2015,,,
Eligibility determination and case management,Eligibility determination and case management,2015,,,
Emergency Management Program Development & Response,Emergency Management Program Development & Response,2015,,,
Energy Generation,Energy Generation,2015,,,
Energy Management & Programs,Energy Management & Programs,2015,,,
Enterprise Planning & Architecture,Enterprise Planning & Architecture,2015,,,
Entrepreneurship Support,Entrepreneurship Support,2015,,,
Environment & Energy Outreach,Environment & Energy Outreach,2015,,,
Environment Days,Environment Days,2015,,,
Equity & Accessibility,Equity & Accessibility,2015,,,
Event Support,Event Support,2015,,,
Events Programming,Events Programming,2015,,,
Exemptions & Permits,Exemptions & Permits,2015,,,
FPD-Budgeting,FPD-Budgeting,2015,,,
FPD-Financial Advice,FPD-Financial Advice,2015,,,
FPD-Financial Planning & Policy,FPD-Financial Planning & Policy,2015,,,
Facilities Maintenance,Facilities Maintenance,2015,,,
Filming Activity,Filming Activity,2015,,,
Financial Management & Program Support,Financial Management & Program Support,2015,,,
Financial Management & Reporting,Financial Management & Reporting,2015,,,
Financial Planning & Coordination,Financial Planning & Coordination,2015,,,
Financial Transaction & Payment Processing,Financial Transaction & Payment Processing,2015,,,
Financial and employment benefits administration,Financial and employment benefits administration,2015,,,
Fire Code Enforcement,Fire Code Enforcement,2015,,,
Fleet Acquisition,Fleet Acquisition,2015,,,
Fleet Disposal,Fleet Disposal,2015,,,
Fleet Maintenance,Fleet Maintenance,2015,,,
Fuel Acquisition,Fuel Acquisition,2015,,,
Fuel Distribution,Fuel Distribution,2015,,,
Garbage (C&T),Garbage (C&T),2015,,,
Garbage (P&T),Garbage (P&T),2015,,,
General Administration,General Administration,2015,,,
Governance & Organizational Structures,Governance & Organizational Structures,2015,,,
Government & Official Services,Government & Official Services,2015,,,
Government Decision Making Processes,Government Decision Making Processes,2015,,,
Green Bin (C&T),Green Bin (C&T),2015,,,
Green Bin (P&T),Green Bin (P&T),2015,,,
Green Lane Landfill Site,Green Lane Landfill Site,2015,,,
Hearings,Hearings,2015,,,
Heavy Urban Search & Rescue,Heavy Urban Search & Rescue,2015,,,
Heritage Programming,Heritage Programming,2015,,,
Homemakers & Nurses Services,Homemakers & Nurses Services,2015,,,
Housing Stability Policy & Strategic Investments,Housing Stability Policy & Strategic Investments,2015,,,
Human Rights Education & Complaints Management,Human Rights Education & Complaints Management,2015,,,
Human Services System Planning,Human Services System Planning,2015,,,
IT Common Components,IT Common Components,2015,,,
IT Project Management,IT Project Management,2015,,,
"Infrastructure Planning, Programming & Budgeting","Infrastructure Planning, Programming & Budgeting",2015,,,
Instructional Recreation Programs,Instructional Recreation Programs,2015,,,
Intergovernmental & Agency Relations,Intergovernmental & Agency Relations,2015,,,
Internal Communications,Internal Communications,2015,,,
Interventions,Interventions,2015,,,
Investment Funding,Investment Funding,2015,,,
Land Information,Land Information,2015,,,
Leaf & Yard Waste (C&T),Leaf & Yard Waste (C&T),2015,,,
Leaf & Yard Waste (P&T),Leaf & Yard Waste (P&T),2015,,,
Lease Management,Lease Management,2015,,,
Leisure Recreation Programs,Leisure Recreation Programs,2015,,,
License & Permit Enforcement,License & Permit Enforcement,2015,,,
Licensing Tribunal,Licensing Tribunal,2015,,,
Lifecycle Management of City Information,Lifecycle Management of City Information,2015,,,
Litter Pick-up,Litter Pick-up,2015,,,
Manage Centralized Social Housing Waiting List,Manage Centralized Social Housing Waiting List,2015,,,
Manage New Affordable Housing/Other Non Subsidized Programs,Manage New Affordable Housing/Other Non Subsidized Programs,2015,,,
Manage Rent Subsidies & Housing Allowances,Manage Rent Subsidies & Housing Allowances,2015,,,
Manage Social Housing Provider Subsidies,Manage Social Housing Provider Subsidies,2015,,,
Media Relations,Media Relations,2015,,,
Municipal Hazardous & Special Waste (C&T),Municipal Hazardous & Special Waste (C&T),2015,,,
Municipal Hazardous & Special Waste (P&T),Municipal Hazardous & Special Waste (P&T),2015,,,
Network & Telecommunications,Network & Telecommunications,2015,,,
PPEB-3rd  Party Payroll Payments & Compliance,PPEB-3rd  Party Payroll Payments & Compliance,2015,,,
PPEB-3rd Party Payments & Compliance,PPEB-3rd Party Payments & Compliance,2015,,,
PPEB-Benefit & Pension Management Reporting,PPEB-Benefit & Pension Management Reporting,2015,,,
PPEB-City Sponsored Pension Administration,PPEB-City Sponsored Pension Administration,2015,,,
PPEB-Employee Benefits & Pension Administration,PPEB-Employee Benefits & Pension Administration,2015,,,
PPEB-Payroll Administration,PPEB-Payroll Administration,2015,,,
PPEB-Payroll Management Reporting,PPEB-Payroll Management Reporting,2015,,,
PPEB-Pension Deduction & 3rd  Party Compliance,PPEB-Pension Deduction & 3rd  Party Compliance,2015,,,
PPEB-Pension Reporting,PPEB-Pension Reporting,2015,,,
PR-Parks Access,PR-Parks Access,2015,,,
Parking Permits,Parking Permits,2015,,,
Parks Bin,Parks Bin,2015,,,
Parks By-Law Enforcement,Parks By-Law Enforcement,2015,,,
Parks Planning & Development,Parks Planning & Development,2015,,,
Partnership Development,Partnership Development,2015,,,
Partnership Funding,Partnership Funding,2015,,,
Patrols & Investigations,Patrols & Investigations,2015,,,
Pedestrian & Cycling Infrastructure & Programs,Pedestrian & Cycling Infrastructure & Programs,2015,,,
Performance Management & Benchmarking,Performance Management & Benchmarking,2015,,,
Permitted Activities & Recration Facilities,Permitted Activities & Recration Facilities,2015,,,
Perpetual Care,Perpetual Care,2015,,,
Plan and manage employment and career services,Plan and manage employment and career services,2015,,,
"Plant Production, Greenhouses, Comm Gardens & Conservatories","Plant Production, Greenhouses, Comm Gardens & Conservatories",2015,,,
Pre-Hospital Emergency Care,Pre-Hospital Emergency Care,2015,,,
Preliminary Review,Preliminary Review,2015,,,
Program Support,Program Support,2015,,,
Promotion & Education,Promotion & Education,2015,,,
Property Acquisition,Property Acquisition,2015,,,
Property Appraisal,Property Appraisal,2015,,,
Property Disposal,Property Disposal,2015,,,
Property Maintenance,Property Maintenance,2015,,,
"Property Standards, Inspection & Enforcement","Property Standards, Inspection & Enforcement",2015,,,
Provide Emergency Shelter & Related Support,Provide Emergency Shelter & Related Support,2015,,,
Provide Individualized Employment Service Planning,Provide Individualized Employment Service Planning,2015,,,
Public Communications,Public Communications,2015,,,
Public Consultation,Public Consultation,2015,,,
Public Realm Improvements & Programs,Public Realm Improvements & Programs,2015,,,
RS-Appeals Processing,RS-Appeals Processing,2015,,,
RS-Apportionments of Property Tax,RS-Apportionments of Property Tax,2015,,,
RS-Arrears Collections,RS-Arrears Collections,2015,,,
RS-Meter Reading Operations,RS-Meter Reading Operations,2015,,,
RS-Municipal Land Transfer Tax,RS-Municipal Land Transfer Tax,2015,,,
RS-Parking Ticket Processing,RS-Parking Ticket Processing,2015,,,
RS-Payment Processing & Collection,RS-Payment Processing & Collection,2015,,,
RS-Property Assessment Reviews,RS-Property Assessment Reviews,2015,,,
RS-Property Tax & Payment in Lieu of Tax Billing,RS-Property Tax & Payment in Lieu of Tax Billing,2015,,,
RS-Rebate & Deferral Programs,RS-Rebate & Deferral Programs,2015,,,
RS-Refund Processing,RS-Refund Processing,2015,,,
RS-Revenue Accounting,RS-Revenue Accounting,2015,,,
RS-Revenue Services Contact Centre,RS-Revenue Services Contact Centre,2015,,,
RS-Revenue Services Counter Operations,RS-Revenue Services Counter Operations,2015,,,
RS-Solid Waste Billings,RS-Solid Waste Billings,2015,,,
RS-Tax / Utility Account Administration,RS-Tax / Utility Account Administration,2015,,,
RS-Water Billings,RS-Water Billings,2015,,,
Ravines & Watercourses,Ravines & Watercourses,2015,,,
Recreation & Facilities Planning & Development,Recreation & Facilities Planning & Development,2015,,,
Recyclables (C&T),Recyclables (C&T),2015,,,
Renewable Energy,Renewable Energy,2015,,,
Resales of Recyclables (P&T),Resales of Recyclables (P&T),2015,,,
Research & Policy Development,Research & Policy Development,2015,,,
Research & Policy on Toronto,Research & Policy on Toronto,2015,,,
Revenue & Cash Management,Revenue & Cash Management,2015,,,
Revenue Generation and Management,Revenue Generation and Management,2015,,,
Road & Sidewalk Repairs & Cleaning,Road & Sidewalk Repairs & Cleaning,2015,,,
School Based Fire Education,School Based Fire Education,2015,,,
Sectors Development,Sectors Development,2015,,,
Security & Safety,Security & Safety,2015,,,
Sign Tax Billing & Collection,Sign Tax Billing & Collection,2015,,,
Social Policy & Analysis,Social Policy & Analysis,2015,,,
Social Research & Evaluation,Social Research & Evaluation,2015,,,
Solution Implementation,Solution Implementation,2015,,,
Solution Sustainment,Solution Sustainment,2015,,,
Special Events,Special Events,2015,,,
Strategic Alliances,Strategic Alliances,2015,,,
Strategic Planning & Policy Development,Strategic Planning & Policy Development,2015,,,
Street Events,Street Events,2015,,,
Street Litter Bins,Street Litter Bins,2015,,,
Supportive Housing Services,Supportive Housing Services,2015,,,
TW-Stormwater Collection,TW-Stormwater Collection,2015,,,
TW-Stormwater Treatment,TW-Stormwater Treatment,2015,,,
TW-Wastewater Collection,TW-Wastewater Collection,2015,,,
TW-Wastewater Treatment,TW-Wastewater Treatment,2015,,,
TW-Water Distribution,TW-Water Distribution,2015,,,
Taxi & Livery Licensing,Taxi & Livery Licensing,2015,,,
Time & Attendance Data Entry & Reporting,Time & Attendance Data Entry & Reporting,2015,,,
Toronto Island Ferry Operations,Toronto Island Ferry Operations,2015,,,
Tower & Neighbourhood Revitalization,Tower & Neighbourhood Revitalization,2015,,,
Traffic Signal Installation & Maintenance,Traffic Signal Installation & Maintenance,2015,,,
Traffic Signs & Pavement Markings,Traffic Signs & Pavement Markings,2015,,,
Transportation Information & Monitoring Systems,Transportation Information & Monitoring Systems,2015,,,
Transportation Studies & Investigations,Transportation Studies & Investigations,2015,,,
Tree Care & Maintenance,Tree Care & Maintenance,2015,,,
Tree Planting,Tree Planting,2015,,,
Tree Protection,Tree Protection,2015,,,
Urban Forestry Planning & Development,Urban Forestry Planning & Development,2015,,,
Vehicle Safety,Vehicle Safety,2015,,,
Veterinary Care,Veterinary Care,2015,,,
Visitor Information Services,Visitor Information Services,2015,,,
Waste By-Law Enforcement,Waste By-Law Enforcement,2015,,,
Water Treatment,Water Treatment,2015,,,
Winter Operations,Winter Operations,2015,,,
Youth Development,Youth Development,2015,,,
Zoning Investigation & Enforcement,Zoning Investigation & Enforcement,2015,,,
Zoo & Farm Attractions,Zoo & Farm Attractions,2015,,,
