Child Care Delivery,Child Care Delivery,2015,,,
Child Care System Management,Child Care System Management,2015,,,
Chronic Diseases & Injuries,Chronic Diseases & Injuries,2015,,,
City Building & Policy Development,City Building & Policy Development,2015,,,
Civil Litigation,Civil Litigation,2015,,,
Community Ice & Facility Booking,Community Ice & Facility Booking,2015,,,
"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",2015,,,
Corporate Accounts,Corporate Accounts,2015,,,
Corporate Leadership,Corporate Leadership,2015,,,
Corporate Leadership (DCM),Corporate Leadership (DCM),2015,,,
Court Case Management,Court Case Management,2015,,,
Default Fine Collection Management,Default Fine Collection Management,2015,,,
"Development Review, Decision & Implementation","Development Review, Decision & Implementation",2015,,,
EC-Business Services,EC-Business Services,2015,,,
EC-Cultural Services,EC-Cultural Services,2015,,,
EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,2015,,,
Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,2015,,,
Emergency Preparedness,Emergency Preparedness,2015,,,
Environmental Health,Environmental Health,2015,,,
Exhibition Place Asset Management,Exhibition Place Asset Management,2015,,,
Exhibition Place Parking Access,Exhibition Place Parking Access,2015,,,
Exhibitions & Events,Exhibitions & Events,2015,,,
F&A-Executive Leadership,F&A-Executive Leadership,2015,,,
F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,2015,,,
F&A-Organizational Management Consulting,F&A-Organizational Management Consulting,2015,,,
FL-Fleet Management,FL-Fleet Management,2015,,,
FL-Fuel Management,FL-Fuel Management,2015,,,
FPD-Financial Planning & Management,FPD-Financial Planning & Management,2015,,,
FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,2015,,,
FR-Disaster Response & Event Support,FR-Disaster Response & Event Support,2015,,,
"FR-Fire Prevention, Inspection, & Enforcement","FR-Fire Prevention, Inspection, & Enforcement",2015,,,
FR-Fire Safety Education,FR-Fire Safety Education,2015,,,
Family Health,Family Health,2015,,,
Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,2015,,,
GV-Elect Government,GV-Elect Government,2015,,,
GV-Make Government Work,GV-Make Government Work,2015,,,
GV-Open Government,GV-Open Government,2015,,,
HA-Communtiy Based Long-Term Care,HA-Communtiy Based Long-Term Care,2015,,,
HR Employee & Labour Relations,HR Employee & Labour Relations,2015,,,
HR Employment Services,HR Employment Services,2015,,,
HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,2015,,,
HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,2015,,,
HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,2015,,,
HS-Social Housing System Management,HS-Social Housing System Management,2015,,,
Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,2015,,,
Heritage Promotion & Education,Heritage Promotion & Education,2015,,,
Housing Improvement Loans & Grants,Housing Improvement Loans & Grants,2015,,,
Housing Policy & Partnerships,Housing Policy & Partnerships,2015,,,
IT-Business IT Solutions,IT-Business IT Solutions,2015,,,
IT-Computer & Communications Technology Infrastructure,IT-Computer & Communications Technology Infrastructure,2015,,,
IT-Enterprise IT Planning & Client Services,IT-Enterprise IT Planning & Client Services,2015,,,
Infectious Diseases,Infectious Diseases,2015,,,
Library Collections Access & Borrowing,Library Collections Access & Borrowing,2015,,,
Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,2015,,,
"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",2015,,,
Long Term Care Homes,Long Term Care Homes,2015,,,
"MS-Animal Care, Control & Sheltering","MS-Animal Care, Control & Sheltering",2015,,,
"MS-Business Licensing, Enforcement, & Permitting","MS-Business Licensing, Enforcement, & Permitting",2015,,,
MS-By-Law Enforcement,MS-By-Law Enforcement,2015,,,
"MS-Property Standards, Inspection & Compliance","MS-Property Standards, Inspection & Compliance",2015,,,
New Affordable Housing Development,New Affordable Housing Development,2015,,,
Off-Street Parking,Off-Street Parking,2015,,,
On-Street Parking,On-Street Parking,2015,,,
Organizational Effectiveness,Organizational Effectiveness,2015,,,
PA-Emergency Management,PA-Emergency Management,2015,,,
PA-Financial Management,PA-Financial Management,2015,,,
PA-Program Support,PA-Program Support,2015,,,
PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,2015,,,
PMM-Purchasing,PMM-Purchasing,2015,,,
PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,2015,,,
PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,2015,,,
PPEB-Payroll,PPEB-Payroll,2015,,,
PR-Community Recreation,PR-Community Recreation,2015,,,
PR-Parks,PR-Parks,2015,,,
PR-Urban Forestry,PR-Urban Forestry,2015,,,
Prosecution,Prosecution,2015,,,
Public Health Foundations,Public Health Foundations,2015,,,
Public Space - Community Access,Public Space - Community Access,2015,2015,,
RS-Parking Ticket,RS-Parking Ticket,2015,,,
RS-Property Tax Billing,RS-Property Tax Billing,2015,,,
RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,2015,,,
"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",2015,,,
RS-Utility Billing,RS-Utility Billing,2015,,,
SS-Employment Services,SS-Employment Services,2015,,,
SS-Financial Supports,SS-Financial Supports,2015,,,
SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,2015,,,
SW-City Beautification,SW-City Beautification,2015,,,
SW-Residual Management,SW-Residual Management,2015,,,
SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,2015,,,
SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,2015,,,
SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,2015,,,
Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,2015,,,
Solicitor,Solicitor,2015,,,
Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,2015,,,
Special Levy for Scarborough Subway (Reserve Contribution),Special Levy for Scarborough Subway (Reserve Contribution),2015,,,
TO-311 Development,TO-311 Development,2015,,,
TO-311 Information & Business Processing,TO-311 Information & Business Processing,2015,,,
TP-Permits & Applications,TP-Permits & Applications,2015,,,
TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,2015,,,
TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,2015,,,
TW-Stormwater Management,TW-Stormwater Management,2015,,,
TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,2015,,,
TW-Water Treatment & Supply,TW-Water Treatment & Supply,2015,,,
Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,2015,,,
Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,2015,,,
Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,2015,,,
Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,2015,,,
WT-Engineering Information,WT-Engineering Information,2015,,,
WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,2015,,,
WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,2015,,,
Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,2015,,,
Zoo Conservation & Science,Zoo Conservation & Science,2015,,,
Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,2015,,,
Zoo Visitor Services,Zoo Visitor Services,2015,,,
