PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_NLG,Large Industrial New Construction,slc.262.1615.04,Municipal PILS - LT / ST: Large industrial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_NLG,Large Industrial New Construction,slc.262.1615.05,Municipal PILS - UT: Large industrial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_NEW,Industrial New Construction,slc.262.1515.05,Municipal PILS - UT: Industrial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_NEW,Industrial New Construction,slc.262.1515.04,Municipal PILS - LT / ST: Industrial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_IND,Industrial Buildings,slc.262.1510.04,Municipal PILS - LT / ST: Industrial,,,691721,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_IND,Industrial Buildings,slc.262.1510.05,Municipal PILS - UT: Industrial,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.06,Canada Grants - Tangible Capital Assets: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.04,User Fees and Service Charges: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.07,Other Municipalities - Tangible Capital Assets: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.03,Other Municipalities: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.01,Ontario Conditional Grants: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.02,Canada Conditional Grants: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_OTH,Other,slc.12.898.05,Ontario Grants - Tangible Capital Assets: Please specify,,,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.04,User Fees and Service Charges: Water distribution/transmission,436428359,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.06,Canada Grants - Tangible Capital Assets: Water distribution/transmission,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.03,Other Municipalities: Water distribution/transmission,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.05,Ontario Grants - Tangible Capital Assets: Water distribution/transmission,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.02,Canada Conditional Grants: Water distribution/transmission,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.07,Other Municipalities - Tangible Capital Assets: Water distribution/transmission,7999711,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_DIS,Water distribution/transmission,slc.12.832.01,Ontario Conditional Grants: Water distribution/transmission,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.05,Ontario Grants - Tangible Capital Assets: Water treatment,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.03,Other Municipalities: Water treatment,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.04,User Fees and Service Charges: Water treatment,8611238,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.07,Other Municipalities - Tangible Capital Assets: Water treatment,243802,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.02,Canada Conditional Grants: Water treatment,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.06,Canada Grants - Tangible Capital Assets: Water treatment,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WAT,Water Services,CNDGT_ENV_WAT_TRT,Water Treatment,slc.12.831.01,Ontario Conditional Grants: Water treatment,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.05,Ontario Grants - Tangible Capital Assets: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.04,User Fees and Service Charges: Solid waste collection,84988241,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.06,Canada Grants - Tangible Capital Assets: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.01,Ontario Conditional Grants: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.03,Other Municipalities: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.07,Other Municipalities - Tangible Capital Assets: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_COL,Solid waste collection,slc.12.840.02,Canada Conditional Grants: Solid waste collection,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.02,Canada Conditional Grants: Solid waste disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.05,Ontario Grants - Tangible Capital Assets: Solid waste disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.04,User Fees and Service Charges: Solid waste disposal,4292734,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.06,Canada Grants - Tangible Capital Assets: Solid waste disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.01,Ontario Conditional Grants: Solid waste disposal,7768,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.07,Other Municipalities - Tangible Capital Assets: Solid waste disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIS,Solid waste disposal,slc.12.850.03,Other Municipalities: Solid waste disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.04,User Fees and Service Charges: Waste diversion,317329,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.06,Canada Grants - Tangible Capital Assets: Waste diversion,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.02,Canada Conditional Grants: Waste diversion,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.07,Other Municipalities - Tangible Capital Assets: Waste diversion,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.03,Other Municipalities: Waste diversion,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.05,Ontario Grants - Tangible Capital Assets: Waste diversion,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_WST,Waste services,CNDGT_ENV_WST_DIV,Waste diversion,slc.12.860.01,Ontario Conditional Grants: Waste diversion,24911152,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.02,Canada Conditional Grants: Wastewater treatment & disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.01,Ontario Conditional Grants: Wastewater treatment & disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.07,Other Municipalities - Tangible Capital Assets: Wastewater treatment & disposal,2412880,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.05,Ontario Grants - Tangible Capital Assets: Wastewater treatment & disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.04,User Fees and Service Charges: Wastewater treatment & disposal,274238583,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.06,Canada Grants - Tangible Capital Assets: Wastewater treatment & disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWT,Wastewater treatmen & disposal,slc.12.812.03,Other Municipalities: Wastewater treatment & disposal,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.01,Ontario Conditional Grants: Wastewater collection/conveyance,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.03,Other Municipalities: Wastewater collection/conveyance,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.06,Canada Grants - Tangible Capital Assets: Wastewater collection/conveyance,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.04,User Fees and Service Charges: Wastewater collection/conveyance,199836140,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.02,Canada Conditional Grants: Wastewater collection/conveyance,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.07,Other Municipalities - Tangible Capital Assets: Wastewater collection/conveyance,5791037,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_WWC,Wastewater collection/conveyance,slc.12.811.05,Ontario Grants - Tangible Capital Assets: Wastewater collection/conveyance,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.04,User Fees and Service Charges: Urban storm sewer system,28163886,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.01,Ontario Conditional Grants: Urban storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.06,Canada Grants - Tangible Capital Assets: Urban storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.02,Canada Conditional Grants: Urban storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.03,Other Municipalities: Urban storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.05,Ontario Grants - Tangible Capital Assets: Urban storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_USS,Urban storm sewer system,slc.12.821.07,Other Municipalities - Tangible Capital Assets: Urban storm sewer system,787715,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.06,Canada Grants - Tangible Capital Assets: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.05,Ontario Grants - Tangible Capital Assets: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.03,Other Municipalities: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.01,Ontario Conditional Grants: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.04,User Fees and Service Charges: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.02,Canada Conditional Grants: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_ENV,Environmental services,CNDGT_ENV_SEW,Wastewater/Sewage,CNDGT_ENV_SEW_RSS,Rural storm sewer system,slc.12.822.07,Other Municipalities - Tangible Capital Assets: Rural storm sewer system,0,
CNDGT,Conditional Grants,CNDGT_REC,Recreation and Cultural Services,CNDGT_REC_LIB,Libraries,slc.12.1640.07,Other Municipalities - Tangible Capital Assets: Libraries,,,0,
CNDGT,Conditional Grants,CNDGT_REC,Recreation and Cultural Services,CNDGT_REC_LIB,Libraries,slc.12.1640.03,Other Municipalities: Libraries,,,0,
