Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,Materials & Supplies,200A,Expenses,"4,306"
Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,Provincial Subsidies,805A,Revenues,"(349,158)"
Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,Salaries And Benefits,100A,Expenses,"706,418"
Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,Service And Rent,400A,Expenses,"56,713"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Contribution From Reserves/Reserve Funds,930A,Revenues,"(133,000)"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Contribution To Reserves/Reserve Funds,510A,Expenses,"1,886"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Equipment,300A,Expenses,681
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Inter-Divisional Charges,700A,Expenses,"109,740"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Inter-Divisional Recoveries,750A,Revenues,"(125,076)"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Materials & Supplies,200A,Expenses,"4,311"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Provincial Subsidies,805A,Revenues,"(348,131)"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Salaries And Benefits,100A,Expenses,"832,180"
Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,Service And Rent,400A,Expenses,"55,246"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Contribution To Capital,505A,Expenses,"559,519"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Contribution To Reserves/Reserve Funds,510A,Expenses,"270,175"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Equipment,300A,Expenses,"43,508"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Materials & Supplies,200A,Expenses,"2,147,208"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Salaries And Benefits,100A,Expenses,"4,348,489"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Service And Rent,400A,Expenses,"1,031,504"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,Sundry and Other Revenues,940A,Revenues,"(1,024,225)"
Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,User Fees & Donations,850A,Revenues,"(7,382,943)"
Association of Community Centres,Public Space - Community Access,Public Space - Community Access,Contribution From Reserves/Reserve Funds,930A,Revenues,"(25,000)"
Association of Community Centres,Public Space - Community Access,Public Space - Community Access,Service And Rent,400A,Expenses,"25,000"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Contribution From Reserves/Reserve Funds,930A,Revenues,"(144,000)"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Contribution To Reserves/Reserve Funds,510A,Expenses,"29,231"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Equipment,300A,Expenses,"3,337"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Materials & Supplies,200A,Expenses,"449,823"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Other Expenditures,650A,Expenses,"7,000"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Salaries And Benefits,100A,Expenses,"6,620,822"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Service And Rent,400A,Expenses,"764,847"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,Sundry and Other Revenues,940A,Revenues,"(1,500)"
Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,User Fees & Donations,850A,Revenues,"(252,713)"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Contribution To Reserves/Reserve Funds,510A,Expenses,"7,681"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Equipment,300A,Expenses,"8,121"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Inter-Divisional Charges,700A,Expenses,"22,272"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Materials & Supplies,200A,Expenses,"15,950"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Salaries And Benefits,100A,Expenses,"4,520,927"
Auditor General's Office,Auditor General's Office,Auditor General's Office,Service And Rent,400A,Expenses,"142,383"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Contribution From Reserves/Reserve Funds,930A,Revenues,"(51,873,000)"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Contribution To Capital,505A,Expenses,"227,642,150"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Contribution To Reserves/Reserve Funds,510A,Expenses,"18,911,638"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Inter-Divisional Charges,700A,Expenses,"933,106"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Inter-Divisional Recoveries,750A,Revenues,"(2,777,457)"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Other Expenditures,650A,Expenses,"454,045,125"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Provincial Subsidies,805A,Revenues,"(1,431,000)"
Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,Sundry and Other Revenues,940A,Revenues,"(2,324,441)"
Children's Services,Child Care Delivery,Child Care Delivery,Contribution From Reserves/Reserve Funds,930A,Revenues,"(12,920,931)"
Children's Services,Child Care Delivery,Child Care Delivery,Contribution To Reserves/Reserve Funds,510A,Expenses,"952,319"
Children's Services,Child Care Delivery,Child Care Delivery,Equipment,300A,Expenses,"672,010"
Children's Services,Child Care Delivery,Child Care Delivery,Inter-Divisional Charges,700A,Expenses,"4,312,524"
Children's Services,Child Care Delivery,Child Care Delivery,Inter-Divisional Recoveries,750A,Revenues,"(9,475,000)"
Children's Services,Child Care Delivery,Child Care Delivery,Materials & Supplies,200A,Expenses,"2,483,482"
Children's Services,Child Care Delivery,Child Care Delivery,Other Expenditures,650A,Expenses,"725,997"
Children's Services,Child Care Delivery,Child Care Delivery,Provincial Subsidies,805A,Revenues,"(253,533,514)"
Children's Services,Child Care Delivery,Child Care Delivery,Salaries And Benefits,100A,Expenses,"77,475,308"
Children's Services,Child Care Delivery,Child Care Delivery,Service And Rent,400A,Expenses,"274,306,201"
Children's Services,Child Care Delivery,Child Care Delivery,Transfers From Capital,920A,Revenues,"(1,371,181)"
Children's Services,Child Care Delivery,Child Care Delivery,User Fees & Donations,850A,Revenues,"(19,143,532)"
Children's Services,Child Care System Management,Child Care System Management,Contribution From Reserves/Reserve Funds,930A,Revenues,"(2,718,515)"
Children's Services,Child Care System Management,Child Care System Management,Contribution To Reserves/Reserve Funds,510A,Expenses,"328,430"
Children's Services,Child Care System Management,Child Care System Management,Equipment,300A,Expenses,"53,516"
Children's Services,Child Care System Management,Child Care System Management,Inter-Divisional Charges,700A,Expenses,"411,691"
Children's Services,Child Care System Management,Child Care System Management,Materials & Supplies,200A,Expenses,"38,894"
Children's Services,Child Care System Management,Child Care System Management,Other Expenditures,650A,Expenses,"(10,821)"
Children's Services,Child Care System Management,Child Care System Management,Provincial Subsidies,805A,Revenues,"(76,136,256)"
Children's Services,Child Care System Management,Child Care System Management,Salaries And Benefits,100A,Expenses,"8,800,249"
Children's Services,Child Care System Management,Child Care System Management,Service And Rent,400A,Expenses,"81,930,406"
Children's Services,Child Care System Management,Child Care System Management,Transfers From Capital,920A,Revenues,"(393,181)"
Children's Services,Child Care System Management,Child Care System Management,User Fees & Donations,850A,Revenues,"(26,068)"
City Clerk's Office,GV-Elect Government,Elections,Contribution From Reserves/Reserve Funds,930A,Revenues,"(4,890,510)"
City Clerk's Office,GV-Elect Government,Elections,Equipment,300A,Expenses,"7,000"
City Clerk's Office,GV-Elect Government,Elections,Inter-Divisional Charges,700A,Expenses,"235,833"
City Clerk's Office,GV-Elect Government,Elections,Materials & Supplies,200A,Expenses,"22,004"
City Clerk's Office,GV-Elect Government,Elections,Salaries And Benefits,100A,Expenses,"4,590,847"
City Clerk's Office,GV-Elect Government,Elections,Service And Rent,400A,Expenses,"413,826"
City Clerk's Office,GV-Elect Government,Elections,Transfers From Capital,920A,Revenues,"(379,000)"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Equipment,300A,Expenses,"1,250"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Inter-Divisional Charges,700A,Expenses,"8,500"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Materials & Supplies,200A,Expenses,"17,707"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Other Expenditures,650A,Expenses,"31,017"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Salaries And Benefits,100A,Expenses,"2,196,757"
City Clerk's Office,GV-Make Government Work,Deliver Provincially Delegated Services,Service And Rent,400A,Expenses,"31,884"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Contribution From Reserves/Reserve Funds,930A,Revenues,"(889,000)"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Contribution To Reserves/Reserve Funds,510A,Expenses,"187,709"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Equipment,300A,Expenses,"37,292"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Inter-Divisional Charges,700A,Expenses,"64,711"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Inter-Divisional Recoveries,750A,Revenues,"(76,249)"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Materials & Supplies,200A,Expenses,"347,183"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Salaries And Benefits,100A,Expenses,"8,298,202"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Service And Rent,400A,Expenses,"590,483"
City Clerk's Office,GV-Make Government Work,Government & Official Services,Transfers From Capital,920A,Revenues,"(714,000)"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Equipment,300A,Expenses,"3,444"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Inter-Divisional Charges,700A,Expenses,"630,397"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Inter-Divisional Recoveries,750A,Revenues,"(87,500)"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Materials & Supplies,200A,Expenses,"23,184"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Salaries And Benefits,100A,Expenses,"7,139,682"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Service And Rent,400A,Expenses,"608,954"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Sundry and Other Revenues,940A,Revenues,"(32,556)"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,Transfers From Capital,920A,Revenues,"(100,000)"
City Clerk's Office,GV-Make Government Work,Government Decision Making Processes,User Fees & Donations,850A,Revenues,"(348,938)"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Contribution To Reserves/Reserve Funds,510A,Expenses,"221,224"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Equipment,300A,Expenses,"11,666"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Inter-Divisional Charges,700A,Expenses,"105,913"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Inter-Divisional Recoveries,750A,Revenues,"(8,130,133)"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Materials & Supplies,200A,Expenses,"874,296"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Salaries And Benefits,100A,Expenses,"6,399,036"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Service And Rent,400A,Expenses,"4,963,295"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,Sundry and Other Revenues,940A,Revenues,"(625,302)"
City Clerk's Office,GV-Open Government,Corporate Information Production Services,User Fees & Donations,850A,Revenues,"(220,010)"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Contribution To Reserves/Reserve Funds,510A,Expenses,"55,700"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Equipment,300A,Expenses,"8,405"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Inter-Divisional Charges,700A,Expenses,"36,916"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Inter-Divisional Recoveries,750A,Revenues,"(472,618)"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Materials & Supplies,200A,Expenses,"59,475"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Other Expenditures,650A,Expenses,"1,500"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Salaries And Benefits,100A,Expenses,"10,640,054"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Service And Rent,400A,Expenses,"393,195"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Sundry and Other Revenues,940A,Revenues,"(280,063)"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,Transfers From Capital,920A,Revenues,"(158,000)"
City Clerk's Office,GV-Open Government,Lifecycle Management of City Information,User Fees & Donations,850A,Revenues,"(11,340)"
City Council,City Council,City Council,Contribution From Reserves/Reserve Funds,930A,Revenues,"(130,000)"
City Council,City Council,City Council,Contribution To Reserves/Reserve Funds,510A,Expenses,"99,217"
City Council,City Council,City Council,Equipment,300A,Expenses,"182,000"
City Council,City Council,City Council,Inter-Divisional Charges,700A,Expenses,"244,219"
City Council,City Council,City Council,Materials & Supplies,200A,Expenses,"1,253,604"
City Council,City Council,City Council,Salaries And Benefits,100A,Expenses,"18,672,088"
City Council,City Council,City Council,Service And Rent,400A,Expenses,"371,500"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Diversity & Inclusion,Equipment,300A,Expenses,"1,633"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Diversity & Inclusion,Materials & Supplies,200A,Expenses,"2,937"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Diversity & Inclusion,Salaries And Benefits,100A,Expenses,"870,717"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Diversity & Inclusion,Service And Rent,400A,Expenses,"4,412"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Equipment,300A,Expenses,95
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Inter-Divisional Charges,700A,Expenses,"6,910"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Inter-Divisional Recoveries,750A,Revenues,"(2,500)"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Materials & Supplies,200A,Expenses,"1,262"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Salaries And Benefits,100A,Expenses,"312,913"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Equity & Accessibility,Service And Rent,400A,Expenses,"1,948"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Human Rights Education & Complaints Management,Equipment,300A,Expenses,"2,091"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Human Rights Education & Complaints Management,Materials & Supplies,200A,Expenses,"1,723"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Human Rights Education & Complaints Management,Salaries And Benefits,100A,Expenses,"593,937"
City Manager's Office,"CM-Equity, Diversity & Human Rights",Human Rights Education & Complaints Management,Service And Rent,400A,Expenses,"6,715"
City Manager's Office,CM-Executive Management,Accountability Processes,Materials & Supplies,200A,Expenses,819
City Manager's Office,CM-Executive Management,Accountability Processes,Salaries And Benefits,100A,Expenses,"191,819"
City Manager's Office,CM-Executive Management,Accountability Processes,Service And Rent,400A,Expenses,"1,266"
City Manager's Office,CM-Executive Management,City Manager,Contribution To Reserves/Reserve Funds,510A,Expenses,"19,973"
City Manager's Office,CM-Executive Management,City Manager,Equipment,300A,Expenses,"9,700"
City Manager's Office,CM-Executive Management,City Manager,Inter-Divisional Charges,700A,Expenses,"12,800"
City Manager's Office,CM-Executive Management,City Manager,Materials & Supplies,200A,Expenses,"9,858"
City Manager's Office,CM-Executive Management,City Manager,Salaries And Benefits,100A,Expenses,"68,433"
City Manager's Office,CM-Executive Management,City Manager,Service And Rent,400A,Expenses,"18,472"
City Manager's Office,CM-Executive Management,Corporate Issues & Agenda Management,Materials & Supplies,200A,Expenses,"1,487"
City Manager's Office,CM-Executive Management,Corporate Issues & Agenda Management,Salaries And Benefits,100A,Expenses,"977,636"
City Manager's Office,CM-Executive Management,Corporate Issues & Agenda Management,Service And Rent,400A,Expenses,"15,776"
City Manager's Office,CM-Executive Management,Financial Management & Program Support,Materials & Supplies,200A,Expenses,"2,346"
City Manager's Office,CM-Executive Management,Financial Management & Program Support,Salaries And Benefits,100A,Expenses,"969,995"
City Manager's Office,CM-Executive Management,Financial Management & Program Support,Service And Rent,400A,Expenses,"6,421"
City Manager's Office,CM-Executive Management,Performance Management & Benchmarking,Materials & Supplies,200A,Expenses,"1,190"
City Manager's Office,CM-Executive Management,Performance Management & Benchmarking,Salaries And Benefits,100A,Expenses,"652,302"
City Manager's Office,CM-Executive Management,Performance Management & Benchmarking,Service And Rent,400A,Expenses,"12,626"
City Manager's Office,CM-Internal Auditing,Audit Reporting,Equipment,300A,Expenses,"25,000"
City Manager's Office,CM-Internal Auditing,Audit Reporting,Inter-Divisional Recoveries,750A,Revenues,"(568,900)"
City Manager's Office,CM-Internal Auditing,Audit Reporting,Materials & Supplies,200A,Expenses,929
City Manager's Office,CM-Internal Auditing,Audit Reporting,Salaries And Benefits,100A,Expenses,"921,650"
City Manager's Office,CM-Internal Auditing,Audit Reporting,Service And Rent,400A,Expenses,"16,892"
City Manager's Office,CM-Internal Auditing,Audit Reporting,Sundry and Other Revenues,940A,Revenues,"(35,789)"
City Manager's Office,CM-Internal Auditing,Business Risk & Consulting,Materials & Supplies,200A,Expenses,164
City Manager's Office,CM-Internal Auditing,Business Risk & Consulting,Salaries And Benefits,100A,Expenses,"163,368"
City Manager's Office,CM-Internal Auditing,Business Risk & Consulting,Service And Rent,400A,Expenses,"3,221"
City Manager's Office,CM-Internal Auditing,Business Risk & Consulting,Sundry and Other Revenues,940A,Revenues,"(6,316)"
City Manager's Office,CM-Strategic & Corporate Policy,Governance & Organizational Structures,Materials & Supplies,200A,Expenses,"1,128"
City Manager's Office,CM-Strategic & Corporate Policy,Governance & Organizational Structures,Salaries And Benefits,100A,Expenses,"1,130,245"
City Manager's Office,CM-Strategic & Corporate Policy,Governance & Organizational Structures,Service And Rent,400A,Expenses,"12,512"
City Manager's Office,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Inter-Divisional Charges,700A,Expenses,"7,500"
City Manager's Office,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Inter-Divisional Recoveries,750A,Revenues,"(475,192)"
City Manager's Office,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Materials & Supplies,200A,Expenses,"1,128"
City Manager's Office,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Salaries And Benefits,100A,Expenses,"1,817,746"
City Manager's Office,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Service And Rent,400A,Expenses,"82,512"
City Manager's Office,CM-Strategic & Corporate Policy,Strategic Planning & Policy Development,Contribution From Reserves/Reserve Funds,930A,Revenues,"(376,342)"
City Manager's Office,CM-Strategic & Corporate Policy,Strategic Planning & Policy Development,Materials & Supplies,200A,Expenses,631
City Manager's Office,CM-Strategic & Corporate Policy,Strategic Planning & Policy Development,Salaries And Benefits,100A,Expenses,"938,461"
City Manager's Office,CM-Strategic & Corporate Policy,Strategic Planning & Policy Development,Service And Rent,400A,Expenses,"386,978"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Contribution From Reserves/Reserve Funds,930A,Revenues,"(49,500)"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Equipment,300A,Expenses,705
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Inter-Divisional Charges,700A,Expenses,"30,950"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Inter-Divisional Recoveries,750A,Revenues,"(1,142,884)"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Materials & Supplies,200A,Expenses,"1,800"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Salaries And Benefits,100A,Expenses,"901,706"
City Manager's Office,CM-Strategic Communications,Advertising / Corporate Identity Management,Service And Rent,400A,Expenses,"45,558"
City Manager's Office,CM-Strategic Communications,Internal Communications,Contribution From Reserves/Reserve Funds,930A,Revenues,"(49,500)"
City Manager's Office,CM-Strategic Communications,Internal Communications,Equipment,300A,Expenses,705
City Manager's Office,CM-Strategic Communications,Internal Communications,Materials & Supplies,200A,Expenses,"1,800"
City Manager's Office,CM-Strategic Communications,Internal Communications,Salaries And Benefits,100A,Expenses,"951,380"
City Manager's Office,CM-Strategic Communications,Internal Communications,Service And Rent,400A,Expenses,"40,674"
City Manager's Office,CM-Strategic Communications,Media Relations,Contribution From Reserves/Reserve Funds,930A,Revenues,"(82,500)"
City Manager's Office,CM-Strategic Communications,Media Relations,Equipment,300A,Expenses,"1,175"
City Manager's Office,CM-Strategic Communications,Media Relations,Materials & Supplies,200A,Expenses,"3,000"
City Manager's Office,CM-Strategic Communications,Media Relations,Salaries And Benefits,100A,Expenses,"1,372,994"
City Manager's Office,CM-Strategic Communications,Media Relations,Service And Rent,400A,Expenses,"75,930"
City Manager's Office,CM-Strategic Communications,Public Communications,Contribution From Reserves/Reserve Funds,930A,Revenues,"(253,291)"
City Manager's Office,CM-Strategic Communications,Public Communications,Equipment,300A,Expenses,"4,115"
City Manager's Office,CM-Strategic Communications,Public Communications,Materials & Supplies,200A,Expenses,"3,400"
City Manager's Office,CM-Strategic Communications,Public Communications,Salaries And Benefits,100A,Expenses,"2,841,464"
City Manager's Office,CM-Strategic Communications,Public Communications,Service And Rent,400A,Expenses,"183,674"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Contribution To Reserves/Reserve Funds,510A,Expenses,"37,783"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Equipment,300A,Expenses,"8,722"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Inter-Divisional Charges,700A,Expenses,"82,045"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Inter-Divisional Recoveries,750A,Revenues,"(576,876)"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Materials & Supplies,200A,Expenses,"26,582"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Salaries And Benefits,100A,Expenses,"6,574,835"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Service And Rent,400A,Expenses,"1,110,713"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Sundry and Other Revenues,940A,Revenues,"(146,641)"
City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,Transfers From Capital,920A,Revenues,"(413,479)"
City Manager's Office,HR Employment Services,HR Employment Services,Contribution To Reserves/Reserve Funds,510A,Expenses,"16,664"
City Manager's Office,HR Employment Services,HR Employment Services,Equipment,300A,Expenses,"29,865"
City Manager's Office,HR Employment Services,HR Employment Services,Inter-Divisional Charges,700A,Expenses,"30,531"
City Manager's Office,HR Employment Services,HR Employment Services,Inter-Divisional Recoveries,750A,Revenues,"(1,565,191)"
City Manager's Office,HR Employment Services,HR Employment Services,Materials & Supplies,200A,Expenses,"38,948"
City Manager's Office,HR Employment Services,HR Employment Services,Salaries And Benefits,100A,Expenses,"11,155,345"
City Manager's Office,HR Employment Services,HR Employment Services,Service And Rent,400A,Expenses,"383,723"
City Manager's Office,HR Employment Services,HR Employment Services,Transfers From Capital,920A,Revenues,"(413,479)"
City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,Contribution From Reserves/Reserve Funds,930A,Revenues,"(190,000)"
City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,Contribution To Reserves/Reserve Funds,510A,Expenses,"16,664"
City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,Equipment,300A,Expenses,"14,670"
City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,Inter-Divisional Charges,700A,Expenses,"48,109"
City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,Inter-Divisional Recoveries,750A,Revenues,"(293,177)"
