_META_START_,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",TEMP,Temporary,6.8
SHELTERADMIN,"Shelter, Housing & Support Administration",PERM,Permanent,557.7
SHELTERADMIN,"Shelter, Housing & Support Administration",TEMP,Temporary,195
SOCIALDEV,"Social Development, Finance & Administration",PERM,Permanent,138
SOCIALDEV,"Social Development, Finance & Administration",TEMP,Temporary,7.3
SOLIDWASTE,Solid Waste Management Services,PERM,Permanent,1158
SOLIDWASTE,Solid Waste Management Services,TEMP,Temporary,169.7
ENGINEERING,Technical Services,PERM,Permanent,162.7
ENGINEERING,Technical Services,TEMP,Temporary,0
THEATRES,Theatres,PERM,Permanent,96.1
THEATRES,Theatres,TEMP,Temporary,114.9
ATMOSPHERE,Toronto Atmospheric Fund,PERM,Permanent,7
ATMOSPHERE,Toronto Atmospheric Fund,TEMP,Temporary,0
BUILDINGS,Toronto Building,PERM,Permanent,421
BUILDINGS,Toronto Building,TEMP,Temporary,5
SOCIALSERV,Toronto Employment & Social Services,PERM,Permanent,1967
SOCIALSERV,Toronto Employment & Social Services,TEMP,Temporary,322
ENVIRONMENTOFFICE,Toronto Environment Office,PERM,Permanent,22
ENVIRONMENTOFFICE,Toronto Environment Office,TEMP,Temporary,4.6
PARKING,Toronto Parking Authority,PERM,Permanent,244
PARKING,Toronto Parking Authority,TEMP,Temporary,54.7
POLICE,Toronto Police Service,PERM,Permanent,7881
POLICE,Toronto Police Service,TEMP,Temporary,7
POLICEBOARD,Toronto Police Service Board,PERM,Permanent,8
POLICEBOARD,Toronto Police Service Board,TEMP,Temporary,0
PUBLICHEALTH,Toronto Public Health,PERM,Permanent,1840.5
PUBLICHEALTH,Toronto Public Health,TEMP,Temporary,61.8
LIBRARY,Toronto Public Library,PERM,Permanent,1824.9
LIBRARY,Toronto Public Library,TEMP,Temporary,0
TTCCONV,Toronto Transit Commission,PERM,Permanent,10704
TTCCONV,Toronto Transit Commission,TEMP,Temporary,2
WATER,Toronto Water,PERM,Permanent,1629
WATER,Toronto Water,TEMP,Temporary,77.3
ZOO,Toronto Zoo,PERM,Permanent,279
ZOO,Toronto Zoo,TEMP,Temporary,110
TRANSPORTATION,Transportation Services,PERM,Permanent,1195
TRANSPORTATION,Transportation Services,TEMP,Temporary,70
WATERFRONT,Waterfront Secretariat,PERM,Permanent,7
WATERFRONT,Waterfront Secretariat,TEMP,Temporary,0
TTCWHEEL,Wheel Trans,PERM,Permanent,532
TTCWHEEL,Wheel Trans,TEMP,Temporary,0
YONGEDUNDAS,Yonge-Dundas Square,PERM,Permanent,5
YONGEDUNDAS,Yonge-Dundas Square,TEMP,Temporary,0
