311SERVICE,311 Toronto,TO-311 Development,TO-311 Development,311 PMO,311 PMO,200A,Materials & Supplies,1000
311SERVICE,311 Toronto,TO-311 Development,TO-311 Development,311 PMO,311 PMO,400A,Service And Rent,9830
311SERVICE,311 Toronto,TO-311 Development,TO-311 Development,311 PMO,311 PMO,510A,Contribution To Reserves/Reserve Funds,25905
311SERVICE,311 Toronto,TO-311 Development,TO-311 Development,311 PMO,311 PMO,100A,Salaries And Benefits,1895546
311SERVICE,311 Toronto,TO-311 Information & Business Processing,TO-311 Information & Business Processing,311 Business Processing,311 Business Processing,100A,Salaries And Benefits,406724
311SERVICE,311 Toronto,TO-311 Information & Business Processing,TO-311 Information & Business Processing,311 Information/ Content Management,311 Information/ Content Management,400A,Service And Rent,794
311SERVICE,311 Toronto,TO-311 Information & Business Processing,TO-311 Information & Business Processing,311 Information/ Content Management,311 Information/ Content Management,100A,Salaries And Benefits,842444
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,300A,Equipment,666
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,510A,Contribution To Reserves/Reserve Funds,1881
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,200A,Materials & Supplies,4715
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,400A,Service And Rent,53756
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,700A,Inter-Divisional Charges,152059
AFFHOUSING,Affordable Housing Office,Housing Improvement Programs,Housing Improvement Programs,,,100A,Salaries And Benefits,901547
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,300A,Equipment,666
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,510A,Contribution To Reserves/Reserve Funds,1881
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,200A,Materials & Supplies,4717
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,400A,Service And Rent,53760
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,700A,Inter-Divisional Charges,152059
AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,100A,Salaries And Benefits,901322
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,300A,Equipment,666
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,510A,Contribution To Reserves/Reserve Funds,1886
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,200A,Materials & Supplies,4720
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,400A,Service And Rent,52287
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,700A,Inter-Divisional Charges,152060
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,100A,Salaries And Benefits,1033105
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,300A,Equipment,78880
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,510A,Contribution To Reserves/Reserve Funds,270964
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,505A,Contribution To Capital,525000
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,400A,Service And Rent,1107061
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,200A,Materials & Supplies,2339214
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,100A,Salaries And Benefits,4691991
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,300A,Equipment,3652
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,650A,Other Expenditures,7000
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,510A,Contribution To Reserves/Reserve Funds,29231
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,200A,Materials & Supplies,472323
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,400A,Service And Rent,624305
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,100A,Salaries And Benefits,6968051
AUDITGEN,Auditor General's Office,,,,,510A,Contribution To Reserves/Reserve Funds,7681
AUDITGEN,Auditor General's Office,,,,,200A,Materials & Supplies,11149
AUDITGEN,Auditor General's Office,,,,,700A,Inter-Divisional Charges,22272
AUDITGEN,Auditor General's Office,,,,,300A,Equipment,102069
AUDITGEN,Auditor General's Office,,,,,400A,Service And Rent,382379
AUDITGEN,Auditor General's Office,,,,,100A,Salaries And Benefits,5376855
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,700A,Inter-Divisional Charges,1197510
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,510A,Contribution To Reserves/Reserve Funds,18911638
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,505A,Contribution To Capital,292227812
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,650A,Other Expenditures,529005823
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,300A,Equipment,662884
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,650A,Other Expenditures,668853
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,510A,Contribution To Reserves/Reserve Funds,952318
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,200A,Materials & Supplies,2600421
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,700A,Inter-Divisional Charges,4797521
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,100A,Salaries And Benefits,80488038
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,400A,Service And Rent,283001601
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,650A,Other Expenditures,447
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,200A,Materials & Supplies,45517
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,300A,Equipment,64740
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,510A,Contribution To Reserves/Reserve Funds,328430
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,700A,Inter-Divisional Charges,356545
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,100A,Salaries And Benefits,8263216
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,400A,Service And Rent,101443825
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,650A,Other Expenditures,300
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,300A,Equipment,17830
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,200A,Materials & Supplies,19009
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,700A,Inter-Divisional Charges,326116
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,400A,Service And Rent,525999
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,100A,Salaries And Benefits,5052224
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,300A,Equipment,1250
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,700A,Inter-Divisional Charges,8500
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,200A,Materials & Supplies,21818
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,400A,Service And Rent,25081
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,650A,Other Expenditures,31017
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Deliver Provincially Delegated Services,Deliver Provincially Delegated Services,100A,Salaries And Benefits,1975298
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,650A,Other Expenditures,1100
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,300A,Equipment,36166
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,700A,Inter-Divisional Charges,55165
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,200A,Materials & Supplies,84660
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,510A,Contribution To Reserves/Reserve Funds,187709
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,400A,Service And Rent,296913
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,100A,Salaries And Benefits,9104650
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,300A,Equipment,8416
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,200A,Materials & Supplies,23434
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,400A,Service And Rent,511182
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,700A,Inter-Divisional Charges,539182
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,100A,Salaries And Benefits,7433676
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,300A,Equipment,14026
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,700A,Inter-Divisional Charges,88097
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,510A,Contribution To Reserves/Reserve Funds,221224
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,200A,Materials & Supplies,848834
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,400A,Service And Rent,5774152
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,100A,Salaries And Benefits,6047125
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,650A,Other Expenditures,1575
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,300A,Equipment,12730
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,700A,Inter-Divisional Charges,14404
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,510A,Contribution To Reserves/Reserve Funds,55700
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,200A,Materials & Supplies,88696
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,400A,Service And Rent,312757
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,100A,Salaries And Benefits,10821684
COUNCIL,City Council,,,,,510A,Contribution To Reserves/Reserve Funds,99217
COUNCIL,City Council,,,,,300A,Equipment,102000
COUNCIL,City Council,,,,,700A,Inter-Divisional Charges,257695
COUNCIL,City Council,,,,,400A,Service And Rent,392849
COUNCIL,City Council,,,,,200A,Materials & Supplies,1302746
COUNCIL,City Council,,,,,100A,Salaries And Benefits,18472195
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,200A,Materials & Supplies,1977
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,300A,Equipment,3819
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,700A,Inter-Divisional Charges,6910
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,400A,Service And Rent,73730
CITYMANAGER,City Manager's Office,"Equity, Diversity & Human Rights","Equity, Diversity & Human Rights",,,100A,Salaries And Benefits,1718809
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,300A,Equipment,9700
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,200A,Materials & Supplies,10188
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,700A,Inter-Divisional Charges,12800
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,510A,Contribution To Reserves/Reserve Funds,19973
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,400A,Service And Rent,558874
CITYMANAGER,City Manager's Office,Executive Management,Executive Management,,,100A,Salaries And Benefits,3106343
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,300A,Equipment,4465
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,200A,Materials & Supplies,25782
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,510A,Contribution To Reserves/Reserve Funds,47701
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,700A,Inter-Divisional Charges,103151
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,400A,Service And Rent,598779
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,100A,Salaries And Benefits,6422233
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,510A,Contribution To Reserves/Reserve Funds,16664
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,300A,Equipment,20121
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,200A,Materials & Supplies,32587
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,700A,Inter-Divisional Charges,34877
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,400A,Service And Rent,389025
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,100A,Salaries And Benefits,11880866
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,300A,Equipment,13932
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,510A,Contribution To Reserves/Reserve Funds,16664
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,200A,Materials & Supplies,28061
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,700A,Inter-Divisional Charges,78325
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,400A,Service And Rent,1324449
CITYMANAGER,City Manager's Office,HR Organization & Employee Effectiveness,HR Organization & Employee Effectiveness,,,100A,Salaries And Benefits,6458735
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,510A,Contribution To Reserves/Reserve Funds,16664
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,300A,Equipment,26014
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,200A,Materials & Supplies,45941
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,700A,Inter-Divisional Charges,48488
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,400A,Service And Rent,581473
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,100A,Salaries And Benefits,10186425
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,200A,Materials & Supplies,1650
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,300A,Equipment,30819
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,400A,Service And Rent,34450
CITYMANAGER,City Manager's Office,Internal Auditing,Internal Auditing,,,100A,Salaries And Benefits,1609299
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,200A,Materials & Supplies,3125
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,300A,Equipment,5400
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,700A,Inter-Divisional Charges,7500
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,400A,Service And Rent,39023
CITYMANAGER,City Manager's Office,Strategic & Corporate Policy,Strategic & Corporate Policy,,,100A,Salaries And Benefits,3926603
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,200A,Materials & Supplies,11400
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,300A,Equipment,21701
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,700A,Inter-Divisional Charges,31450
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,400A,Service And Rent,120449
CITYMANAGER,City Manager's Office,Strategic Communications,Strategic Communications,,,100A,Salaries And Benefits,5763525
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,510A,Contribution To Reserves/Reserve Funds,38099
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,200A,Materials & Supplies,52910
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,300A,Equipment,85998
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,700A,Inter-Divisional Charges,222220
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,400A,Service And Rent,767988
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,650A,Other Expenditures,2292000
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,100A,Salaries And Benefits,18935978
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,510A,Contribution To Reserves/Reserve Funds,43124
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,200A,Materials & Supplies,80234
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,300A,Equipment,138631
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,650A,Other Expenditures,153700
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,400A,Service And Rent,740060
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,700A,Inter-Divisional Charges,881440
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,100A,Salaries And Benefits,23642554
COURTSERV,Court Services,Court Case Management,Court Case Management,,,300A,Equipment,30344
COURTSERV,Court Services,Court Case Management,Court Case Management,,,510A,Contribution To Reserves/Reserve Funds,70032
COURTSERV,Court Services,Court Case Management,Court Case Management,,,200A,Materials & Supplies,76715
COURTSERV,Court Services,Court Case Management,Court Case Management,,,650A,Other Expenditures,377601
COURTSERV,Court Services,Court Case Management,Court Case Management,,,400A,Service And Rent,7579850
COURTSERV,Court Services,Court Case Management,Court Case Management,,,100A,Salaries And Benefits,12088839
COURTSERV,Court Services,Court Case Management,Court Case Management,,,700A,Inter-Divisional Charges,15043992
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,510A,Contribution To Reserves/Reserve Funds,4219
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,650A,Other Expenditures,15338
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,200A,Materials & Supplies,71743
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,300A,Equipment,74179
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,700A,Inter-Divisional Charges,945368
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,400A,Service And Rent,2750411
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,100A,Salaries And Benefits,6528018
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,300A,Equipment,768
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,510A,Contribution To Reserves/Reserve Funds,1688
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,200A,Materials & Supplies,2100
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,650A,Other Expenditures,6135
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,400A,Service And Rent,145816
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,100A,Salaries And Benefits,349875
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,700A,Inter-Divisional Charges,362506
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,200A,Materials & Supplies,2422
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,300A,Equipment,3460
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,510A,Contribution To Reserves/Reserve Funds,8438
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,400A,Service And Rent,728931
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,650A,Other Expenditures,1414476
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,100A,Salaries And Benefits,1463249
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,700A,Inter-Divisional Charges,1812529
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",700A,Inter-Divisional Charges,8263
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",300A,Equipment,10701
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",200A,Materials & Supplies,91678
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",400A,Service And Rent,202230
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",650A,Other Expenditures,387738
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,"Arts Activities Classes, Exhibits & Events","Arts Activities Classes, Exhibits & Events",100A,Salaries And Benefits,2106316
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,700A,Inter-Divisional Charges,100
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,200A,Materials & Supplies,33898
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,650A,Other Expenditures,209540
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,400A,Service And Rent,240281
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,Arts Venues & Public Art,Arts Venues & Public Art,100A,Salaries And Benefits,989895
ECONDEV,Economic Development & Culture,Arts Services,Arts Services,City-Produced Festivals & Events,City-Produced Festivals & Events,300A,Equipment,4935
