Toronto Building ,418.0 13.0 431.0 ,"",436.0 12.0 448.0 ,444.0 12.0 456.0 ,8.0 8.0
Transportation Services ,"1,068.9 42.4 1,111.3 ","","1,068.6 44.7 1,113.3 ","1,071.6 51.4 1,123.0 ",3.0 6.7 9.7
"Sub-Total Citizen Centred Services ""B"" ","6,133.4 101.7 6,235.1 ","","6,177.6 109.5 6,287.1 ","6,215.6 126.2 6,341.8 ",38.0 16.7 54.7
Internal Services,"","","","",""
Office of the Chief Financial Officer ,101.0 11.0 112.0 ,"",103.0 12.0 115.0 ,102.0 13.0 115.0 ,(1.0) 1.0
Office of the Treasurer ,664.0 79.0 743.0 ,"",663.0 72.0 735.0 ,656.0 68.2 724.2 ,(7.0) (3.8) (10.8)
"Facilities, Real Estate, Environment & Energy ","943.2 61.3 1,004.5 ","","953.2 63.1 1,016.3 ","955.2 67.3 1,022.5 ",2.0 4.3 6.3
Fleet Services ,174.0 174.0 ,"",175.0 1.0 176.0 ,175.0 9.0 184.0 ,8.0 8.0
Information & Technology ,598.0 158.0 756.0 ,"",618.0 220.0 838.0 ,635.0 215.0 850.0 ,17.0 (5.0) 12.0
311 Toronto ,138.0 41.5 179.5 ,"",126.0 41.3 167.3 ,125.0 41.3 166.3 ,(1.0) (1.0)
Sub-Total Internal Services ,"2,618.2 350.8 2,969.0 ","","2,638.2 409.3 3,047.5 ","2,648.2 413.8 3,062.0 ",10.0 4.5 14.5
City Manager,"","","","",""
City Manager's Office ,411.5 47.0 458.5 ,"",414.5 31.0 445.5 ,403.0 29.0 432.0 ,(11.5) (2.0) (13.5)
Sub-Total City Manager ,411.5 47.0 458.5 ,"",414.5 31.0 445.5 ,403.0 29.0 432.0 ,(11.5) (2.0) (13.5)
Other City Programs,"","","","",""
City Clerk's Office ,393.3 46.7 439.9 ,"",396.3 19.1 415.4 ,399.1 14.9 413.9 ,2.8 (4.3) (1.5)
Legal Services ,267.0 30.0 297.0 ,"",269.0 32.4 301.4 ,274.0 32.4 306.4 ,5.0 5.0
Mayor's Office ,1.0 18.0 19.0 ,"",1.0 19.0 20.0 ,1.0 19.0 20.0,""
City Council ,44.0 132.0 176.0 ,"",44.0 132.0 176.0 ,44.0 136.0 180.0 ,4.0 4.0
Auditor General's Office ,29.5 29.5 ,"",29.5 29.5 ,31.5 31.5 ,2.0 2.0
Office of the Lobbyist Registrar ,8.0 0.3 8.3 ,"",8.0 0.3 8.3 ,8.0 0.3 8.3,""
Integrity Commissioner's Office ,2.0 2.0 ,"",3.0 3.0 ,3.0 3.0,""
Office of the Ombudsman ,11.0 11.0 ,"",12.0 12.0 ,12.0 12.0,""
Sub-Total Other City Programs ,755.8 227.0 982.7 ,"",762.8 202.8 965.6 ,"19,283.6 202.5 975.1 ",9.8 (0.3) 9.5
TOTAL - CITY OPERATIONS ,"19,299.6 3,782.2 23,081.8 ","","19,734.9 3,700.1 23,435.0 ","28,550.4 3,793.4 23,849.6 ",321.3 93.3 414.6
Agencies,"","","","",""
Toronto Public Health ,"1,793.0 84.1 1,877.0 ","","1,818.0 57.3 1,875.3 ","1,822.0 50.0 1,872.0 ",4.0 (7.4) (3.4)
Toronto Public Library ,"1,737.9 1,737.9 ","","1,739.9 1,739.9 ","1,741.0 1,741.0 ",1.1 1.1
Association of Community Centres ,77.9 77.9 ,"",77.9 77.9 ,77.9 77.9,""
Exhibition Place ,397.5 397.5 ,"",190.0 194.0 384.0 ,190.0 171.0 361.0 ,(23.0) (23.0)
Heritage Toronto ,7.0 7.0 ,"",7.0 7.0 ,7.0 7.0,""
Theatres ,76.9 79.6 156.5 ,"",87.1 76.0 163.1 ,87.1 84.8 171.9 ,8.8 8.8
Toronto Zoo ,278.0 132.2 410.2 ,"",277.7 124.8 402.5 ,277.7 116.3 394.0 ,(8.5) (8.5)
Arena Boards of Management ,44.0 23.4 67.4 ,"",44.3 22.2 66.6 ,44.3 23.4 67.7 ,1.2 1.2
Yonge-Dundas Square ,6.0 0.5 6.5 ,"",6.0 0.5 6.5 ,6.0 0.5 6.5,""
Parking Tag Enforcement & Operations ,394.0 394.0 ,"",394.0 394.0 ,394.0 394.0,""
Toronto & Region Conservation Authority ,334.0 85.6 419.6 ,"",334.0 85.6 419.6 ,334.0 85.6 419.6,""
Toronto Atmospheric Fund ,8.0 8.0 ,"",8.0 8.0 ,8.0 8.0,""
Toronto Transit Commission - Conventional ,"12,934.0 89.0 13,023.0 ","","13,612.0 100.0 13,712.0 ","13,858.0 117.0 13,975.0 ",246.0 17.0 263.0
Toronto Transit Commission - Wheel Trans ,557.0 557.0 ,"",562.0 562.0 ,565.0 565.0 ,3.0 3.0
Toronto Police Service ,"7,659.0 211.0 7,870.0 ","","7,883.0 7,883.0 ","7,881.0 7,881.0 ",(2.0) (2.0)
Toronto Police Services Board ,8.0 8.0 ,"",7.0 7.0 ,7.0 7.0,""
Sub-Total Agencies ,"26,312.1 705.4 27,017.5 ","","27,047.9 660.5 27,708.4 ","27,300.0 648.6 27,948.5 ",252.1 (11.9) 240.2
Total Tax Supported Operations ,"45,611.8 4,487.5 50,099.3 ","","46,782.8 4,360.6 51,143.4 ","55,850.4 4,441.9 51,798.1 ",573.4 81.4 654.7
Rate Supported Operations,"","","","",""
Solid Waste Management Services ,"985.0 117.7 1,102.7 ","","994.9 114.2 1,109.1 ","988.5 120.2 1,108.7 ",(6.4) 6.0 (0.4)
Toronto Water ,"1,650.0 101.7 1,751.7 ","","1,649.0 112.7 1,761.7 ","1,653.0 103.7 1,756.7 ",4.0 (9.0) (5.0)
Toronto Parking Authority ,244.1 53.3 297.4 ,"",246.1 53.3 299.4 ,249.1 53.3 302.4 ,3.0 3.0
TOTAL - RATE SUPPORTED ,"2,879.1 272.7 3,151.8 ","","2,889.9 280.2 3,170.1 ","2,890.5 277.2 3,167.7 ",0.6 (3.0) (2.4)
TOTAL ,"48,490.9 4,760.2 53,251.1 ","","49,672.7 4,640.8 54,313.5 ","58,741.0 4,719.1 54,965.8 ",574.0 78.4 652.3
