Children's Services,User Fees & Donations,15687.7,18180.6,13601.4,20330.6,15871.5
Children's Services,Transfers from Capital Fund,,,,,
Children's Services,Contribution from Reserve Funds,945.6,2780.1,20341.7,3985.6,20008.8
Children's Services,Contribution from Reserve ,,,,,
Children's Services,Sundry Revenues,,,,,
Office of the Chief Financial Officer,Interdivisional Recoveries,2012.7,1882.1,1945.2,1920,2052.8
Office of the Chief Financial Officer,Provincial Subsidies,,,,,
Office of the Chief Financial Officer,Federal Subsidies,,,,,
Office of the Chief Financial Officer,Other Subsidies,1.2,1.2,,,
Office of the Chief Financial Officer,User Fees & Donations,,,,,
Office of the Chief Financial Officer,Transfers from Capital Fund,317.5,322.9,3054.4,508.8,2889.2
Office of the Chief Financial Officer,Contribution from Reserve Funds,1097.4,1132.1,1286.3,1236.4,1311.5
Office of the Chief Financial Officer,Contribution from Reserve ,130.1,148.5,169.5,169.5,190.5
Office of the Chief Financial Officer,Sundry Revenues,190.8,107.1,128.1,128.1,138.1
City Clerk's Office,Interdivisional Recoveries,12614.4,11646.2,13925,12725,12442.4
City Clerk's Office,Provincial Subsidies,,,,,
City Clerk's Office,Federal Subsidies,,,,,5
City Clerk's Office,Other Subsidies,8.2,73.4,,,
City Clerk's Office,User Fees & Donations,535.3,782.1,401.4,751.4,743.7
City Clerk's Office,Transfers from Capital Fund,,1580.5,2490.6,2490.6,1592.9
City Clerk's Office,Contribution from Reserve Funds,,495,5560.3,5560.3,3921
City Clerk's Office,Contribution from Reserve ,,,,,0
City Clerk's Office,Sundry Revenues,717.9,183.2,890.4,890.4,275.7
City Council,Interdivisional Recoveries,6.3,,,,
City Council,Provincial Subsidies,,,,,
City Council,Federal Subsidies,,,,,
City Council,Other Subsidies,,,,,
City Council,User Fees & Donations,20,,,,
City Council,Transfers from Capital Fund,,,,,
City Council,Contribution from Reserve Funds,,,,,
City Council,Contribution from Reserve ,,,700,,0
City Council,Sundry Revenues,80.3,10.2,,770.4,
City Manager's Office,Interdivisional Recoveries,2644.7,3250.8,3489.7,3519.7,3481.9
City Manager's Office,Provincial Subsidies,,20,19.7,,19.7
City Manager's Office,Federal Subsidies,,,274.7,213.2,274.7
City Manager's Office,Other Subsidies,,,,,
City Manager's Office,User Fees & Donations,32.3,15.9,15.9,15.9,15.9
City Manager's Office,Transfers from Capital Fund,,,1685.8,300,2456.4
City Manager's Office,Contribution from Reserve Funds,,,,,
City Manager's Office,Contribution from Reserve ,,,,,
City Manager's Office,Sundry Revenues,72.1,195.9,29.3,26.5,29.3
City Manager's Office,Required Adjustments,,,,,
City Planning,Interdivisional Recoveries,,8,,0.3,
City Planning,Provincial Subsidies,,,,,
City Planning,Federal Subsidies,,,,,
City Planning,Other Subsidies,,,,,
City Planning,User Fees & Donations,17724,12288.1,20301.8,18228,21295.1
City Planning,Transfers from Capital Fund,1727.4,1572.5,1890.1,0,0
City Planning,Contribution from Reserve Funds,260.2,435.8,443.7,0,0
City Planning,Contribution from Reserve ,0,0,0,0,0
City Planning,Sundry Revenues,-377.3,778.2,509.8,1952.9,2727.9
Court Services,Interdivisional Recoveries,1538.067,2263.092,4817.168,4687.9109,5096.15987
Court Services,Provincial Subsidies,,,,0,0
Court Services,Federal Subsidies,,,,0,0
Court Services,Other Subsidies,,,,0,0
Court Services,User Fees & Donations,355.608,365.724,422.239,407.337,432
Court Services,Transfers from Capital Fund,,,,0,0
Court Services,Contribution from Reserve Funds,,,,0,0
Court Services,Contribution from Reserve ,,,,0,0
Court Services,Sundry Revenues,47057.687,51561.013,56922.392,60836.72729,60948.40013
Court Services,Required Adjustments,,,,,
Community Partnership and Investment Program,Interdivisional Recoveries,,,,,
Community Partnership and Investment Program,Provincial Subsidies,475,396,,,
Community Partnership and Investment Program,Federal Subsidies,,,,,
Community Partnership and Investment Program,Other Subsidies,,,,,
Community Partnership and Investment Program,User Fees & Donations,8.7,13.8,,,
Community Partnership and Investment Program,Transfers from Capital Fund,,,,,
Community Partnership and Investment Program,Contribution from Reserve Funds,,,,,
Community Partnership and Investment Program,Contribution from Reserve ,219,278,2871,2932.092,80
Community Partnership and Investment Program,Sundry Revenues,,,,,
Economic Development and Culture,Interdivisional Recoveries,134.4,333.5,,,0
Economic Development and Culture,Provincial Subsidies,1062.3,957.5,519.7,519.7,519.7
Economic Development and Culture,Federal Subsidies,217.7,200.9,194.7,194.7,194.7
Economic Development and Culture,Other Subsidies,,,,,132.9
Economic Development and Culture,User Fees & Donations,1593.2,1580.1,2234.3,2234.3,2221.8
Economic Development and Culture,Transfers from Capital Fund,1017.1,1017,1014.4,1014.4,1014.4
Economic Development and Culture,Contribution from Reserve Funds,500,606.6,710,710,710
Economic Development and Culture,Contribution from Reserve ,37,,,,0
Economic Development and Culture,Sundry Revenues,3536.4,4111.9,5934.8,5934.8,4619.8
Emergency Medical Services,Interdivisional Recoveries,1336.7,1506.86867,1042.6,1173.87817,1060.659
Emergency Medical Services,Provincial Subsidies,89228.4,91165.73118,99290.6,94934.49224,101576.3915
Emergency Medical Services,Federal Subsidies,,,5656.1,2903.96373,
Emergency Medical Services,Other Subsidies,,,,,
Emergency Medical Services,User Fees & Donations,561.1,445.97448,547.6,507.48622,572.58
Emergency Medical Services,Transfers from Capital Fund,219,243.497,369.4,280.69,374
Emergency Medical Services,Contribution from Reserve Funds,,,,,
Emergency Medical Services,Contribution from Reserve ,,,,,
Emergency Medical Services,Sundry Revenues,1141.3,995.27515,1441.2,1155.65421,1179.629
Exhibition Place,,,,,,
Exhibition Place,,,,,,
Exhibition Place,,,,,,
Exhibition Place,,,,,,
Exhibition Place,60511.3,64189.1,61873.5,62101.2,61061.9,
Exhibition Place,413.6,429.7,426.9,426.9,437.1,
Exhibition Place,,717.5,601.5,3787.2,2726.1,
Exhibition Place,,,,,,
Facilities Management and Real Estate,Interdivisional Recoveries,41346.7,44813.85768,46692.537,48701.747,49669.7405357883
Facilities Management and Real Estate,Provincial Subsidies,15,150,,,
Facilities Management and Real Estate,Federal Subsidies,,,1089.3,1176,220.48
Facilities Management and Real Estate,Other Subsidies,,,,,
Facilities Management and Real Estate,User Fees & Donations,23187.3,30484.64708,34722.808,34794.95,37976.4798604704
Facilities Management and Real Estate,Transfers from Capital Fund,6255.15,5483.78916,7154.656,4815.4,8004.478
Facilities Management and Real Estate,Contribution from Reserve Funds,1808.45,6290.47707,17393.3,16828.5,11077.04034
Facilities Management and Real Estate,Contribution from Reserve ,,,,,
Facilities Management and Real Estate,Sundry Revenues,6545,7747,8945.949,7785.1,8967.993
Fire Services,Interdivisional Recoveries,506.9652,379.07364,353.0294,366.10614,362.05404
Fire Services,Provincial Subsidies,594.45442,532.06964,3044.4,1588.6,400
Fire Services,Federal Subsidies,0,0,0,0,0
Fire Services,Other Subsidies,0,0,0,0,0
Fire Services,User Fees & Donations,7825.38392,6536.81765,11596.59074,11409.8,14491.86155
Fire Services,Transfers from Capital Fund,,0,0,0,0
Fire Services,Contribution from Reserve Funds,,0,0,0,0
Fire Services,Contribution from Reserve ,,0,0,0,0
Fire Services,Sundry Revenues,460.21869,606.1288,250.6494,326.41529,176.25
Fleet Services,Interdivisional Recoveries,48676.6,50201.8,47353.7,50391.4,47211.5
Fleet Services,Provincial Subsidies,,,,,
Fleet Services,Federal Subsidies,,,,,
Fleet Services,Other Subsidies,,,,,
Fleet Services,User Fees & Donations,9,,,,
Fleet Services,Transfers from Capital Fund,148.5,185.9,4.9,177.4,121.4
Fleet Services,Contribution from Reserve Funds,,,,,
Fleet Services,Contribution from Reserve ,,,,,
Fleet Services,Sundry Revenues,731.7,716.9,718.3,718.3,677.4
Heritage Toronto,Interdivisional Recoveries, , , , ,147
Heritage Toronto,Provincial Subsidies, , ,,,
Heritage Toronto,Federal Subsidies,,,,,
Heritage Toronto,Other Subsidies,,,,,
Heritage Toronto,User Fees & Donations,103.2,144.1,200.3,215.4,200.3
Heritage Toronto,Transfers from Capital Fund, , , , , 
Heritage Toronto,Contribution from Reserve Funds,,,,,
Heritage Toronto,Contribution from Reserve ,,,,,
Heritage Toronto,Sundry Revenues,127,137.2,146.8,41.6,151.6
Information and Technology,Interdivisional Recoveries,2161,5308.6,6405.8,6405.5,7290.1
Information and Technology,Provincial Subsidies,,,,,
Information and Technology,Federal Subsidies,,,,,
Information and Technology,Other Subsidies,,,,,
Information and Technology,User Fees & Donations,,,170.3,170.3,170.3
Information and Technology,Transfers from Capital Fund,2511,5413.6,16614,10614.2,17627.8
Information and Technology,Contribution from Reserve Funds,,,,,
Information and Technology,Contribution from Reserve ,1217.1,2333.9,2515,2515,2388
Information and Technology,Sundry Revenues,2.6,4.6,97.9,97.9,569.6
Information and Technology,Required Adjustments,,,,,
The Integrity Commissioner's Office,Interdivisional Recoveries,,,,,
The Integrity Commissioner's Office,Provincial Subsidies,,,,,
The Integrity Commissioner's Office,Federal Subsidies,,,,,
The Integrity Commissioner's Office,Other Subsidies,,,,,
The Integrity Commissioner's Office,User Fees & Donations,,,,,
The Integrity Commissioner's Office,Transfers from Capital Fund,,,,,
The Integrity Commissioner's Office,Contribution from Reserve Funds,,,,,
The Integrity Commissioner's Office,Contribution from Reserve ,,,,,
The Integrity Commissioner's Office,Sundry Revenues,,,,,
Legal Services,Interdivisional Recoveries,15641.4,18330.6,16099.6,15962.7,17737.4
Legal Services,Provincial Subsidies,,,,,
Legal Services,Federal Subsidies,,,,,
Legal Services,Other Subsidies,,,,,
Legal Services,User Fees & Donations,1779.3,1460.9,1740.4,2232.6,1740.4
Legal Services,Transfers from Capital Fund,,426.1,824.1,,839.2
Legal Services,Contribution from Reserve Funds,,,,,300
Legal Services,Contribution from Local Boards ,,,,,171.3
Legal Services,Sundry Revenues,1812,1023.1,881,1600.6,1099.7
The Lobbyist Registrar's Office,Interdivisional Recoveries,,,,,
The Lobbyist Registrar's Office,Provincial Subsidies,,,,,
The Lobbyist Registrar's Office,Federal Subsidies,,,,,
The Lobbyist Registrar's Office,Other Subsidies,,,,,
The Lobbyist Registrar's Office,User Fees & Donations,,,,,
The Lobbyist Registrar's Office,Transfers from Capital Fund,,,,,
The Lobbyist Registrar's Office,Contribution from Reserve Funds,,,,,
The Lobbyist Registrar's Office,Contribution from Reserve ,,,,,
The Lobbyist Registrar's Office,Sundry Revenues,,,,,
Long Term Care Homes & Services,Interdivisional Recoveries,155.419,151.256,170.2,169.51566,174.4
Long Term Care Homes & Services,Provincial Subsidies,110815.447,117558.434,125759.7,118669.26934,128372.1
Long Term Care Homes & Services,Federal Subsidies,,,,,
Long Term Care Homes & Services,Other Subsidies,,,,,
Long Term Care Homes & Services,User Fees & Donations,46526.949,47491.881,47521.3,48111.57283,48524.3
Long Term Care Homes & Services,Transfers from Capital Fund,,,,,
Long Term Care Homes & Services,Contribution from Reserve Funds,,,,,
Long Term Care Homes & Services,Contribution from Reserve ,,,,,
Long Term Care Homes & Services,Sundry Revenues,1578.559,1111.47,402,289.41502,392
Long Term Care Homes & Services,Required Adjustments,,,,,
The Mayor's Office,Interdivisional Recoveries,,,,,
The Mayor's Office,Provincial Subsidies,,,,,
The Mayor's Office,Federal Subsidies,,,,,
The Mayor's Office,Other Subsidies,,,,,
The Mayor's Office,User Fees & Donations,,1.7,,,
The Mayor's Office,Transfers from Capital Fund,,,,,
The Mayor's Office,Contribution from Reserve Funds,,,,,
The Mayor's Office,Contribution from Reserve ,,,,,
The Mayor's Office,Sundry Revenues,,,,,
Municipal Licensing and Standards,Interdivisional Recoveries,,243.5,1530.4,696.9,1628
Municipal Licensing and Standards,Provincial Subsidies,,,,,
Municipal Licensing and Standards,Federal Subsidies,,,,,
Municipal Licensing and Standards,Other Subsidies,,,,,
Municipal Licensing and Standards,User Fees & Donations,1740,2020.7,3187.1,2946.3,3074.1
Municipal Licensing and Standards,Transfers from Capital Fund,,,,,
Municipal Licensing and Standards,Contribution from Reserve Funds,,,,,
Municipal Licensing and Standards,Contribution from Reserve ,,,,,
Municipal Licensing and Standards,Sundry Revenues,21362.6,22134.4,26581.2,23122.2,23331.8
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Interdivisional Recoveries,38068.616,35687.43946,35299.7,38081.663,35299.7
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Provincial Subsidies,51230.7672,246645.266,3684,2399.45119,3200.44842
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Federal Subsidies,0,0,0,396.42997,0
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Other Subsidies,0,0,0,0,0
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,User Fees & Donations,2392.91664,1845,2205,2982.25761,2250
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Transfers from Capital Fund,5,0,0,0,0
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Contribution from Reserve Funds,182884.23678,187274.348,228577.455,825833.58965,198506.075
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Contribution from Reserve ,256.79389,300,300,0,0
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Sundry Revenues,884605.34247,755650.72698,1012011.546,1318228.6634,1074498.318
Office of the Treasurer,Interdivisional Recoveries,25944.5,27173.7,31006.1,27784.5,30677.3
Office of the Treasurer,Provincial Subsidies,,,,,
Office of the Treasurer,Federal Subsidies,,,,,
Office of the Treasurer,Other Subsidies,,,,,
Office of the Treasurer,User Fees & Donations,8086.9,6854.1,7463.4,8709,8119.8
Office of the Treasurer,Transfers from Capital Fund,593.9,605.2,3227.6,886.7,2691.6
Office of the Treasurer,Contribution from Reserve Funds,108.8,111.6,,,
Office of the Treasurer,Contribution from Reserve ,,,879.8,629.8,632.7
Office of the Treasurer,Sundry Revenues,3146.3,2570.9,2981.5,2970.6,2940.9
"Parks, Forestry and Recreation",Interdivisional Recoveries,3455.51698,19079.055,4596.697,4796.697,5013.76704
"Parks, Forestry and Recreation",Provincial Subsidies,216.1446,368.42604,855.2,855.2,760
"Parks, Forestry and Recreation",Federal Subsidies,2401.99338,1375.73327,3616,3616,4066
"Parks, Forestry and Recreation",Other Subsidies,14.2585,164.20415,,,
"Parks, Forestry and Recreation",User Fees & Donations,59153.96119,48728.30319,68539.632,68739.632,69101.5292
"Parks, Forestry and Recreation",Transfers from Capital Fund,5342.55406,4510.64389,3443.493,4043.493,3409.42559
"Parks, Forestry and Recreation",Contribution from Reserve Funds,1972.5,3354.143,7359.86421,7359.86421,7210.72021
"Parks, Forestry and Recreation",Other Revenues,12024.81824,10394.67449,11561.24889,11561.24889,11400.858
"Policy, Planning, Finance and Administration",Interdivisional Recoveries,11433.3,8394,10648.6,9283,10728.3
"Policy, Planning, Finance and Administration",Provincial Subsidies,,,714.8,135.9,
"Policy, Planning, Finance and Administration",Federal Subsidies,,,,,
"Policy, Planning, Finance and Administration",Other Subsidies,,,,,
"Policy, Planning, Finance and Administration",User Fees & Donations,,,,,
"Policy, Planning, Finance and Administration",Transfers from Capital Fund,,2283.2,2292.3,2292.3,2292.3
"Policy, Planning, Finance and Administration",Contribution from Reserve Funds,,,,,
"Policy, Planning, Finance and Administration",Contribution from Reserve ,,,,,
"Policy, Planning, Finance and Administration",Sundry Revenues,3940.2,-255.2,10,10,10
"Shelter, Support and Housing Administration",Interdivisional Recoveries,7.6,27.3,6,,6.2
"Shelter, Support and Housing Administration",Provincial Subsidies,187976.4,231579.6,386855.5,317421.6,372130.8
"Shelter, Support and Housing Administration",Federal Subsidies,192272,192018.3,186552.8,187105.5,180312.3
"Shelter, Support and Housing Administration",Other Subsidies,66881.5,53002,39751,39751,26501
"Shelter, Support and Housing Administration",User Fees & Donations,796.2,925.4,921.4,1008.9,922.4
"Shelter, Support and Housing Administration",Transfers from Capital Fund,613.5,758.1,1600,1124.8,1200
"Shelter, Support and Housing Administration",Contribution from Reserve Funds,,100360,29425.5,9120.8,37636.2
"Shelter, Support and Housing Administration",Contribution from Reserve ,,8404,19237.7,1374.6,3348.6
"Shelter, Support and Housing Administration",Sundry Revenues,25185.3,1431.3,2646.3,2828.3,2797.9
"Social Development, Finance and Administration",Interdivisional Recoveries,555.3,848.5,751.949,898.78282,749.357
"Social Development, Finance and Administration",Provincial Subsidies,6441,6133.3,6663.76975,6711.46482,6722.9983
"Social Development, Finance and Administration",Federal Subsidies,1734.1,2277.4,5770.0013,3666.64772,5086.29902
"Social Development, Finance and Administration",Other Subsidies,,,,,
"Social Development, Finance and Administration",User Fees & Donations,23.6,1.4,,8.94385,
"Social Development, Finance and Administration",Transfers from Capital Fund,70.1,,,,
"Social Development, Finance and Administration",Contribution from Reserve Funds,99.6,108.8,62.3,,
"Social Development, Finance and Administration",Contribution from Reserve ,,,,,
"Social Development, Finance and Administration",Sundry Revenues,196.3,141.9,,440.81766,
Solid Waste Management Services,Interdivisional Recoveries,6106.50086,13233.93219,7357.89917,7357.9,5766.8
Solid Waste Management Services,Provincial Subsidies,9125.11532,9940.76387,11608.90002,11608.9,14732.9
Solid Waste Management Services,Federal Subsidies,,,,,
Solid Waste Management Services,Other Subsidies,,,,,
Solid Waste Management Services,User Fees & Donations,99739.86421,258315.83314,260490.87045,255209.5,257462.1
Solid Waste Management Services,Transfers from Capital Fund,2857.689,2261.71331,6521.6,6521.6,2226.4
Solid Waste Management Services,Contribution from Reserve Funds,701.06417,998.59282,4854,4854,
Solid Waste Management Services,Contribution from Reserve ,3246.29836,,,,
Solid Waste Management Services,Sundry Revenues,32659.94619,22748.24595,29090.5787,27826.9,62443.2
Technical Services,Interdivisional Recoveries,44.2,19.8,2.549,2.5,
Technical Services,Provincial Subsidies,,,,,
Technical Services,Federal Subsidies,,,,,
Technical Services,Other Subsidies,,,,,
Technical Services,User Fees & Donations,1979.5,2254.2,1790.061,1790.1,1800.061
Technical Services,Transfers from Capital Fund,37453.5,39456.2,48474.976,45794.4,48927.376
Technical Services,Contribution from Reserve Funds,,,,,
Technical Services,Contribution from Reserve ,,,,,
Technical Services,Sundry Revenues,3463,5729.5,4938.072,4938.1,6371.062
Technical Services,Required Adjustments,,,,,
The Ombudsman's Office,Interdivisional Recoveries,,,,,
The Ombudsman's Office,Provincial Subsidies,,,,,
The Ombudsman's Office,Federal Subsidies,,,,,
The Ombudsman's Office,Other Subsidies,,,,,
The Ombudsman's Office,User Fees & Donations,,,,,
The Ombudsman's Office,Transfers from Capital Fund,,,,,
The Ombudsman's Office,Contribution from Reserve Funds,,,,,
The Ombudsman's Office,Contribution from Reserve ,,,,,
The Ombudsman's Office,Sundry Revenues,,,,,
Theatres - Sony Centre for the Performing Arts,Interdivisional Recoveries, , , , , 
Theatres - Sony Centre for the Performing Arts,Provincial Subsidies, , ,,,
Theatres - Sony Centre for the Performing Arts,Federal Subsidies,,,,,
Theatres - Sony Centre for the Performing Arts,Other Subsidies,,,,,
Theatres - Sony Centre for the Performing Arts,User Fees & Donations,7832.9,735.3,7755.1,7545.6,15631.1
Theatres - Sony Centre for the Performing Arts,Transfers from Capital Fund, , , , , 
Theatres - Sony Centre for the Performing Arts,Contribution from Reserve Funds,,,,,
Theatres - Sony Centre for the Performing Arts,Contribution from Reserve ,1732.5,1498.4,1950.9,1775.9,1326.8
Theatres - Sony Centre for the Performing Arts,Sundry Revenues, , , , , 
Theatres - St. Lawrence Centre for the Arts,Interdivisional Recoveries, , , , , 
Theatres - St. Lawrence Centre for the Arts,Provincial Subsidies, , ,,,
Theatres - St. Lawrence Centre for the Arts,Federal Subsidies,,,,,
Theatres - St. Lawrence Centre for the Arts,Other Subsidies,,,,,
Theatres - St. Lawrence Centre for the Arts,User Fees & Donations,1980.5,2102.2,2521.2,2071.2,2190.5
Theatres - St. Lawrence Centre for the Arts,Transfers from Capital Fund, , , , , 
Theatres - St. Lawrence Centre for the Arts,Contribution from Reserve Funds,,,,,
Theatres - St. Lawrence Centre for the Arts,Contribution from Reserve , , ,75,75,75
Theatres - St. Lawrence Centre for the Arts,Sundry Revenues,63.2,58.3,50.4,35.1,33.6
Theatres - Toronto Centre for the Arts,Interdivisional Recoveries, , , , , 
Theatres - Toronto Centre for the Arts,Provincial Subsidies, , ,,,
Theatres - Toronto Centre for the Arts,Federal Subsidies,,,,,
Theatres - Toronto Centre for the Arts,Other Subsidies,,,,,
Theatres - Toronto Centre for the Arts,User Fees & Donations,4519,7320,3681.8,4937,3789.8
Theatres - Toronto Centre for the Arts,Transfers from Capital Fund, , , , , 
Theatres - Toronto Centre for the Arts,Contribution from Reserve Funds,,668,1095,,600
Theatres - Toronto Centre for the Arts,Contribution from Reserve , , , , , 
Theatres - Toronto Centre for the Arts,Sundry Revenues, , , , , 
Toronto and Region Conservation Authority,Interdivisional Recoveries,,,,,
Toronto and Region Conservation Authority,Provincial Subsidies,1288.9,1429.2,1636,1636,2096
Toronto and Region Conservation Authority,Federal Subsidies,,,,,
Toronto and Region Conservation Authority,Other Subsidies,,,,,
Toronto and Region Conservation Authority,User Fees & Donations,21200,21508.6,21413.7,21413.7,22351
Toronto and Region Conservation Authority,Transfers from Capital Fund,,,,,
Toronto and Region Conservation Authority,Contribution from Reserve Funds,3892,4028.2,4207.1,4207.1,4270.2
Toronto and Region Conservation Authority,Contribution from Reserve ,,,,,
Toronto and Region Conservation Authority,Sundry Revenues,3987.9,4213.1,4218.3,4218.3,4246.5
Toronto Atmospheric Fund,Interdivisional Recoveries, , , , , 
Toronto Atmospheric Fund,Provincial Subsidies, , ,,,
Toronto Atmospheric Fund,Federal Subsidies,,,,,
Toronto Atmospheric Fund,External Funding & Donations,814.7,163.8,500,500,500
Toronto Atmospheric Fund,User Fees & Donations, , ,,,
Toronto Atmospheric Fund,Transfers from Capital Fund,2991.7, ,238,238,233.7
Toronto Atmospheric Fund,Contribution from Reserve Funds,413.6,,,,
Toronto Atmospheric Fund,Contribution from Reserve ,,,,,
Toronto Atmospheric Fund,Other Revenues,-2444,2646.7,1498.2,1498.2,1502.5
Toronto Buildings,Interdivisional Recoveries,2.4,1.1,1254.4,322.2,1459.5
Toronto Buildings,Provincial Subsidies,,,,,
Toronto Buildings,Federal Subsidies,,,,,
Toronto Buildings,Other Subsidies,,,,,
Toronto Buildings,User Fees & Donations,1195.3,887.7,616.7,616.7,663.9
Toronto Buildings,Transfers from Capital Fund,,,,,
Toronto Buildings,Contribution from Reserve Funds,280,678.1,470.6,150.2,
Toronto Buildings,Contribution from Reserve ,,,,,
Toronto Buildings,Sundry Revenues,49922.9,42555.2,54288.6,54288.6,55364.9
Toronto Employment and Social Services,Interdivisional Recoveries,,,,,
Toronto Employment and Social Services,Provincial Subsidies,593125.66366,683029.8,934883.5,787508.658,878113.9
Toronto Employment and Social Services,Federal Subsidies,,,,,
Toronto Employment and Social Services,Other Subsidies,139085.98188,118241.5,97779.5,97810.17,76979.5
Toronto Employment and Social Services,User Fees & Donations,,-0.2,,123.391,
Toronto Employment and Social Services,Transfers from Capital Fund,250.09544,258.4,546.1,319.91063,556.5
Toronto Employment and Social Services,Contribution from Reserve Funds,2121.22117,10886.8,40084.5,11369.86914,36612.692
Toronto Employment and Social Services,Contribution from Reserve ,,,,,
Toronto Employment and Social Services,Sundry Revenues,13280.38389,13754.1,14225,15425.387,15000
Toronto Environment Office,Interdivisional Recoveries,,,,,
Toronto Environment Office,Provincial Subsidies,,,,,328
Toronto Environment Office,Federal Subsidies,,,,,
Toronto Environment Office,Other Subsidies,,122.5,,,
Toronto Environment Office,User Fees & Donations,2.5,25.7,700,,432
Toronto Environment Office,Transfers from Capital Fund,,,,,
Toronto Environment Office,Contribution from Reserve Funds,,3383.1,10536.3,9211,7544.8
Toronto Environment Office,Contribution from Reserve ,,,,,
Toronto Environment Office,Sundry Revenues,38.1,,,,10
Toronto Parking Authority,Interdivisional Recoveries,,,,,
Toronto Parking Authority,Provincial Subsidies,,,,,
Toronto Parking Authority,Federal Subsidies,,,,,
Toronto Parking Authority,Other Subsidies,,,,,
Toronto Parking Authority,User Fees & Donations,113808.2,114015.3,118149.2,116776.8,122900.4
Toronto Parking Authority,Transfers from Capital Fund,,,,,
Toronto Parking Authority,Contribution from Reserve Funds,,,,,
Toronto Parking Authority,Contribution from Reserve ,,,,,
Toronto Parking Authority,Sundry Revenues,4856.8,11442.6,6270,8476.9,4397.2
Toronto Police Service Board,Interdivisional Recoveries,,,,,
Toronto Police Service Board,Provincial Subsidies,,,,,
Toronto Police Service Board,Federal Subsidies,,,,,
Toronto Police Service Board,Other Subsidies,,,,,
Toronto Police Service Board,User Fees & Donations,,,,,
Toronto Police Service Board,Transfers from Capital Fund,,,,,
Toronto Police Service Board,Contribution from Reserve Funds,,,,,
Toronto Police Service Board,Contribution from Reserve ,,,,463.5,610.6
Toronto Police Service Board,Sundry Revenues,,,,,
Toronto Police Service,Interdivisional Recoveries,19038.5,19928.4,20744.7,10332.1,21109.9
Toronto Police Service,Provincial Subsidies,,,,,
Toronto Police Service,Federal Subsidies ,,,,4322.2,
