Office of the Chief Financial Officer,User Fees & Donations,,
Office of the Chief Financial Officer,Transfers from Capital Fund,2889.2,
Office of the Chief Financial Officer,Contribution from Reserve Funds,1311.5,
Office of the Chief Financial Officer,Contribution from Reserve ,190.5,
Office of the Chief Financial Officer,Sundry Revenues,138.1,
City Clerk's Office,Interdivisional Recoveries,12442.4,
City Clerk's Office,Provincial Subsidies,,
City Clerk's Office,Federal Subsidies,5,
City Clerk's Office,Other Subsidies,,
City Clerk's Office,User Fees & Donations,743.7,
City Clerk's Office,Transfers from Capital Fund,1592.9,
City Clerk's Office,Contribution from Reserve Funds,3921,
City Clerk's Office,Contribution from Reserve ,0,
City Clerk's Office,Sundry Revenues,275.7,
City Council,Interdivisional Recoveries,,
City Council,Provincial Subsidies,,
City Council,Federal Subsidies,,
City Council,Other Subsidies,,
City Council,User Fees & Donations,,
City Council,Transfers from Capital Fund,,
City Council,Contribution from Reserve Funds,,
City Council,Contribution from Reserve ,0,
City Council,Sundry Revenues,,
City Manager's Office,Interdivisional Recoveries,3481.9,
City Manager's Office,Provincial Subsidies,19.7,
City Manager's Office,Federal Subsidies,274.7,
City Manager's Office,Other Subsidies,,
City Manager's Office,User Fees & Donations,15.9,
City Manager's Office,Transfers from Capital Fund,2456.4,
City Manager's Office,Contribution from Reserve Funds,,
City Manager's Office,Contribution from Reserve ,,
City Manager's Office,Sundry Revenues,29.3,
City Manager's Office,Required Adjustments,,
City Planning,Interdivisional Recoveries,,
City Planning,Provincial Subsidies,,
City Planning,Federal Subsidies,,
City Planning,Other Subsidies,,
City Planning,User Fees & Donations,21295.1,
City Planning,Transfers from Capital Fund,0,
City Planning,Contribution from Reserve Funds,0,
City Planning,Contribution from Reserve ,0,
City Planning,Sundry Revenues,2727.9,
Court Services,Interdivisional Recoveries,5096.15987,
Court Services,Provincial Subsidies,0,
Court Services,Federal Subsidies,0,
Court Services,Other Subsidies,0,
Court Services,User Fees & Donations,432,
Court Services,Transfers from Capital Fund,0,
Court Services,Contribution from Reserve Funds,0,
Court Services,Contribution from Reserve ,0,
Court Services,Sundry Revenues,60948.40013,
Court Services,Required Adjustments,,
Community Partnership and Investment Program,Interdivisional Recoveries,,
Community Partnership and Investment Program,Provincial Subsidies,,
Community Partnership and Investment Program,Federal Subsidies,,
Community Partnership and Investment Program,Other Subsidies,,
Community Partnership and Investment Program,User Fees & Donations,,
Community Partnership and Investment Program,Transfers from Capital Fund,,
Community Partnership and Investment Program,Contribution from Reserve Funds,,
Community Partnership and Investment Program,Contribution from Reserve ,80,
Community Partnership and Investment Program,Sundry Revenues,,
Economic Development and Culture,Interdivisional Recoveries,0,
Economic Development and Culture,Provincial Subsidies,519.7,
Economic Development and Culture,Federal Subsidies,194.7,
Economic Development and Culture,Other Subsidies,132.9,
Economic Development and Culture,User Fees & Donations,2221.8,
Economic Development and Culture,Transfers from Capital Fund,1014.4,
Economic Development and Culture,Contribution from Reserve Funds,710,
Economic Development and Culture,Contribution from Reserve ,0,
Economic Development and Culture,Sundry Revenues,4619.8,
Emergency Medical Services,Interdivisional Recoveries,1060.659,
Emergency Medical Services,Provincial Subsidies,101576.3915,
Emergency Medical Services,Federal Subsidies,,
Emergency Medical Services,Other Subsidies,,
Emergency Medical Services,User Fees & Donations,572.58,
Emergency Medical Services,Transfers from Capital Fund,374,
Emergency Medical Services,Contribution from Reserve Funds,,
Emergency Medical Services,Contribution from Reserve ,,
Emergency Medical Services,Sundry Revenues,1179.629,
Exhibition Place,Salaries and Benefits,36671.2,
Exhibition Place,Materials and Supplies,5520.7,
Exhibition Place,Equipment,177.2,
Exhibition Place,Services & Rents,36284.5,
Exhibition Place,Contributions to Capital,,
Exhibition Place,Contributions to Reserve/Res Funds,2122.7,
Exhibition Place,Other Expenditures,-16526.6,Non-normal value
Exhibition Place,Interdivisional Charges,,
Facilities Management and Real Estate,Interdivisional Recoveries,49669.7405357883,
Facilities Management and Real Estate,Provincial Subsidies,,
Facilities Management and Real Estate,Federal Subsidies,220.48,
Facilities Management and Real Estate,Other Subsidies,,
Facilities Management and Real Estate,User Fees & Donations,37976.4798604704,
Facilities Management and Real Estate,Transfers from Capital Fund,8004.478,
Facilities Management and Real Estate,Contribution from Reserve Funds,11077.04034,
Facilities Management and Real Estate,Contribution from Reserve ,,
Facilities Management and Real Estate,Sundry Revenues,8967.993,
Fire Services,Interdivisional Recoveries,362.05404,
Fire Services,Provincial Subsidies,400,
Fire Services,Federal Subsidies,0,
Fire Services,Other Subsidies,0,
Fire Services,User Fees & Donations,14491.86155,
Fire Services,Transfers from Capital Fund,0,
Fire Services,Contribution from Reserve Funds,0,
Fire Services,Contribution from Reserve ,0,
Fire Services,Sundry Revenues,176.25,
Fleet Services,Interdivisional Recoveries,47211.5,
Fleet Services,Provincial Subsidies,,
Fleet Services,Federal Subsidies,,
Fleet Services,Other Subsidies,,
Fleet Services,User Fees & Donations,,
Fleet Services,Transfers from Capital Fund,121.4,
Fleet Services,Contribution from Reserve Funds,,
Fleet Services,Contribution from Reserve ,,
Fleet Services,Sundry Revenues,677.4,
Heritage Toronto,Interdivisional Recoveries,147,
Heritage Toronto,Provincial Subsidies,,
Heritage Toronto,Federal Subsidies,,
Heritage Toronto,Other Subsidies,,
Heritage Toronto,User Fees & Donations,200.3,
Heritage Toronto,Transfers from Capital Fund, ,
Heritage Toronto,Contribution from Reserve Funds,,
Heritage Toronto,Contribution from Reserve ,,
Heritage Toronto,Sundry Revenues,151.6,
Information and Technology,Interdivisional Recoveries,7290.1,
Information and Technology,Provincial Subsidies,,
Information and Technology,Federal Subsidies,,
Information and Technology,Other Subsidies,,
Information and Technology,User Fees & Donations,170.3,
Information and Technology,Transfers from Capital Fund,17627.8,
Information and Technology,Contribution from Reserve Funds,,
Information and Technology,Contribution from Reserve ,2388,
Information and Technology,Sundry Revenues,569.6,
Information and Technology,Required Adjustments,,
The Integrity Commissioner's Office,Interdivisional Recoveries,,
The Integrity Commissioner's Office,Provincial Subsidies,,
The Integrity Commissioner's Office,Federal Subsidies,,
The Integrity Commissioner's Office,Other Subsidies,,
The Integrity Commissioner's Office,User Fees & Donations,,
The Integrity Commissioner's Office,Transfers from Capital Fund,,
The Integrity Commissioner's Office,Contribution from Reserve Funds,,
The Integrity Commissioner's Office,Contribution from Reserve ,,
The Integrity Commissioner's Office,Sundry Revenues,,
Legal Services,Interdivisional Recoveries,17737.4,
Legal Services,Provincial Subsidies,,
Legal Services,Federal Subsidies,,
Legal Services,Other Subsidies,,
Legal Services,User Fees & Donations,1740.4,
Legal Services,Transfers from Capital Fund,839.2,
Legal Services,Contribution from Reserve Funds,300,
Legal Services,Contribution from Local Boards ,171.3,
Legal Services,Sundry Revenues,1099.7,
The Lobbyist Registrar's Office,Interdivisional Recoveries,,
The Lobbyist Registrar's Office,Provincial Subsidies,,
The Lobbyist Registrar's Office,Federal Subsidies,,
The Lobbyist Registrar's Office,Other Subsidies,,
The Lobbyist Registrar's Office,User Fees & Donations,,
The Lobbyist Registrar's Office,Transfers from Capital Fund,,
The Lobbyist Registrar's Office,Contribution from Reserve Funds,,
The Lobbyist Registrar's Office,Contribution from Reserve ,,
The Lobbyist Registrar's Office,Sundry Revenues,,
Long Term Care Homes & Services,Interdivisional Recoveries,174.4,
Long Term Care Homes & Services,Provincial Subsidies,128372.1,
Long Term Care Homes & Services,Federal Subsidies,,
Long Term Care Homes & Services,Other Subsidies,,
Long Term Care Homes & Services,User Fees & Donations,48524.3,
Long Term Care Homes & Services,Transfers from Capital Fund,,
Long Term Care Homes & Services,Contribution from Reserve Funds,,
Long Term Care Homes & Services,Contribution from Reserve ,,
Long Term Care Homes & Services,Sundry Revenues,392,
Long Term Care Homes & Services,Required Adjustments,,
The Mayor's Office,Interdivisional Recoveries,,
The Mayor's Office,Provincial Subsidies,,
The Mayor's Office,Federal Subsidies,,
The Mayor's Office,Other Subsidies,,
The Mayor's Office,User Fees & Donations,,
The Mayor's Office,Transfers from Capital Fund,,
The Mayor's Office,Contribution from Reserve Funds,,
The Mayor's Office,Contribution from Reserve ,,
The Mayor's Office,Sundry Revenues,,
Municipal Licensing and Standards,Interdivisional Recoveries,1628,
Municipal Licensing and Standards,Provincial Subsidies,,
Municipal Licensing and Standards,Federal Subsidies,,
Municipal Licensing and Standards,Other Subsidies,,
Municipal Licensing and Standards,User Fees & Donations,3074.1,
Municipal Licensing and Standards,Transfers from Capital Fund,,
Municipal Licensing and Standards,Contribution from Reserve Funds,,
Municipal Licensing and Standards,Contribution from Reserve ,,
Municipal Licensing and Standards,Sundry Revenues,23331.8,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Interdivisional Recoveries,35299.7,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Provincial Subsidies,3200.44842,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Federal Subsidies,0,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Other Subsidies,0,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,User Fees & Donations,2250,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Transfers from Capital Fund,0,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Contribution from Reserve Funds,198506.075,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Contribution from Reserve ,0,
CAPITAL & CORPORATE FINANCE / NON-PROGRAM,Sundry Revenues,1074498.318,
Office of the Treasurer,Interdivisional Recoveries,30677.3,
Office of the Treasurer,Provincial Subsidies,,
Office of the Treasurer,Federal Subsidies,,
Office of the Treasurer,Other Subsidies,,
Office of the Treasurer,User Fees & Donations,8119.8,
Office of the Treasurer,Transfers from Capital Fund,2691.6,
Office of the Treasurer,Contribution from Reserve Funds,,
Office of the Treasurer,Contribution from Reserve ,632.7,
Office of the Treasurer,Sundry Revenues,2940.9,
"Parks, Forestry and Recreation",Interdivisional Recoveries,5013.76704,
"Parks, Forestry and Recreation",Provincial Subsidies,760,
"Parks, Forestry and Recreation",Federal Subsidies,4066,
"Parks, Forestry and Recreation",Other Subsidies,,
"Parks, Forestry and Recreation",User Fees & Donations,69101.5292,
"Parks, Forestry and Recreation",Transfers from Capital Fund,3409.42559,
"Parks, Forestry and Recreation",Contribution from Reserve Funds,7210.72021,
"Parks, Forestry and Recreation",Other Revenues,11400.858,
"Policy, Planning, Finance and Administration",Interdivisional Recoveries,10728.3,
"Policy, Planning, Finance and Administration",Provincial Subsidies,,
"Policy, Planning, Finance and Administration",Federal Subsidies,,
"Policy, Planning, Finance and Administration",Other Subsidies,,
"Policy, Planning, Finance and Administration",User Fees & Donations,,
"Policy, Planning, Finance and Administration",Transfers from Capital Fund,2292.3,
"Policy, Planning, Finance and Administration",Contribution from Reserve Funds,,
"Policy, Planning, Finance and Administration",Contribution from Reserve ,,
"Policy, Planning, Finance and Administration",Sundry Revenues,10,
"Shelter, Support and Housing Administration",Interdivisional Recoveries,6.2,
"Shelter, Support and Housing Administration",Provincial Subsidies,372130.8,
"Shelter, Support and Housing Administration",Federal Subsidies,180312.3,
"Shelter, Support and Housing Administration",Other Subsidies,26501,
"Shelter, Support and Housing Administration",User Fees & Donations,922.4,
"Shelter, Support and Housing Administration",Transfers from Capital Fund,1200,
"Shelter, Support and Housing Administration",Contribution from Reserve Funds,37636.2,
"Shelter, Support and Housing Administration",Contribution from Reserve ,3348.6,
"Shelter, Support and Housing Administration",Sundry Revenues,2797.9,
"Social Development, Finance and Administration",Interdivisional Recoveries,749.357,
"Social Development, Finance and Administration",Provincial Subsidies,6722.9983,
"Social Development, Finance and Administration",Federal Subsidies,5086.29902,
"Social Development, Finance and Administration",Other Subsidies,,
"Social Development, Finance and Administration",User Fees & Donations,,
"Social Development, Finance and Administration",Transfers from Capital Fund,,
"Social Development, Finance and Administration",Contribution from Reserve Funds,,
"Social Development, Finance and Administration",Contribution from Reserve ,,
"Social Development, Finance and Administration",Sundry Revenues,,
Solid Waste Management Services,Interdivisional Recoveries,5766.8,
Solid Waste Management Services,Provincial Subsidies,14732.9,
Solid Waste Management Services,Federal Subsidies,,
Solid Waste Management Services,Other Subsidies,,
Solid Waste Management Services,User Fees & Donations,257462.1,
Solid Waste Management Services,Transfers from Capital Fund,2226.4,
Solid Waste Management Services,Contribution from Reserve Funds,,
Solid Waste Management Services,Contribution from Reserve ,,
Solid Waste Management Services,Sundry Revenues,62443.2,
Technical Services,Interdivisional Recoveries,,
Technical Services,Provincial Subsidies,,
Technical Services,Federal Subsidies,,
Technical Services,Other Subsidies,,
Technical Services,User Fees & Donations,1800.061,
Technical Services,Transfers from Capital Fund,48927.376,
Technical Services,Contribution from Reserve Funds,,
Technical Services,Contribution from Reserve ,,
Technical Services,Sundry Revenues,6371.062,
Technical Services,Required Adjustments,,
The Ombudsman's Office,Interdivisional Recoveries,,
The Ombudsman's Office,Provincial Subsidies,,
The Ombudsman's Office,Federal Subsidies,,
The Ombudsman's Office,Other Subsidies,,
The Ombudsman's Office,User Fees & Donations,,
The Ombudsman's Office,Transfers from Capital Fund,,
The Ombudsman's Office,Contribution from Reserve Funds,,
The Ombudsman's Office,Contribution from Reserve ,,
The Ombudsman's Office,Sundry Revenues,,
Theatres - Sony Centre for the Performing Arts,Interdivisional Recoveries, ,
Theatres - Sony Centre for the Performing Arts,Provincial Subsidies,,
Theatres - Sony Centre for the Performing Arts,Federal Subsidies,,
Theatres - Sony Centre for the Performing Arts,Other Subsidies,,
Theatres - Sony Centre for the Performing Arts,User Fees & Donations,15631.1,
Theatres - Sony Centre for the Performing Arts,Transfers from Capital Fund, ,
Theatres - Sony Centre for the Performing Arts,Contribution from Reserve Funds,,
Theatres - Sony Centre for the Performing Arts,Contribution from Reserve ,1326.8,
Theatres - Sony Centre for the Performing Arts,Sundry Revenues, ,
Theatres - St. Lawrence Centre for the Arts,Interdivisional Recoveries, ,
Theatres - St. Lawrence Centre for the Arts,Provincial Subsidies,,
Theatres - St. Lawrence Centre for the Arts,Federal Subsidies,,
Theatres - St. Lawrence Centre for the Arts,Other Subsidies,,
Theatres - St. Lawrence Centre for the Arts,User Fees & Donations,2190.5,
Theatres - St. Lawrence Centre for the Arts,Transfers from Capital Fund, ,
Theatres - St. Lawrence Centre for the Arts,Contribution from Reserve Funds,,
Theatres - St. Lawrence Centre for the Arts,Contribution from Reserve ,75,
Theatres - St. Lawrence Centre for the Arts,Sundry Revenues,33.6,
Theatres - Toronto Centre for the Arts,Interdivisional Recoveries, ,
Theatres - Toronto Centre for the Arts,Provincial Subsidies,,
Theatres - Toronto Centre for the Arts,Federal Subsidies,,
Theatres - Toronto Centre for the Arts,Other Subsidies,,
Theatres - Toronto Centre for the Arts,User Fees & Donations,3789.8,
Theatres - Toronto Centre for the Arts,Transfers from Capital Fund, ,
Theatres - Toronto Centre for the Arts,Contribution from Reserve Funds,600,
Theatres - Toronto Centre for the Arts,Contribution from Reserve , ,
Theatres - Toronto Centre for the Arts,Sundry Revenues, ,
Toronto and Region Conservation Authority,Interdivisional Recoveries,,
Toronto and Region Conservation Authority,Provincial Subsidies,2096,
Toronto and Region Conservation Authority,Federal Subsidies,,
Toronto and Region Conservation Authority,Other Subsidies,,
Toronto and Region Conservation Authority,User Fees & Donations,22351,
Toronto and Region Conservation Authority,Transfers from Capital Fund,,
Toronto and Region Conservation Authority,Contribution from Reserve Funds,4270.2,
Toronto and Region Conservation Authority,Contribution from Reserve ,,
Toronto and Region Conservation Authority,Sundry Revenues,4246.5,
Toronto Atmospheric Fund,Interdivisional Recoveries, ,
Toronto Atmospheric Fund,Provincial Subsidies,,
Toronto Atmospheric Fund,Federal Subsidies,,
Toronto Atmospheric Fund,External Funding & Donations,500,
Toronto Atmospheric Fund,User Fees & Donations,,
Toronto Atmospheric Fund,Transfers from Capital Fund,233.7,
Toronto Atmospheric Fund,Contribution from Reserve Funds,,
Toronto Atmospheric Fund,Contribution from Reserve ,,
Toronto Atmospheric Fund,Other Revenues,1502.5,
Toronto Buildings,Interdivisional Recoveries,1459.5,
Toronto Buildings,Provincial Subsidies,,
Toronto Buildings,Federal Subsidies,,
Toronto Buildings,Other Subsidies,,
Toronto Buildings,User Fees & Donations,663.9,
Toronto Buildings,Transfers from Capital Fund,,
Toronto Buildings,Contribution from Reserve Funds,,
Toronto Buildings,Contribution from Reserve ,,
Toronto Buildings,Sundry Revenues,55364.9,
Toronto Employment and Social Services,Interdivisional Recoveries,,
Toronto Employment and Social Services,Provincial Subsidies,878113.9,
Toronto Employment and Social Services,Federal Subsidies,,
Toronto Employment and Social Services,Other Subsidies,76979.5,
Toronto Employment and Social Services,User Fees & Donations,,
Toronto Employment and Social Services,Transfers from Capital Fund,556.5,
Toronto Employment and Social Services,Contribution from Reserve Funds,36612.692,
Toronto Employment and Social Services,Contribution from Reserve ,,
Toronto Employment and Social Services,Sundry Revenues,15000,
Toronto Environment Office,Interdivisional Recoveries,,
Toronto Environment Office,Provincial Subsidies,328,
Toronto Environment Office,Federal Subsidies,,
Toronto Environment Office,Other Subsidies,,
Toronto Environment Office,User Fees & Donations,432,
Toronto Environment Office,Transfers from Capital Fund,,
Toronto Environment Office,Contribution from Reserve Funds,7544.8,
Toronto Environment Office,Contribution from Reserve ,,
Toronto Environment Office,Sundry Revenues,10,
Toronto Parking Authority,Interdivisional Recoveries,,
Toronto Parking Authority,Provincial Subsidies,,
Toronto Parking Authority,Federal Subsidies,,
Toronto Parking Authority,Other Subsidies,,
Toronto Parking Authority,User Fees & Donations,122900.4,
Toronto Parking Authority,Transfers from Capital Fund,,
Toronto Parking Authority,Contribution from Reserve Funds,,
Toronto Parking Authority,Contribution from Reserve ,,
Toronto Parking Authority,Sundry Revenues,4397.2,
Toronto Police Service Board,Interdivisional Recoveries,,
Toronto Police Service Board,Provincial Subsidies,,
Toronto Police Service Board,Federal Subsidies,,
Toronto Police Service Board,Other Subsidies,,
Toronto Police Service Board,User Fees & Donations,,
Toronto Police Service Board,Transfers from Capital Fund,,
Toronto Police Service Board,Contribution from Reserve Funds,,
Toronto Police Service Board,Contribution from Reserve ,610.6,
Toronto Police Service Board,Sundry Revenues,,
Toronto Police Service,Interdivisional Recoveries,21109.9,
Toronto Police Service,Provincial Subsidies,,
Toronto Police Service,Federal Subsidies ,,
Toronto Police Service,Other Subsidies,22123.1,
Toronto Police Service,User Fees & Donations,7870.8,
Toronto Police Service,Transfers from Capital Fund,,
Toronto Police Service,Contribution from Reserve Funds,,
Toronto Police Service,Contribution from Reserve ,16372.8,
Toronto Police Service,Sundry Revenues,896.5,
Toronto Public Health,Interdivisional Recoveries,12034.653,
Toronto Public Health,Provincial Subsidies,170852.3,
Toronto Public Health,Federal Subsidies,185.90704,
Toronto Public Health,Other Subsidies,0,
Toronto Public Health,User Fees & Donations,1035.9,
Toronto Public Health,Transfers from Capital Fund,3521,
Toronto Public Health,Contribution from Reserve Funds,0,
Toronto Public Health,Contribution from Reserve ,0,
Toronto Public Health,Sundry Revenues,1459.97304,
Toronto Public Library,Interdivisional Recoveries,,
Toronto Public Library,Provincial Subsidies,5654.7,
Toronto Public Library,Federal Subsidies,44,
Toronto Public Library,Other Subsidies,43.2,
Toronto Public Library,User Fees & Donations,4334.9,
Toronto Public Library,Transfers from Capital Fund,564.8,
Toronto Public Library,Contribution from Reserve Funds,1000,
Toronto Public Library,Contribution from Reserve ,,
Toronto Public Library,Sundry Revenues,1791.2,
Toronto Water ,Interdivisional Recoveries,3.2,
Toronto Water ,Provincial Subsidies,,
Toronto Water ,Federal Subsidies,,
Toronto Water ,Other Subsidies,,
Toronto Water ,User Fees & Donations,816157.5,
Toronto Water ,Transfers from Capital Fund,1973.8,
Toronto Water ,Contribution from Reserve Funds,,
Toronto Water ,Contribution from Reserve ,,
Toronto Water ,Sundry Revenues,2785.3,
Toronto Zoo,Grants from Others,1039.6,
Toronto Zoo,User Fees & Donations,31806.4,
Toronto Zoo,Transfers from Capital Fund,,
Toronto Zoo,Contribution from Reserve Funds,136,
Toronto Zoo,Sundry Revenues,1845.7,
Transportation Services,Interdivisional Recoveries,9550.79764,
Transportation Services,Provincial Subsidies,,
Transportation Services,Federal Subsidies,,
Transportation Services,Other Subsidies,,
Transportation Services,User Fees & Donations,26134.4990827239,
Transportation Services,Transfers from Capital Fund,17468.98012,
Transportation Services,Contribution from Reserve Funds,18196.29252,
Transportation Services,Contribution from Reserve ,,
Transportation Services,Sundry Revenues,46271.4458221149,
Transportation Services,Required Adjustments,,
Toronto Transit Commission - Conventional,Interdivisional Recoveries,,
Toronto Transit Commission - Conventional,Provincial Subsidies,,
Toronto Transit Commission - Conventional,Federal Subsidies,547.5,
Toronto Transit Commission - Conventional,Other Subsidies,,
Toronto Transit Commission - Conventional,User Fees & Donations,1006781.4,
Toronto Transit Commission - Conventional,Transfers from Capital Fund,,
Toronto Transit Commission - Conventional,Contribution from Reserve Funds,,
Toronto Transit Commission - Conventional,Contribution from Reserve ,,
Toronto Transit Commission - Conventional,Sundry Revenues,,
Toronto Transit Commission - Wheel Trans,Interdivisional Recoveries,,
Toronto Transit Commission - Wheel Trans,Provincial Subsidies,,
Toronto Transit Commission - Wheel Trans,Federal Subsidies,,
Toronto Transit Commission - Wheel Trans,Other Subsidies,,
Toronto Transit Commission - Wheel Trans,User Fees & Donations,5610.9,
Toronto Transit Commission - Wheel Trans,Transfers from Capital Fund,,
Toronto Transit Commission - Wheel Trans,Contribution from Reserve Funds,,
Toronto Transit Commission - Wheel Trans,Contribution from Reserve ,,
Toronto Transit Commission - Wheel Trans,Sundry Revenues,,
Waterfront Secretariat,Interdivisional Recoveries,,
Waterfront Secretariat,Provincial Subsidies,,
Waterfront Secretariat,Federal Subsidies,,
Waterfront Secretariat,Other Subsidies,,
Waterfront Secretariat,User Fees & Donations,,
Waterfront Secretariat,Transfers from Capital Fund,600,
Waterfront Secretariat,Contribution from Reserve Funds,,
Waterfront Secretariat,Contribution from Reserve ,,
Waterfront Secretariat,Sundry Revenues,,
Yonge-Dundas Square,Interdivisional Recoveries,,
Yonge-Dundas Square,Provincial Subsidies,,
Yonge-Dundas Square,Federal Subsidies,,
Yonge-Dundas Square,Other Subsidies,,
Yonge-Dundas Square,User Fees & Donations,990,
Yonge-Dundas Square,Transfers from Capital Fund,,
Yonge-Dundas Square,Contribution from Reserve Funds,,
Yonge-Dundas Square,Contribution from Reserve ,,
Yonge-Dundas Square,Sundry Revenues,382.001,
