AFFHOUSING,Affordable Housing Office,Housing Policy & Partnerships,Housing Policy & Partnerships,,,805A,Provincial Subsidies,349158,
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,930A,Contribution From Reserves/Reserve Funds,133000,
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,750A,Inter-Divisional Recoveries,125076,
AFFHOUSING,Affordable Housing Office,New Affordable Housing Development,New Affordable Housing Development,,,805A,Provincial Subsidies,348131,
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,940A,Sundry and Other Revenues,1024225,
ARENAS,Arena Boards of Management,Community Ice & Facility Booking,Community Ice & Facility Booking,,,850A,User Fees & Donations,7382943,
COMMCENTRES,Association of Community Centres,Public Space - Community Access,Public Space - Community Access,,,930A,Contribution From Reserves/Reserve Funds,25000,
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,930A,Contribution From Reserves/Reserve Funds,144000,
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,940A,Sundry and Other Revenues,1500,
COMMCENTRES,Association of Community Centres,Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,,850A,User Fees & Donations,252713,
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,930A,Contribution From Reserves/Reserve Funds,51873000,
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,750A,Inter-Divisional Recoveries,2777457,
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,805A,Provincial Subsidies,1431000,
CORPFINANCING,Capital & Corporate Financing,Corporate Accounts,Corporate Accounts,,,940A,Sundry and Other Revenues,2324441,
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,930A,Contribution From Reserves/Reserve Funds,12920931,
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,750A,Inter-Divisional Recoveries,9475000,
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,805A,Provincial Subsidies,253533514,
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,920A,Transfers From Capital,1371181,
CHILDSERV,Children's Services,Child Care Delivery,Child Care Delivery,,,850A,User Fees & Donations,19143532,
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,930A,Contribution From Reserves/Reserve Funds,2718515,
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,805A,Provincial Subsidies,76136256,
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,920A,Transfers From Capital,393181,
CHILDSERV,Children's Services,Child Care System Management,Child Care System Management,,,850A,User Fees & Donations,26068,
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,930A,Contribution From Reserves/Reserve Funds,4890510,
CLERK,City Clerk's Office,GV-Elect Government,GV-Elect Government,Elections,Elections,920A,Transfers From Capital,379000,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,930A,Contribution From Reserves/Reserve Funds,889000,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,750A,Inter-Divisional Recoveries,76249,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government & Official Services,Government & Official Services,920A,Transfers From Capital,714000,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,750A,Inter-Divisional Recoveries,87500,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,940A,Sundry and Other Revenues,32556,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,920A,Transfers From Capital,100000,
CLERK,City Clerk's Office,GV-Make Government Work,GV-Make Government Work,Government Decision Making Processes,Government Decision Making Processes,850A,User Fees & Donations,348938,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,750A,Inter-Divisional Recoveries,8130133,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,940A,Sundry and Other Revenues,625302,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Corporate Information Production Services,Corporate Information Production Services,850A,User Fees & Donations,220010,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,750A,Inter-Divisional Recoveries,472618,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,940A,Sundry and Other Revenues,280063,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,920A,Transfers From Capital,158000,
CLERK,City Clerk's Office,GV-Open Government,GV-Open Government,Lifecycle Management of City Information,Lifecycle Management of City Information,850A,User Fees & Donations,11340,
COUNCIL,City Council,,,,,930A,Contribution From Reserves/Reserve Funds,130000,
CITYMANAGER,City Manager's Office,"CM-Equity, Diversity & Human Rights","CM-Equity, Diversity & Human Rights",Equity & Accessibility,Equity & Accessibility,750A,Inter-Divisional Recoveries,2500,
CITYMANAGER,City Manager's Office,CM-Internal Auditing,CM-Internal Auditing,Audit Reporting,Audit Reporting,750A,Inter-Divisional Recoveries,568900,
CITYMANAGER,City Manager's Office,CM-Internal Auditing,CM-Internal Auditing,Audit Reporting,Audit Reporting,940A,Sundry and Other Revenues,35789,
CITYMANAGER,City Manager's Office,CM-Internal Auditing,CM-Internal Auditing,Business Risk & Consulting,Business Risk & Consulting,940A,Sundry and Other Revenues,6316,
CITYMANAGER,City Manager's Office,CM-Strategic & Corporate Policy,CM-Strategic & Corporate Policy,Intergovernmental & Agency Relations,Intergovernmental & Agency Relations,750A,Inter-Divisional Recoveries,475192,
CITYMANAGER,City Manager's Office,CM-Strategic & Corporate Policy,CM-Strategic & Corporate Policy,Strategic Planning & Policy Development,Strategic Planning & Policy Development,930A,Contribution From Reserves/Reserve Funds,376342,
CITYMANAGER,City Manager's Office,CM-Strategic Communications,CM-Strategic Communications,Advertising / Corporate Identity Management,Advertising / Corporate Identity Management,930A,Contribution From Reserves/Reserve Funds,49500,
CITYMANAGER,City Manager's Office,CM-Strategic Communications,CM-Strategic Communications,Advertising / Corporate Identity Management,Advertising / Corporate Identity Management,750A,Inter-Divisional Recoveries,1142884,
CITYMANAGER,City Manager's Office,CM-Strategic Communications,CM-Strategic Communications,Internal Communications,Internal Communications,930A,Contribution From Reserves/Reserve Funds,49500,
CITYMANAGER,City Manager's Office,CM-Strategic Communications,CM-Strategic Communications,Media Relations,Media Relations,930A,Contribution From Reserves/Reserve Funds,82500,
CITYMANAGER,City Manager's Office,CM-Strategic Communications,CM-Strategic Communications,Public Communications,Public Communications,930A,Contribution From Reserves/Reserve Funds,253291,
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,750A,Inter-Divisional Recoveries,576876,
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,940A,Sundry and Other Revenues,146641,
CITYMANAGER,City Manager's Office,HR Employee & Labour Relations,HR Employee & Labour Relations,,,920A,Transfers From Capital,413479,
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,750A,Inter-Divisional Recoveries,1565191,
CITYMANAGER,City Manager's Office,HR Employment Services,HR Employment Services,,,920A,Transfers From Capital,413479,
CITYMANAGER,City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,,,930A,Contribution From Reserves/Reserve Funds,190000,
CITYMANAGER,City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,,,750A,Inter-Divisional Recoveries,293177,
CITYMANAGER,City Manager's Office,HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,,,920A,Transfers From Capital,1082956,
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,750A,Inter-Divisional Recoveries,237688,
CITYMANAGER,City Manager's Office,HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,,920A,Transfers From Capital,413479,
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,940A,Sundry and Other Revenues,810300,
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,920A,Transfers From Capital,2372893,
PLANNING,City Planning,City Building & Policy Development,City Building & Policy Development,,,850A,User Fees & Donations,127640,
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,940A,Sundry and Other Revenues,88050,
PLANNING,City Planning,"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,,850A,User Fees & Donations,24078338,
COURTSERV,Court Services,Court Case Management,Court Case Management,,,750A,Inter-Divisional Recoveries,5280777,
COURTSERV,Court Services,Court Case Management,Court Case Management,,,940A,Sundry and Other Revenues,47168700,
COURTSERV,Court Services,Court Case Management,Court Case Management,,,850A,User Fees & Donations,234059,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,750A,Inter-Divisional Recoveries,874571,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,940A,Sundry and Other Revenues,63000,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Hearings,Hearings,850A,User Fees & Donations,14102,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,750A,Inter-Divisional Recoveries,127248,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,940A,Sundry and Other Revenues,25200,
COURTSERV,Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Interventions,Interventions,850A,User Fees & Donations,5639,
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,750A,Inter-Divisional Recoveries,636238,
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,940A,Sundry and Other Revenues,126000,
COURTSERV,Court Services,Default Fine Collection Management,Default Fine Collection Management,,,850A,User Fees & Donations,28200,
ECONDEV,Economic Development & Culture,EC-Business Services,EC-Business Services,Entrepreneurship Support,Entrepreneurship Support,930A,Contribution From Reserves/Reserve Funds,639623,
ECONDEV,Economic Development & Culture,EC-Business Services,EC-Business Services,Entrepreneurship Support,Entrepreneurship Support,805A,Provincial Subsidies,192500,
ECONDEV,Economic Development & Culture,EC-Business Services,EC-Business Services,Entrepreneurship Support,Entrepreneurship Support,940A,Sundry and Other Revenues,2667893,
ECONDEV,Economic Development & Culture,EC-Business Services,EC-Business Services,Entrepreneurship Support,Entrepreneurship Support,850A,User Fees & Donations,5000,
ECONDEV,Economic Development & Culture,EC-Business Services,EC-Business Services,Filming Activity,Filming Activity,860A,Licences & Permits Revenue,407000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Arts Programming,Arts Programming,930A,Contribution From Reserves/Reserve Funds,200000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Arts Programming,Arts Programming,860A,Licences & Permits Revenue,148640,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Arts Programming,Arts Programming,940A,Sundry and Other Revenues,20900,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Arts Programming,Arts Programming,850A,User Fees & Donations,242049,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Cultural Development,Cultural Development,810A,Federal Subsidies,75000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Cultural Development,Cultural Development,940A,Sundry and Other Revenues,82900,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Cultural Development,Cultural Development,850A,User Fees & Donations,193830,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Cultural Grants,Cultural Grants,930A,Contribution From Reserves/Reserve Funds,3200000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Events Programming,Events Programming,930A,Contribution From Reserves/Reserve Funds,2646741,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Events Programming,Events Programming,810A,Federal Subsidies,1400000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Events Programming,Events Programming,805A,Provincial Subsidies,2000000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Events Programming,Events Programming,940A,Sundry and Other Revenues,2179031,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,810A,Federal Subsidies,179172,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,860A,Licences & Permits Revenue,179766,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,820A,Other Subsidies,37000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,805A,Provincial Subsidies,342700,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,940A,Sundry and Other Revenues,537250,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,920A,Transfers From Capital,657000,
ECONDEV,Economic Development & Culture,EC-Cultural Services,EC-Cultural Services,Heritage Programming,Heritage Programming,850A,User Fees & Donations,1960736,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,BIA Support & Governance,BIA Support & Governance,930A,Contribution From Reserves/Reserve Funds,200000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,BIA Support & Governance,BIA Support & Governance,940A,Sundry and Other Revenues,11284,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,BIA Support & Governance,BIA Support & Governance,920A,Transfers From Capital,379000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Research & Policy on Toronto,Research & Policy on Toronto,810A,Federal Subsidies,32500,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Research & Policy on Toronto,Research & Policy on Toronto,940A,Sundry and Other Revenues,100000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Sectors Development,Sectors Development,930A,Contribution From Reserves/Reserve Funds,739623,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Sectors Development,Sectors Development,850A,User Fees & Donations,5000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Strategic Alliances,Strategic Alliances,930A,Contribution From Reserves/Reserve Funds,489500,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Strategic Alliances,Strategic Alliances,805A,Provincial Subsidies,40000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Strategic Alliances,Strategic Alliances,940A,Sundry and Other Revenues,50000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Visitor Information Services,Visitor Information Services,930A,Contribution From Reserves/Reserve Funds,794029,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Visitor Information Services,Visitor Information Services,805A,Provincial Subsidies,200000,
ECONDEV,Economic Development & Culture,EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,Visitor Information Services,Visitor Information Services,940A,Sundry and Other Revenues,508597,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Bridge Condition Assessment,Bridge Condition Assessment,940A,Sundry and Other Revenues,24300,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Bridge Condition Assessment,Bridge Condition Assessment,920A,Transfers From Capital,778734,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,750A,Inter-Divisional Recoveries,175570,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,940A,Sundry and Other Revenues,64300,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,920A,Transfers From Capital,4033798,
ENGINEERING,Engineering & Construction Services,WT-Engineering Information,WT-Engineering Information,Land Information,Land Information,850A,User Fees & Donations,484340,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,860A,Licences & Permits Revenue,327240,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,940A,Sundry and Other Revenues,380496,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,920A,Transfers From Capital,2508760,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,3rd Party Application Review & Acceptance,3rd Party Application Review & Acceptance,850A,User Fees & Donations,446750,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,860A,Licences & Permits Revenue,714420,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,940A,Sundry and Other Revenues,1837467,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,920A,Transfers From Capital,691199,
ENGINEERING,Engineering & Construction Services,WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,Development Application Review & Acceptance,Development Application Review & Acceptance,850A,User Fees & Donations,2660709,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,860A,Licences & Permits Revenue,578340,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,940A,Sundry and Other Revenues,480744,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,920A,Transfers From Capital,22770115,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Construction,Construction,850A,User Fees & Donations,1431112,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,940A,Sundry and Other Revenues,170100,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,920A,Transfers From Capital,18465850,
ENGINEERING,Engineering & Construction Services,WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,Design,Design,850A,User Fees & Donations,269627,
EXHIBPLACE,Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",,,930A,Contribution From Reserves/Reserve Funds,2359407,
EXHIBPLACE,Exhibition Place,"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",,,850A,User Fees & Donations,2435083,
EXHIBPLACE,Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,,,930A,Contribution From Reserves/Reserve Funds,875000,
EXHIBPLACE,Exhibition Place,Exhibition Place Asset Management,Exhibition Place Asset Management,,,850A,User Fees & Donations,820450,
EXHIBPLACE,Exhibition Place,Exhibition Place Parking Access,Exhibition Place Parking Access,,,850A,User Fees & Donations,6689785,
EXHIBPLACE,Exhibition Place,Exhibitions & Events,Exhibitions & Events,,,930A,Contribution From Reserves/Reserve Funds,50000,
EXHIBPLACE,Exhibition Place,Exhibitions & Events,Exhibitions & Events,,,850A,User Fees & Donations,25201191,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,930A,Contribution From Reserves/Reserve Funds,6263231,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,750A,Inter-Divisional Recoveries,8135904,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,940A,Sundry and Other Revenues,780398,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Energy Management & Programs,Energy Management & Programs,850A,User Fees & Donations,249780,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,930A,Contribution From Reserves/Reserve Funds,505560,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,805A,Provincial Subsidies,250000,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,940A,Sundry and Other Revenues,45009,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Environment & Energy Outreach,Environment & Energy Outreach,850A,User Fees & Donations,70030,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Renewable Energy,Renewable Energy,930A,Contribution From Reserves/Reserve Funds,268994,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Renewable Energy,Renewable Energy,940A,Sundry and Other Revenues,700000,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,CA-Environment & Energy,Research & Policy Development,Research & Policy Development,930A,Contribution From Reserves/Reserve Funds,474033,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,810A,Federal Subsidies,115830,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,750A,Inter-Divisional Recoveries,12768829,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,940A,Sundry and Other Revenues,303712,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Custodial Care,Custodial Care,850A,User Fees & Donations,446490,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,810A,Federal Subsidies,104650,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,750A,Inter-Divisional Recoveries,17660557,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,940A,Sundry and Other Revenues,1975378,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,920A,Transfers From Capital,9289244,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Facilities Maintenance,Facilities Maintenance,850A,User Fees & Donations,1066419,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Security & Safety,Security & Safety,750A,Inter-Divisional Recoveries,5886918,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Security & Safety,Security & Safety,940A,Sundry and Other Revenues,293031,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,CA-Facilities Management,Security & Safety,Security & Safety,920A,Transfers From Capital,560000,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Real Estate,CA-Real Estate,Development & Portfolio Planning,Development & Portfolio Planning,930A,Contribution From Reserves/Reserve Funds,200000,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Real Estate,CA-Real Estate,Lease Management,Lease Management,930A,Contribution From Reserves/Reserve Funds,3638489,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Real Estate,CA-Real Estate,Lease Management,Lease Management,750A,Inter-Divisional Recoveries,5518650,
FACILITIES,"Facilities, Real Estate, Environment & Energy",CA-Real Estate,CA-Real Estate,Lease Management,Lease Management,940A,Sundry and Other Revenues,2678241,
