_META_START_,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,
City Clerk's Office,GV-Make Government Work,Sundry and Other Revenues,32555.6
City Clerk's Office,GV-Make Government Work,Transfers From Capital,1099514.83
City Clerk's Office,GV-Make Government Work,User Fees & Donations,351786.4
City Clerk's Office,GV-Open Government,Inter-Divisional Recoveries,9248967.83
City Clerk's Office,GV-Open Government,Sundry and Other Revenues,772921.86
City Clerk's Office,GV-Open Government,Transfers From Capital,135000
City Clerk's Office,GV-Open Government,User Fees & Donations,202299.96
City Council,City Council,Contribution From Reserves/Reserve Funds,40000
City Manager's Office,"CM-Equity, Diversity & Human Rights",Inter-Divisional Recoveries,2500
City Manager's Office,CM-Internal Auditing,Inter-Divisional Recoveries,609900.16
City Manager's Office,CM-Internal Auditing,Sundry and Other Revenues,42105.3
City Manager's Office,CM-Strategic & Corporate Policy,Contribution From Reserves/Reserve Funds,56082
City Manager's Office,CM-Strategic & Corporate Policy,Inter-Divisional Recoveries,65135
City Manager's Office,CM-Strategic Communications,Inter-Divisional Recoveries,1143427
City Manager's Office,HR Employee & Labour Relations,Inter-Divisional Recoveries,1127495.95
City Manager's Office,HR Employee & Labour Relations,Sundry and Other Revenues,159170.37
City Manager's Office,HR Employee & Labour Relations,Transfers From Capital,416366.53
City Manager's Office,HR Employment Services,Inter-Divisional Recoveries,1577718.61
City Manager's Office,HR Employment Services,Transfers From Capital,416366.39
City Manager's Office,HR Organizational & Employee Effectiveness,Inter-Divisional Recoveries,293177.01
City Manager's Office,HR Organizational & Employee Effectiveness,Transfers From Capital,1249726.17
City Manager's Office,HR Safe & Healthy Workplaces,Inter-Divisional Recoveries,313536.7
City Manager's Office,HR Safe & Healthy Workplaces,Transfers From Capital,416366.54
City Planning,City Building & Policy Development,Contribution From Reserves/Reserve Funds,39681.39
City Planning,City Building & Policy Development,Sundry and Other Revenues,810300.07
City Planning,City Building & Policy Development,Transfers From Capital,2037892.77
City Planning,City Building & Policy Development,User Fees & Donations,127639.99
City Planning,"Development Review, Decision & Implementation",Contribution From Reserves/Reserve Funds,51538.39
City Planning,"Development Review, Decision & Implementation",Sundry and Other Revenues,88050.01
City Planning,"Development Review, Decision & Implementation",User Fees & Donations,24827204.37
Court Services,Court Case Management,Inter-Divisional Recoveries,5699444
Court Services,Court Case Management,Sundry and Other Revenues,33486980.08
Court Services,Court Case Management,User Fees & Donations,203350
Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Inter-Divisional Recoveries,1041909.09
Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,Sundry and Other Revenues,110320
Court Services,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,User Fees & Donations,17150
Court Services,Default Fine Collection Management,Inter-Divisional Recoveries,686680
Court Services,Default Fine Collection Management,Sundry and Other Revenues,157600
Court Services,Default Fine Collection Management,User Fees & Donations,24500
Economic Development & Culture,EC-Business Services,Inter-Divisional Recoveries,1890293.47
Economic Development & Culture,EC-Business Services,Licences & Permits Revenue,547000
Economic Development & Culture,EC-Business Services,Provincial Subsidies,1049000
Economic Development & Culture,EC-Business Services,Sundry and Other Revenues,861600
Economic Development & Culture,EC-Business Services,User Fees & Donations,5000
Economic Development & Culture,EC-Cultural Services,Contribution From Reserves/Reserve Funds,3400000
Economic Development & Culture,EC-Cultural Services,Federal Subsidies,154172
Economic Development & Culture,EC-Cultural Services,Licences & Permits Revenue,328405.66
Economic Development & Culture,EC-Cultural Services,Other Subsidies,37000
Economic Development & Culture,EC-Cultural Services,Provincial Subsidies,242700
Economic Development & Culture,EC-Cultural Services,Sundry and Other Revenues,2888081
Economic Development & Culture,EC-Cultural Services,Transfers From Capital,657000
Economic Development & Culture,EC-Cultural Services,User Fees & Donations,2072615.65
Economic Development & Culture,EC-Economic Competitiveness Services,Contribution From Reserves/Reserve Funds,698023
Economic Development & Culture,EC-Economic Competitiveness Services,Federal Subsidies,32500
Economic Development & Culture,EC-Economic Competitiveness Services,Provincial Subsidies,240000
Economic Development & Culture,EC-Economic Competitiveness Services,Sundry and Other Revenues,653881
Economic Development & Culture,EC-Economic Competitiveness Services,Transfers From Capital,493000
Economic Development & Culture,EC-Economic Competitiveness Services,User Fees & Donations,5000
Engineering & Construction Services,WT-Engineering Information,Inter-Divisional Recoveries,475570.02
Engineering & Construction Services,WT-Engineering Information,Sundry and Other Revenues,90251.04
Engineering & Construction Services,WT-Engineering Information,Transfers From Capital,4990143.9
Engineering & Construction Services,WT-Engineering Information,User Fees & Donations,508339.99
Engineering & Construction Services,WT-Engineering Review & Acceptance,Licences & Permits Revenue,1051410
Engineering & Construction Services,WT-Engineering Review & Acceptance,Sundry and Other Revenues,2503050.64
Engineering & Construction Services,WT-Engineering Review & Acceptance,Transfers From Capital,3623803.4
Engineering & Construction Services,WT-Engineering Review & Acceptance,User Fees & Donations,3506166.06
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Licences & Permits Revenue,578340
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Sundry and Other Revenues,662400.75
Engineering & Construction Services,WT-Municipal Infrastructure Construction,Transfers From Capital,43195328.75
Engineering & Construction Services,WT-Municipal Infrastructure Construction,User Fees & Donations,2102600.29
Exhibition Place,"Conventions, Conferences & Meetings",Contribution From Reserves/Reserve Funds,2249357
Exhibition Place,"Conventions, Conferences & Meetings",User Fees & Donations,2556798
Exhibition Place,Exhibition Place Asset Management,Contribution From Reserves/Reserve Funds,418000
Exhibition Place,Exhibition Place Asset Management,User Fees & Donations,1171816
Exhibition Place,Exhibition Place Parking Access,User Fees & Donations,7293924
Exhibition Place,Exhibitions & Events,Contribution From Reserves/Reserve Funds,50000
Exhibition Place,Exhibitions & Events,User Fees & Donations,22931008
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Contribution From Reserves/Reserve Funds,7218276.27
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Inter-Divisional Recoveries,8884413.4
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Provincial Subsidies,250000
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,Sundry and Other Revenues,2002898
"Facilities, Real Estate, Environment & Energy",CA-Environment & Energy,User Fees & Donations,359573.61
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Federal Subsidies,205959.05
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Inter-Divisional Recoveries,36996132.96
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Sundry and Other Revenues,2371409.42
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,Transfers From Capital,10295624.13
"Facilities, Real Estate, Environment & Energy",CA-Facilities Management,User Fees & Donations,1051909.03
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Contribution From Reserves/Reserve Funds,5148327.82
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Inter-Divisional Recoveries,5915356.5
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Sundry and Other Revenues,4300976
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,Transfers From Capital,73800
"Facilities, Real Estate, Environment & Energy",CA-Real Estate,User Fees & Donations,42392565.39
Fire Services,Fire Rescue & Emergency Response,Inter-Divisional Recoveries,150332.33
Fire Services,Fire Rescue & Emergency Response,Sundry and Other Revenues,102739.35
Fire Services,Fire Rescue & Emergency Response,Transfers From Capital,144856
Fire Services,Fire Rescue & Emergency Response,User Fees & Donations,14040378.28
Fire Services,FR-Disaster Response & Event Support,Provincial Subsidies,400000
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",Inter-Divisional Recoveries,6217.36
Fire Services,"FR-Fire Prevention, Inspection, & Enforcement",User Fees & Donations,473534.51
Fire Services,FR-Fire Safety Education,Inter-Divisional Recoveries,1554.36
Fire Services,FR-Fire Safety Education,Sundry and Other Revenues,8061
Fire Services,FR-Fire Safety Education,User Fees & Donations,1002.91
Fleet Services,FL-Fleet Management,Contribution From Reserves/Reserve Funds,126000
Fleet Services,FL-Fleet Management,Inter-Divisional Recoveries,32964545.91
Fleet Services,FL-Fleet Management,Sundry and Other Revenues,1452448.99
Fleet Services,FL-Fleet Management,Transfers From Capital,770280
Fleet Services,FL-Fuel Management,Contribution From Reserves/Reserve Funds,14000
Fleet Services,FL-Fuel Management,Inter-Divisional Recoveries,14857116.71
Fleet Services,FL-Fuel Management,Sundry and Other Revenues,1427960.83
Heritage Toronto,Heritage Fundraising & Partnership Development,Sundry and Other Revenues,40000
Heritage Toronto,Heritage Fundraising & Partnership Development,User Fees & Donations,151000
Heritage Toronto,Heritage Promotion & Education,Federal Subsidies,38000
Heritage Toronto,Heritage Promotion & Education,Sundry and Other Revenues,161500.01
Heritage Toronto,Heritage Promotion & Education,User Fees & Donations,69000
Information & Technology,IT-Business IT Solutions,Contribution From Reserves/Reserve Funds,162854.4
Information & Technology,IT-Business IT Solutions,Inter-Divisional Recoveries,4849576.87
Information & Technology,IT-Business IT Solutions,Sundry and Other Revenues,195220.04
Information & Technology,IT-Business IT Solutions,Transfers From Capital,27552350.56
Information & Technology,IT-Business IT Solutions,User Fees & Donations,188126.1
Information & Technology,IT-Computer & Communications Technology Infrastructure,Contribution From Reserves/Reserve Funds,3202271
Information & Technology,IT-Computer & Communications Technology Infrastructure,Inter-Divisional Recoveries,8006501.89
Information & Technology,IT-Computer & Communications Technology Infrastructure,Sundry and Other Revenues,96400
Information & Technology,IT-Computer & Communications Technology Infrastructure,Transfers From Capital,1131889.54
Information & Technology,IT-Computer & Communications Technology Infrastructure,User Fees & Donations,208800
Information & Technology,IT-Enterprise IT Planning & Client Services,Contribution From Reserves/Reserve Funds,340713.6
Information & Technology,IT-Enterprise IT Planning & Client Services,Inter-Divisional Recoveries,1672239.28
Information & Technology,IT-Enterprise IT Planning & Client Services,Sundry and Other Revenues,434728.93
Information & Technology,IT-Enterprise IT Planning & Client Services,Transfers From Capital,3542354.44
Legal Services,Civil Litigation,Contribution From Reserves/Reserve Funds,700000
Legal Services,Civil Litigation,Inter-Divisional Recoveries,5391940
Legal Services,Prosecution,Inter-Divisional Recoveries,13842690.64
Legal Services,Solicitor,Contribution From Reserves/Reserve Funds,201246
Legal Services,Solicitor,Inter-Divisional Recoveries,3035945
Legal Services,Solicitor,Sundry and Other Revenues,3408314
Legal Services,Solicitor,Transfers From Capital,1322621
Legal Services,Solicitor,User Fees & Donations,2529571
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,Provincial Subsidies,11339100
Long Term Care Homes & Services,HA-Communtiy Based Long-Term Care,User Fees & Donations,213000
Long Term Care Homes & Services,Long Term Care Homes,Contribution From Reserves/Reserve Funds,103400
Long Term Care Homes & Services,Long Term Care Homes,Inter-Divisional Recoveries,89700
Long Term Care Homes & Services,Long Term Care Homes,Provincial Subsidies,142944723.43
Long Term Care Homes & Services,Long Term Care Homes,Sundry and Other Revenues,139000
Long Term Care Homes & Services,Long Term Care Homes,Transfers From Capital,260000
Long Term Care Homes & Services,Long Term Care Homes,User Fees & Donations,50987800
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Contribution From Reserves/Reserve Funds,10000.04
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Licences & Permits Revenue,1693353.64
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",Sundry and Other Revenues,460914.2
Municipal Licensing & Standards,"MS-Animal Care, Control & Sheltering",User Fees & Donations,625038.15
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Licences & Permits Revenue,23901246.97
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",Sundry and Other Revenues,73132.74
Municipal Licensing & Standards,"MS-Business Licensing, Enforcement, & Permitting",User Fees & Donations,1207942.86
Municipal Licensing & Standards,MS-By-Law Enforcement,Inter-Divisional Recoveries,1491461
Municipal Licensing & Standards,MS-By-Law Enforcement,Licences & Permits Revenue,286398.89
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",Licences & Permits Revenue,217618
Municipal Licensing & Standards,"MS-Property Standards, Inspection & Compliance",User Fees & Donations,546329.94
Non-Program Expenditures,Corporate Accounts,Contribution From Reserves/Reserve Funds,160312677.3
Non-Program Expenditures,Corporate Accounts,Provincial Subsidies,5631800.04
Non-Program Expenditures,Corporate Accounts,Sundry and Other Revenues,7407399.96
Non-Program Expenditures,Corporate Accounts,User Fees & Donations,1727500.04
Non-Program Revenues,Corporate Accounts,Contribution From Reserves/Reserve Funds,91600000
Non-Program Revenues,Corporate Accounts,Inter-Divisional Recoveries,35299700
Non-Program Revenues,Corporate Accounts,Licences & Permits Revenue,4146607.59
Non-Program Revenues,Corporate Accounts,Sundry and Other Revenues,1098892551.59
Non-Program Revenues,Corporate Accounts,User Fees & Donations,7460000.01
Special Revenues,Property Tax,Property Tax,3931222630
Special Revenues,Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,40698854
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",Contribution From Reserves/Reserve Funds,306697
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",Inter-Divisional Recoveries,173889
Office of the Chief Financial Officer,"CPF-Financial Strategies, Analysis & Policy Development",Sundry and Other Revenues,37500
Office of the Chief Financial Officer,CPF-Investment & Debt Management,Contribution From Reserves/Reserve Funds,40926
Office of the Chief Financial Officer,CPF-Investment & Debt Management,Inter-Divisional Recoveries,1295431
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,Contribution From Reserves/Reserve Funds,1669511
Office of the Chief Financial Officer,CPF-Risk Management & Insurance,Inter-Divisional Recoveries,267194
Office of the Chief Financial Officer,F&A-Executive Leadership,Contribution From Reserves/Reserve Funds,114772
Office of the Chief Financial Officer,F&A-Executive Leadership,Inter-Divisional Recoveries,87300
Office of the Chief Financial Officer,FPD-Financial Planning & Management,Contribution From Reserves/Reserve Funds,69037
Office of the Chief Financial Officer,FPD-Financial Planning & Management,Inter-Divisional Recoveries,757639
Office of the Chief Financial Officer,FPD-Financial Planning & Management,Transfers From Capital,1561538
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,Contribution From Reserves/Reserve Funds,20621
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,Inter-Divisional Recoveries,226307
Office of the Chief Financial Officer,FPD-Financial Reporting & Control,Transfers From Capital,275567
Office of the Treasurer,ASD-Financial Reporting & Control,Inter-Divisional Recoveries,336380
Office of the Treasurer,ASD-Financial Reporting & Control,Sundry and Other Revenues,13800
Office of the Treasurer,ASD-Financial Reporting & Control,Transfers From Capital,45000
Office of the Treasurer,ASD-Payment Processing,Inter-Divisional Recoveries,293620
Office of the Treasurer,ASD-Payment Processing,Sundry and Other Revenues,1046165
Office of the Treasurer,ASD-Payment Processing,Transfers From Capital,242298.4
Office of the Treasurer,ASD-Payment Processing,User Fees & Donations,8000
Office of the Treasurer,ASD-Tax & Financial System Support,Sundry and Other Revenues,252000
Office of the Treasurer,ASD-Tax & Financial System Support,Transfers From Capital,184201.4
Office of the Treasurer,ASD-Tax & Financial System Support,User Fees & Donations,1500
Office of the Treasurer,PMM-Materials Management Stores & Distribution,Contribution From Reserves/Reserve Funds,310759
Office of the Treasurer,PMM-Materials Management Stores & Distribution,Inter-Divisional Recoveries,1257754.31
Office of the Treasurer,PMM-Materials Management Stores & Distribution,Sundry and Other Revenues,164521
Office of the Treasurer,PMM-Materials Management Stores & Distribution,Transfers From Capital,354585
Office of the Treasurer,PMM-Purchasing,Contribution From Reserves/Reserve Funds,300000
Office of the Treasurer,PMM-Purchasing,Inter-Divisional Recoveries,1086638.9
Office of the Treasurer,PMM-Purchasing,Sundry and Other Revenues,13563
Office of the Treasurer,PMM-Purchasing,Transfers From Capital,8000
Office of the Treasurer,PMM-Purchasing,User Fees & Donations,520000
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,Contribution From Reserves/Reserve Funds,52542.36
Office of the Treasurer,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,Inter-Divisional Recoveries,58215.5
Office of the Treasurer,PPEB-Payroll,Contribution From Reserves/Reserve Funds,998306.64
Office of the Treasurer,PPEB-Payroll,Inter-Divisional Recoveries,390073.5
Office of the Treasurer,PPEB-Payroll,Transfers From Capital,4498297.84
Office of the Treasurer,RS-Parking Ticket,Inter-Divisional Recoveries,3594184.08
Office of the Treasurer,RS-Property Tax Billing,Inter-Divisional Recoveries,870486.88
Office of the Treasurer,RS-Property Tax Billing,User Fees & Donations,924913.5
Office of the Treasurer,RS-Revenue Accounting & Collection,Inter-Divisional Recoveries,6273209.21
Office of the Treasurer,RS-Revenue Accounting & Collection,User Fees & Donations,8005949.3
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",Inter-Divisional Recoveries,7140398.58
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",Sundry and Other Revenues,1717885
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",Transfers From Capital,191756.5
Office of the Treasurer,"RS-Tax, Utility & Parking Ticket Client Services",User Fees & Donations,3245789.55
Office of the Treasurer,RS-Utility Billing,Inter-Divisional Recoveries,4006745.1
Office of the Treasurer,RS-Utility Billing,Sundry and Other Revenues,370000
"Parks, Forestry & Recreation",PR-Community Recreation,Contribution From Reserves/Reserve Funds,394000
"Parks, Forestry & Recreation",PR-Community Recreation,Inter-Divisional Recoveries,4031996
"Parks, Forestry & Recreation",PR-Community Recreation,Licences & Permits Revenue,4057830.34
"Parks, Forestry & Recreation",PR-Community Recreation,Provincial Subsidies,709972.1
"Parks, Forestry & Recreation",PR-Community Recreation,Sundry and Other Revenues,530373.7
"Parks, Forestry & Recreation",PR-Community Recreation,Transfers From Capital,4824010.26
"Parks, Forestry & Recreation",PR-Community Recreation,User Fees & Donations,59447169.81
"Parks, Forestry & Recreation",PR-Parks,Contribution From Reserves/Reserve Funds,468180
"Parks, Forestry & Recreation",PR-Parks,Inter-Divisional Recoveries,1584215
"Parks, Forestry & Recreation",PR-Parks,Licences & Permits Revenue,3928956.55
"Parks, Forestry & Recreation",PR-Parks,Sundry and Other Revenues,2080674.81
"Parks, Forestry & Recreation",PR-Parks,Transfers From Capital,3537682.92
"Parks, Forestry & Recreation",PR-Parks,User Fees & Donations,17607055.18
"Parks, Forestry & Recreation",PR-Urban Forestry,Contribution From Reserves/Reserve Funds,13979329.01
"Parks, Forestry & Recreation",PR-Urban Forestry,Federal Subsidies,3500000
"Parks, Forestry & Recreation",PR-Urban Forestry,Inter-Divisional Recoveries,2000000
"Parks, Forestry & Recreation",PR-Urban Forestry,Sundry and Other Revenues,6264255
"Parks, Forestry & Recreation",PR-Urban Forestry,Transfers From Capital,1447203.29
"Parks, Forestry & Recreation",PR-Urban Forestry,User Fees & Donations,3811380.55
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Inter-Divisional Recoveries,1191161.42
"Policy, Planning, Finance & Administration",Organizational Effectiveness,Sundry and Other Revenues,476439.99
"Policy, Planning, Finance & Administration",PA-Emergency Management,Contribution From Reserves/Reserve Funds,875.34
"Policy, Planning, Finance & Administration",PA-Emergency Management,Provincial Subsidies,225000
"Policy, Planning, Finance & Administration",PA-Emergency Management,Sundry and Other Revenues,9124.66
"Policy, Planning, Finance & Administration",PA-Financial Management,Inter-Divisional Recoveries,4033710.17
"Policy, Planning, Finance & Administration",PA-Program Support,Inter-Divisional Recoveries,4116030.8
"Policy, Planning, Finance & Administration",PA-Program Support,Sundry and Other Revenues,103781
"Policy, Planning, Finance & Administration",PA-Program Support,Transfers From Capital,2292304.2
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Contribution From Reserves/Reserve Funds,3790
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Federal Subsidies,17296389
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Inter-Divisional Recoveries,7537.5
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Provincial Subsidies,92544288.4
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Sundry and Other Revenues,-53027.69
"Shelter, Support & Housing Administration",HS-Homeless and Housing First Solutions,Transfers From Capital,86083.04
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Contribution From Reserves/Reserve Funds,23549200
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Federal Subsidies,131079009.33
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Inter-Divisional Recoveries,3712.5
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Provincial Subsidies,63375436.56
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Sundry and Other Revenues,840072.7
"Shelter, Support & Housing Administration",HS-Social Housing System Management,Transfers From Capital,42399.22
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Contribution From Reserves/Reserve Funds,10477500
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Federal Subsidies,1630251.5
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Inter-Divisional Recoveries,720850
"Social Development, Finance & Administration",CD-Community & Neighbourhood Development,Provincial Subsidies,4321151.76
"Social Development, Finance & Administration",CD-Community Partnership Investment Program,Contribution From Reserves/Reserve Funds,442500
"Social Development, Finance & Administration",CD-Financial Management & Program Support,Provincial Subsidies,1322389.1
"Social Development, Finance & Administration",CD-Social Policy & Planning,Contribution From Reserves/Reserve Funds,797500
"Social Development, Finance & Administration",CD-Social Policy & Planning,Federal Subsidies,420200
"Social Development, Finance & Administration",CD-Social Policy & Planning,Provincial Subsidies,631512.39
"Social Development, Finance & Administration",CD-Toronto Office of Partnerships,Sundry and Other Revenues,108149.11
"Social Development, Finance & Administration",Corporate Leadership (DCM),Provincial Subsidies,90018.25
Solid Waste Management Services,SW-City Beautification,Inter-Divisional Recoveries,1354829.63
Solid Waste Management Services,SW-Residual Management,Inter-Divisional Recoveries,989315
Solid Waste Management Services,SW-Residual Management,Sundry and Other Revenues,44029632.56
Solid Waste Management Services,SW-Residual Management,Transfers From Capital,2804934.19
Solid Waste Management Services,SW-Residual Management,User Fees & Donations,2244320.74
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Inter-Divisional Recoveries,88648.78
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Provincial Subsidies,10856800
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Sundry and Other Revenues,4076128.89
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,Transfers From Capital,686354.95
Solid Waste Management Services,SW-Solid Waste Collection & Transfer,User Fees & Donations,270946473.18
Solid Waste Management Services,SW-Solid Waste Education & Enforcement,Sundry and Other Revenues,998.59
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Inter-Divisional Recoveries,2963411.99
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Provincial Subsidies,10808293.71
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Sundry and Other Revenues,25859565.62
Solid Waste Management Services,SW-Solid Waste Processing & Transport,Transfers From Capital,1364324.53
Solid Waste Management Services,SW-Solid Waste Processing & Transport,User Fees & Donations,9935413.06
Theatres,Theatrical & Other Cultural Events,Contribution From Reserves/Reserve Funds,2370892.96
Theatres,Theatrical & Other Cultural Events,Sundry and Other Revenues,3073679
Theatres,Theatrical & Other Cultural Events,User Fees & Donations,12182213.92
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Contribution From Reserves/Reserve Funds,4713000
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Provincial Subsidies,1835000
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,Sundry and Other Revenues,5362000
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,User Fees & Donations,25066000
Toronto Atmospheric Fund,Toronto Atmospheric Fund,Sundry and Other Revenues,2112000
Toronto Atmospheric Fund,Toronto Atmospheric Fund,User Fees & Donations,500000
Toronto Building,BL-Building Compliance,Contribution From Reserves/Reserve Funds,198979.13
Toronto Building,BL-Building Compliance,Inter-Divisional Recoveries,498875.58
Toronto Building,BL-Building Compliance,Licences & Permits Revenue,27561025.04
